# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 20 10:51:12 CET 2019 [seed=777]
# -beagle_cpu -overwrite -seed 777 -save_every 100000 -save_state checkpoint.state HBV-A_ancientDNA_skyride_geo.xml
state	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.nonZeroRates
250000	0.7158891696000826	0.1400045615896617	0.5868531504568502	0.33922711273703926	0.37664372662997747	1.4040957762883086	0.009456049813604433	0.6951977415534525	0.5518204108452652	0.031428484727404504	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	8.0
275000	1.2577154829044213	0.24848492527885113	0.524045057293094	2.0911115235919793	0.5227900491620245	1.966862635486462	0.08133775455182427	1.042371287450438	1.5899707919823123	2.2429628732063347	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
300000	1.4412245470398763	0.5909905262373361	1.203847292056389	1.243047499214114	1.08918752886097	2.6997627416481906	0.1592235284954362	1.7161808890488601	1.1057478057081531	0.1823961991716831	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
325000	1.0527515744498563	0.32596630689909795	0.6808812331621162	1.9268825045510645	0.7164837070027824	1.9449106180742095	0.1605858850559982	0.6942142162362122	1.1039588477800455	0.31968072928301255	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
350000	0.5044989928044928	0.15361794079201457	0.40469951263146714	0.3057745200087748	0.6449000979326077	1.2949648011025108	0.07632197684372334	0.564673699239901	0.4046315037538654	3.8825196716030748	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
375000	1.2273311058040481	0.13006605228546061	0.3686929969787675	0.47264333899680655	0.6891934454180983	1.7641529406831797	0.08303422882513783	1.4042784965230164	1.1862449919096971	1.3830177028409427	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
400000	0.6890756314529326	0.017735644677352936	0.16695729951649604	0.7350213307586596	0.6680723197695301	1.017517120122655	0.040693318867181284	0.4899273656340335	1.5869687929207579	0.17073825206488558	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
425000	1.805280995611502	0.12935811719165144	1.0041484905079083	0.26762601569087296	0.7781252525863755	2.603960508486994	0.3074213146600925	1.8828485255989162	0.12414023874337711	0.6296250036961321	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
450000	0.8539712282215106	0.061718221399339385	0.3817374148446753	1.5408634678099942	0.34319017059594964	0.9403338795681749	0.04430636944538734	0.705254364780823	0.015084592233554354	0.27842855814392964	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	6.0
475000	2.246751038077624	0.5662346812329357	0.7109637006490207	0.09163481268754751	2.537166484679196	3.9479455540292037	0.1623701538598324	1.792409433786404	3.0120301635774056	1.0347919591368229	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	8.0
500000	0.9504264447695772	0.1321446840703749	0.601108093589725	0.18799816904847103	0.9758993272641826	1.4842324868299837	0.2171049823701895	0.4381769663771264	2.484348649895298	0.4725095348295552	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
525000	2.6699461896060743	0.5547411719379275	1.733314816903119	0.11069743347853658	2.33894985150323	3.7782095832611238	0.26567682627349753	1.4072101233073477	0.055857338159147014	1.1553116024091588	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	7.0
550000	1.7952824453392384	0.10042070448953873	0.50741953861884	2.202280131374947	1.1504962646308452	1.496700413315136	1.3111655050879443	0.6157343110150953	2.635043989158536	0.08027640675197692	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
575000	0.8439039808972402	0.07767071360843808	0.528796081242985	0.8876005032514054	0.7290259777184244	1.1038657659279218	0.07961122733022805	0.650551149368616	1.1930227829101907	0.06506522245151157	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
600000	1.1147992682010828	0.20882463116730535	0.7402985068383494	0.6043912385316054	0.9770981857516613	2.096188397002565	0.6744438326688905	1.2027760708944941	0.8324345563347252	0.1802713922486812	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
625000	1.3300509828526865	0.15240912740991033	0.5711871012938405	4.63747383893539	0.5994749742972105	1.2683223852858816	0.13901203088440675	0.9252253834111573	0.4651195566615447	0.011607419803696502	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
650000	1.0091454610818873	0.43411941366540013	1.1316942239094694	0.019933848104187173	1.2016465955545557	1.6012346877685828	0.9791382694554387	0.96205764572533	1.733079721506108	0.12425935212572337	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
675000	1.0415978338364331	0.10303524262934499	0.7617393409642106	0.2585541207388949	1.3809110661281978	1.8855821721313948	0.3593928702217268	0.8478671990948533	0.552342410742458	0.17191443603838943	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
700000	0.7724247712651058	0.3133535652709612	0.7339009904571611	0.19473469646291544	1.5864765016125786	1.0718636005940978	1.308804668218716	1.46353038619625	0.780434422962062	0.18751878657989915	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
725000	0.881262133446583	0.10932787644031676	0.573130007399407	1.2073212196479028	0.8794426927221699	1.7048877167585728	2.357793585462351	0.9536693537410452	0.5676915269266476	0.1461484644308247	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
750000	0.8597619850330837	0.08426691309298676	0.3350708961111263	0.04995534596098588	1.3492583364984236	1.5901622990632174	0.1755931561999946	1.3791260590920882	0.21377170551183317	0.12045270986286884	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
775000	1.1382449411002757	1.2348115689622075	0.8497822393931019	0.7047877850703921	0.7889374105452934	1.4629468857940162	0.11948655315827501	1.7861278093145758	0.0857636340778255	0.11173780388368688	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
800000	1.3932970817511534	0.3289131925495211	0.5933191503245513	0.5065209103840436	0.8122098908914307	1.9564286099666202	1.2766749963752235	1.220436171329562	1.3830832577284113	0.08970506440292554	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
825000	0.6930069734191281	0.29798148610674136	1.0629686615031433	2.0095729284892516	1.6327661310782013	2.397367435530567	0.28175950762203206	1.6675787905303423	0.29787948573117407	0.16440720693320748	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
850000	1.0882723615015024	0.2095539032893934	1.0433311808173613	1.1666288697414664	0.9870236491245065	1.783786422698667	0.0772706616394104	0.8873670573892518	0.6929115776558978	0.04232926853916117	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	8.0
875000	1.3513484661578454	0.6705430741924786	0.660068135837098	0.5295989246748796	0.5704145986762639	2.1191854778074224	2.4045100602060994	0.8999106157161019	1.3970259513520251	0.05710031376869647	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
900000	1.2955778066889079	0.35149825752512615	1.3276571014806227	0.05410791740919996	1.9402996786167568	2.8097478891885896	0.6723067393873241	1.4233141526477755	1.1548748131088429	0.16973931023406214	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
925000	1.2473738265978525	0.29137895776295575	0.7375245464902968	2.9592534623928626	1.257557744146353	2.5143630393498797	0.8159467245002242	0.7761443493929059	0.009488526255900435	0.2602458718461419	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
950000	0.5675784062144564	0.1199167257891685	0.5295256618250866	2.364184963563691	0.5022517552459616	1.4820642336773013	1.5385197455130675	0.5532295801141158	0.018776765521785255	0.2423550415035562	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
975000	0.7919934369896934	0.25502744699480573	0.6054080807826225	0.689256818121834	0.9422033011602993	1.7669720647100333	3.461487099873971	0.8957773046785942	0.9871882028739085	0.0885411892325367	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1000000	2.097005525821834	0.7791400997659687	1.8823739413940677	0.2304732564251597	1.586372795003786	4.789535753240296	1.8718678752393447	2.746990605477298	2.199860555820534	0.39683340808140405	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1025000	1.7421272181005736	0.5274180207567337	1.177183406158175	3.9006888693361095	1.2335308667337996	2.188873813351203	0.12231136764056177	0.8805501959845817	0.03464973395235929	0.3046295956925107	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1050000	2.228053530814208	0.8567964543413737	2.0212266476812855	1.8066363326157404	2.1828724752797193	3.607982712521846	0.6541404365632488	2.3601032688811747	0.17144471695535765	0.11002903029520782	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1075000	0.6975691135994467	0.25135953269119865	0.7425033014541871	0.008202622805461829	0.40192132500306593	1.155996467734024	0.48646797427597843	0.6523787594766471	0.3011373592697909	0.08194155549687734	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1100000	0.7674301276199997	0.38848312827750875	0.5001716653311579	1.0356451643114706	0.9270386875399965	1.545026528512482	0.6812219637024399	0.6098498752940901	0.17539199071920905	0.2542953609820487	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1125000	1.0041561863114803	0.023092166016046946	1.2223145693254638	1.3657583389859165	0.8771028961293172	2.2854298040014465	0.3260382563938182	1.5686806777274416	1.9156751813824038	0.1212416372108628	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1150000	0.9316046914979718	1.260530718571279	0.7542056409885997	0.8512081497263556	1.300173703100965	2.086950638646539	0.29332949398932856	0.9225077429157166	0.5080598159697195	0.32393873726878364	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1175000	0.5270762082896921	0.03946289212145902	0.7365353631423786	1.05787218933874	0.6419697844471464	1.9980265200872054	0.5110512147439845	0.8137698407866436	0.03363259867840422	0.18511432973887534	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1200000	0.6462727359219952	1.2580315910559265	1.3164454055733246	3.02336079404114	0.486057983953769	2.160225036098664	1.5612765190751565	0.8116728788691743	2.598863229250155	0.22365595315224404	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1225000	0.5010513851730435	0.019000623036745934	0.8677255840171254	0.8768944998107159	0.8103365190736117	1.3304896329202702	0.14049569003243007	1.1484253492788719	0.135887968107621	0.048967482043439675	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1250000	0.6097237320075466	0.18164938291054492	0.5590702562663417	0.3951832259814575	0.6733881931003913	1.298092186200117	0.5726881541882084	0.7608080962059546	1.7660116810573108	0.05288011320102375	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1275000	1.0013308526412	0.24959895787512568	0.6632738912960507	0.06480624668656783	0.9892795913137048	1.68866437998024	1.0687487795990784	1.283734701934624	2.848254298292729	0.22077865406682695	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1300000	0.7669702210298298	0.09555723064865243	0.8106865990238842	0.7490424490390835	0.7410362803805044	2.437631729084461	1.8699958841187247	1.1678822148856818	0.5207661099232483	0.1220554700369871	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1325000	0.4399668221483078	1.1120271710639984	0.317271267122716	0.5545866246190904	0.4721773835499761	0.9944257799844085	2.3729199569840107	0.30310912891859226	0.5645119611931568	0.07995124116139682	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1350000	0.8865397449780296	0.24473529027949734	0.7065615273230827	0.6993486353625914	0.5935196266832632	1.0183862136952586	0.9846821751189815	0.46791809671543433	0.7093292531604544	0.09442429028451324	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1375000	0.3316584987759023	2.1718773900575283	0.3959060114511248	0.8596874160225456	0.35402643234428904	1.1229822018739775	2.9330146320409702	0.3543642614910198	0.22434947290011664	0.053068987632024334	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1400000	0.9912252219584261	0.023186050519422477	1.945653187794394	3.017977879245422	1.4349241452729822	2.3936310488233112	0.40177989537248754	0.9370804978986248	1.311436421827456	0.21004887570364472	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1425000	0.2890937536920582	4.491530346021232	1.0145367400738408	1.092043817490617	0.6508756915183802	1.5824205113139111	0.19559752443565953	0.8200054934594039	1.1349939641042566	0.13159444629240594	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1450000	1.1133002094799545	1.4078082775230205	1.036954321927419	0.050525795178724756	1.1490099338338469	2.586151617082213	0.03977415346550716	0.9005585756516671	0.33034503438411966	0.5107840054961207	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1475000	1.2180090315711762	0.4401112759013426	1.3433132463861313	0.40043952846756736	1.7460413393342111	2.42438108004712	0.5177748668896446	0.4782099850886752	1.671013383820551	0.07944308214713483	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1500000	0.5159023199600443	0.06852005547778367	0.7862868595027765	0.440967523171375	1.652535322701152	2.282364121765353	0.5722118381385597	1.99808378831344	0.004951563139488797	0.48923011244895914	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
1525000	0.9310252925587859	1.7405143393653273	1.0048644540669693	0.9014461539287281	2.242493663943016	4.725251934295435	0.46433288382673316	1.929595480985687	0.6273750838656391	0.1763733002277889	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1550000	0.907687281573118	1.7079830722511065	1.0056456689063156	0.486422148349315	2.393135447439152	2.981877747418274	0.15592496526720018	1.1085863964057086	1.1002061444005966	0.1131428414994661	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1575000	0.6479777675617867	0.07643655535397618	1.5360710512285292	0.14878892027368457	1.5888183717656574	1.860526514046102	0.19505409830085774	1.4405934498409783	5.469046265539065	0.5929349869533289	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1600000	0.7195634008392776	2.764762189695155	0.8937574468293812	1.4711153198786182	1.072675033352925	1.5264378274851167	0.027770132951519137	0.8118956948090106	0.8881417808111632	0.09481766757601058	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1625000	0.4641695800868859	0.8793265180614769	0.98900853062319	0.15452991808249955	1.9216094077215349	2.689125376743006	1.3529237748490346	1.1480398726326129	2.6102725774686357	0.36320829922041337	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1650000	0.5113110017767366	0.24543582171964934	0.6308140651191362	2.042088182920835	1.5903956939999686	1.7847860431870157	0.32979809764577234	0.8124397677947673	0.026747720288293513	0.4193430729210672	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1675000	0.5911221722596931	1.0320761181964895	0.7650801973028624	0.03127897137003282	0.8146043188414468	1.658478438552114	0.15345079702654416	0.6595609725780809	2.7774131916232547	0.045100056537349824	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1700000	0.6600794698758387	0.21433193471100073	0.8438721424311149	0.2579754077253091	1.0398626955791344	2.038563042336575	1.188770838541739	0.39037089750276743	1.8606801187256075	0.046443346614481275	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1725000	1.5873384241764672	0.19590228081401348	2.7958770346538797	0.6537757841193054	1.7645647364177843	2.9810067970664265	0.5299253278300575	1.5237330867945817	0.049891066346005146	0.5455639596006231	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1750000	0.5323758568324988	0.3767015049364033	1.089446439893237	2.92358267361772	1.4877599192506485	1.2104546640103802	0.385365579260747	0.6619651732354759	0.4088503659717706	0.2860397625489869	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1775000	0.7955064792830154	1.2342313964797051	0.7319457270254436	2.9042710720522873	0.691198494659033	1.8817967123791663	1.25078713144537	0.6220609479720778	1.6359950923768178	0.21820388264957488	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1800000	0.3722279581600848	0.2641780591809894	1.3572219522201177	0.650231459317556	1.966329414274795	2.1215940279477303	4.679339140749567	1.1548995393083838	0.8518465417401572	0.06730462847672444	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1825000	0.7514229393144791	0.602110563718462	0.986073651409867	0.0766917898929563	0.814141860913268	1.0624226486175907	0.0976248027760814	1.4169111369264633	0.7853767312820478	0.18587753449796562	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1850000	0.5506298238543644	0.8360411495733971	2.3278621176955228	0.6029640336198997	0.9030087792620101	2.1750977546253845	0.017522914712069803	1.9993431976341893	0.9824982066291283	0.14825338686905126	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1875000	0.883261206366525	0.09209326231724162	0.6536950248168438	0.409350791447935	1.5743248242745744	1.8158588288588147	2.2005311317662164	0.9436861767447953	0.8941586543244369	0.2088444541643111	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1900000	1.0915928266780073	0.4567464703568546	1.8899753093569587	0.09125871576626662	1.6317491914008437	1.3612962482689515	2.415800838959013	0.8679745837530903	0.6979395442971315	0.24906304800151494	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1925000	0.5622023001825968	0.8183004800925728	1.609187608532115	0.03661835330286651	1.2303464410141765	1.890297564631939	0.24923453170245863	1.7889621495328276	1.1232053247019083	0.40305966605781984	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1950000	0.6670265316310561	0.14638204904157057	0.6425311852674072	0.19394045817127664	1.6538539366983105	1.5181696623455683	0.7986823618869974	1.5301147224258442	0.15854275440919544	0.2528671879561358	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
1975000	0.7888092402489295	0.009818607189120981	0.6499937215044246	0.7424784918541314	0.6004795986019567	1.5513099246875777	0.6735899797818166	0.7970957846910034	0.45025049906594306	0.29594497705740663	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2000000	0.958421381757268	0.1852660688011876	1.4276806896931928	2.237167164944537	0.5542839277694288	1.5653172316214836	0.39194173569014834	1.4237310723454917	0.4235007850788832	0.2532425954980699	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2025000	0.32819070140066026	0.3689882163421107	0.6555027813914696	0.881724260771478	0.47480007436750576	0.5714940429678851	0.22181510269980192	0.6052362691749558	0.17741030118513818	0.0827475838963432	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2050000	0.7953404786782522	1.0137112402499282	1.6207319119699	3.448843349031489	0.8229582691851679	1.8807331797081324	0.058226407058311544	0.8167325122225693	0.020929717681876337	0.2626867254334733	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
2075000	0.35095388886693607	0.0842038945920051	0.9994577250283105	1.4044705807998352	0.9428939215322223	1.575772693108944	1.4023237361067942	1.4297034045479307	0.4606554179864656	0.17084910363099487	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2100000	0.7093576005025598	1.966203612413233	1.9977271681270214	0.7335594367202842	0.5280473117591804	2.7846412546344856	0.11423199730696323	1.2236419007214698	0.6220676383206584	0.4778849853078845	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2125000	1.3154161746845572	0.36886695743565334	1.3544469184325152	0.10864252974259195	1.2285703383245743	2.4493720265982564	0.7252278822378888	2.3431023877543304	0.05908080427556061	0.26706413447758626	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2150000	1.2487861359023098	0.17480761102137968	1.4585808412583148	0.09870750205069348	1.2569236470799698	2.8726502948945454	0.06407381926397714	1.5374735294268722	0.2011871924734616	0.7925303604600717	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0
2175000	0.28689535976503533	0.0664998315140096	0.625941405566745	0.4195328329951809	0.30264892411415556	0.5851143086407373	1.0149911031956107	0.5355148209068095	1.2178331912880005	0.12039260032420328	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2200000	1.673793584341375	0.25509999458009125	1.4276699941590651	0.9332654505236997	1.2116661465654797	1.7820432273098052	0.25651247115730375	1.8978233690772197	0.05488581209693397	0.9883750207904882	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
2225000	0.7097467901271592	0.5801067586110358	1.5645739532838072	0.34504811932995366	0.5960279015542783	1.7377492469889981	0.0028956964898559086	0.844984365818898	0.9382227239897367	0.2922384057218944	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
2250000	1.797669631602234	0.5310485920859833	1.9557617622189059	1.8723520351210612	2.8437908317654617	3.507168728082514	0.6457481886548184	3.8372145455831173	0.23088879632974227	0.5586522935429613	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2275000	0.8390297240970089	0.11877580890257985	1.0866196303867939	0.2956156473630597	0.5182086421068682	2.311243108424396	0.4555304916666191	1.969084716325189	0.8154506970134769	0.5903486116467423	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
2300000	1.0069607570516736	0.8309952357791913	1.933075490156476	0.14333031672767546	1.9377515065287385	4.934085611060174	0.7930362829502157	2.188924391801376	1.0331627832343857	0.4053306914194038	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2325000	0.5664888468459947	0.469302105500804	1.8207884952254434	0.6275001195907971	1.3197082715332975	2.5411250231562903	0.2481470895051767	1.424725419461143	1.0772943427390123	0.28133881070981703	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
2350000	1.0355702754748828	1.1267502014808277	1.8320374548653602	1.2796105986848008	0.7840977125545354	2.640524040007238	0.30319412031823056	1.2988658051248418	1.3343874723135802	0.47295822142689237	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2375000	0.5146567949771812	3.7886843692751206	0.44334654003371415	1.4769636960522168	0.6370425323571551	0.5852923086538985	1.3220706701565295	0.4512539403194392	0.06410289174906883	0.11364269442470444	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
