# BEAST v1.10.5 Prerelease #23570d1
# Generated Sun Apr 26 23:12:34 CEST 2020 [seed=1587935552865]
# -save_every 100000 -save_state checkpoint.state -beagle_gpu -overwrite HBV-E_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates	location.branchRates	location.treeLikelihood
400000	-46.1383615311544	-2.9495719572012216	-43.18878957395318	5.899867776128971E-4	5.899867776128971E-4	0.9994049160073084	1.514716594196791	0.14741089609022173	1.803455711015729	0.3364238284268855	0.16183550502008043	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-43.18878957395318
410000	-57.92969068345546	-10.753562612834902	-47.17612807062056	0.0011925019429155181	0.0011925019429155177	1.0663656875675327	2.4617283419979623	1.0617457945482356	0.8869662787979835	2.7403614440111164	1.4772938934473303	0.0	1.0	1.0	1.0	0.0	1.0	4.0	0.0	-47.17612807062056
420000	-53.94935991618405	-13.214207018858989	-40.735152897325065	0.0012631576587114068	0.0012631576587114068	0.24160914053348578	3.284146725841144	0.5387146522641593	2.209654093436484	2.7662296437588023	0.08472373490471846	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-40.735152897325065
430000	-48.760738336602245	-6.3649542172419045	-42.39578411936034	5.390652656164127E-4	5.390652656164127E-4	1.7740597493400247	4.228322679735857	0.3323672300403311	1.6534437958165904	0.5061098299821217	0.466519114668717	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.39578411936034
440000	-46.85649187829488	-3.3620531894867733	-43.49443868880811	6.087324164959125E-4	6.087324164959129E-4	0.35207975077477627	0.5460851587614056	0.16448578086290452	1.7598757887082774	0.17658809050873545	0.4516104038799495	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-43.49443868880811
450000	-51.7456931995017	-9.617076839354878	-42.12861636014682	6.467898132575842E-4	6.467898132575842E-4	0.8672669482733241	3.2725361478727253	1.2234396395443445	1.1052209817811367	4.166135098530976	2.1846945432764615	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.12861636014682
460000	-52.06362598406252	-10.640829002358688	-41.42279698170383	0.001164422933629105	0.0011644229336291048	0.7808757886943121	2.4695727713608355	0.05952813189406628	1.639076161786666	0.9411365628616998	2.322983928908366	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-41.42279698170383
470000	-53.50330533698902	-11.1712539554073	-42.33205138158172	6.76548616033836E-4	6.765486160338353E-4	0.3398484676563433	2.57081583593543	2.2115993585927285	1.714053303869039	1.4494799665786875	4.755241902379988	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.33205138158172
480000	-47.63315032726506	-5.360082145195483	-42.27306818206957	5.213487949016885E-4	5.213487949016881E-4	2.3012359049839017	3.137663634654212	0.894484062712225	0.0059053181600543184	1.0799689321453265	0.24959255470987496	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.27306818206957
490000	-42.63124437815573	-1.6548688064092816	-40.976375571746445	8.285353176723156E-4	8.285353176723151E-4	0.18652768199345898	0.7601002146341609	1.9346170887552154	0.2910922215602302	0.19109035900840934	0.37759312492251335	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.976375571746445
500000	-53.184583466408064	-6.209041459297843	-46.97554200711022	0.0011592606939817378	0.001159260693981738	0.443878862566063	0.5974145108652289	0.017078825678150392	1.6784812261897264	2.8561512641011286	0.12170592051944125	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-46.97554200711022
510000	-46.62073773801636	-5.800770366902935	-40.81996737111342	9.720721908871908E-4	9.72072190887192E-4	0.24645736332854531	3.7489206043039087	1.3232349862861372	1.877784474924979	0.16140552063420258	0.6760927110347764	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.81996737111342
520000	-45.50552074305447	-5.997949952305491	-39.50757079074898	9.64403299015989E-4	9.644032990159862E-4	0.8991514565156299	3.521517682069527	0.5691637633580133	0.39229085799793767	1.9028284013667962	0.39308024665735286	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-39.50757079074898
530000	-52.248224864215274	-11.502552808242857	-40.74567205597242	9.371167798321166E-4	9.37116779832116E-4	0.4597784569235111	1.3175774289161037	0.01629768209929059	5.840816504010176	1.1407985049250968	0.77837064283368	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-40.74567205597242
540000	-49.70490489958503	-9.570290301023043	-40.13461459856199	0.0011197342069373874	0.0011197342069373907	0.7239832408729235	2.1847429647346313	1.7821313255699014	2.0464822533466385	0.10206626483005764	1.9164905085399742	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-40.13461459856199
550000	-48.1535806752213	-4.7763920582527675	-43.37718861696853	4.6957749607273567E-4	4.6957749607273605E-4	0.2443872110315556	2.774260856905271	1.7576188456655295	0.22591006139207	0.6887532738355506	3.572918812596129	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-43.37718861696853
560000	-50.274464989650276	-7.002997164238193	-43.27146782541208	3.1645863815538854E-4	3.1645863815538816E-4	2.0340436382750435	6.806026910393991	0.18674681755770925	0.40192299591962727	1.1430602486001593	0.1007063645185508	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-43.27146782541208
570000	-44.769536794205244	-2.338453036237145	-42.431083757968096	8.752598926135564E-4	8.752598926135556E-4	0.37825347127375675	3.802283617983207	0.004263748877071389	0.07577303936875249	0.16594148518891025	0.11187412789259553	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.431083757968096
580000	-55.02266118845921	-12.891667782542507	-42.130993405916705	0.0022126533085859135	0.002212653308585911	0.0772346191097666	2.8296704081360127	0.033857208397481284	2.5785597736031525	3.931216006405883	0.9114830753138287	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-42.130993405916705
590000	-48.72451042089964	-7.7994104157874276	-40.92510000511221	0.001591450957856584	0.0015914509578565847	0.14444466835658126	2.092058886089006	0.190367759846075	0.02010363489600778	1.3317707490058313	1.5022580651330104	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-40.92510000511221
600000	-42.95441836023156	-2.532185044243233	-40.42223331598832	4.7894132347502973E-4	4.789413234750296E-4	0.6576085095479163	3.4779065179607307	0.17642417168253266	0.6020906665140978	0.10575668809075642	1.3237278985865069	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.42223331598832
610000	-47.47229200815828	-4.961103544514901	-42.51118846364338	7.202799950400704E-4	7.202799950400698E-4	0.20663480106539442	1.0400960763720932	0.34052326285688267	0.3851820335579723	0.11734986566950562	4.847134739703629	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.51118846364338
620000	-45.38557132252031	-4.936989583588037	-40.448581738932276	9.054471956840228E-4	9.054471956840235E-4	0.7938260763477302	1.485175563525862	0.45262369818019954	0.8831874323459966	1.247053071150736	0.617229671798219	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-40.448581738932276
630000	-53.189476686084106	-4.561716794477675	-48.62775989160643	6.650196413877203E-4	6.650196413877207E-4	0.518203923541082	0.3626408304939776	2.8481552715979563	0.33092831712900667	3.35899545186754	0.3669948162263933	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-48.62775989160643
640000	-44.91231761259398	-4.631057816659768	-40.28125979593421	8.84696408736037E-4	8.846964087360366E-4	0.07639809176280662	0.5657895181595382	1.2248966908587893	0.5720385230573686	1.8214910261000177	0.21265154758671814	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-40.28125979593421
650000	-45.09040508960433	-3.553477369524362	-41.53692772007997	6.613485309954622E-4	6.613485309954624E-4	0.9646319245851962	1.366377576693558	0.2514701237476444	1.3675814793645196	1.4124887482356374	0.4648066931367511	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.53692772007997
660000	-47.390305791376754	-5.827017286051519	-41.56328850532523	8.332477489097994E-4	8.332477489097987E-4	0.11641782376528742	2.624975867700875	0.0018130954591301723	3.059776057824365	0.7335972357973097	0.8392688966980929	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.56328850532523
670000	-52.25436306596919	-8.798315356342886	-43.456047709626304	9.763946449748807E-4	9.763946449748804E-4	1.3754644350878689	3.4905669792227143	1.9009304065596533	0.26703580947063754	0.18392473337874102	0.14650457166697012	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-43.456047709626304
680000	-43.166413517731456	-1.0570115204956751	-42.10940199723578	6.100642418275088E-4	6.100642418275093E-4	0.08998521848467277	1.2270289415136133	0.9261612175613873	0.8988346079906111	0.3341416992799575	1.018906617691307	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.10940199723578
690000	-43.290872648299285	-3.2027626865159005	-40.08810996178338	0.001384869951229468	0.0013848699512294656	0.12436437532796586	0.6600686815895513	0.4672171466638953	0.5522454913470248	0.5790386950875521	0.2555249873064777	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.08810996178338
700000	-49.336690945037965	-4.356610574634246	-44.98008037040372	2.3769770973952348E-4	2.3769770973952335E-4	1.3374395027025614	3.6349448749923625	0.5903603181722173	0.9832961417075202	2.0474045006268278	0.4387312046431407	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-44.98008037040372
710000	-52.14414357017778	-8.820285087709737	-43.32385848246805	9.429792400418505E-4	9.429792400418508E-4	0.03731793119670406	1.4737618399063304	7.819796343258795	0.580074011055553	0.6549087290477366	0.7705076457178209	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-43.32385848246805
720000	-47.898554316975755	-6.699474049268446	-41.19908026770731	5.515325995984732E-4	5.515325995984743E-4	1.1988698017489983	4.079484578115588	1.2515030686842903	2.8009459025011605	1.3005336097220492	0.008101111576562231	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-41.19908026770731
730000	-48.80018602515207	1.0752621580348691	-49.87544818318694	1.793627607242425E-4	1.7936276072424255E-4	0.7092008888043139	1.338217065314422	0.12673322842274168	1.1058515271764904	1.0227907755856813	0.5247426151673611	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-49.87544818318694
740000	-52.12781736905882	-12.039180330084521	-40.0886370389743	0.0010372398859321724	0.001037239885932173	0.3195365627753817	2.587729089960371	1.3793721502050151	2.8231624299750697	0.22467997608888488	2.691192967155712	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-40.0886370389743
750000	-46.514770730457414	-4.216848069408211	-42.2979226610492	7.5220340713581E-4	7.522034071358099E-4	0.5788920710996268	2.34700929392559	1.9229320336745748	0.25234829002585446	0.24007043431984124	0.6399841849995838	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-42.2979226610492
760000	-43.5825482962889	-0.7066836660382387	-42.87586463025066	6.168109161610384E-4	6.16810916161038E-4	0.2730603563302873	0.9095703642780784	0.1628179157018471	0.09691185749526511	0.7011481666913477	1.583662803453373	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-42.87586463025066
770000	-47.194193879016275	-1.219957256734744	-45.97423662228153	4.74230656165303E-4	4.7423065616530375E-4	0.2653480915625907	0.8209997891529088	0.7796152200193568	0.7867717582994752	0.06458516854585328	1.0819233902477914	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-45.97423662228153
780000	-50.118337905418834	-3.786140452890182	-46.33219745252865	1.6581587992213414E-4	1.6581587992213397E-4	1.5371609274588884	1.9962941164669692	0.7891948959798109	0.09661917623739198	1.1961502414994085	0.4600215434348509	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-46.33219745252865
790000	-47.76996283176244	-0.9100207544137993	-46.85994207734864	4.397782639977727E-4	4.3977826399777247E-4	0.14042822480895525	0.3465573199320417	1.5405233150123774	0.10338035919778255	0.427307691782723	2.9544524782948356	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-46.85994207734864
800000	-51.255118726313434	-7.53572956122383	-43.7193891650896	9.214020756042895E-4	9.214020756042895E-4	1.889392846383806	3.379875363604275	0.8098315666332674	0.9395361550340354	0.3077188226191645	0.4605937815537641	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-43.7193891650896
810000	-41.920520026559004	0.0987810499470223	-42.019301076506025	4.110615938151766E-4	4.1106159381517677E-4	0.4911503551506612	2.1460742875928953	0.06235259489705507	0.026577884405053997	0.5535034931946129	1.058322756746769	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.019301076506025
820000	-42.432749353037686	-1.0098018830928726	-41.422947469944816	3.801873747407304E-4	3.8018737474073083E-4	0.16358947454665612	2.231759596082596	0.07351060717153673	0.5861698309125591	0.043335594338962606	0.39231452500812	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-41.422947469944816
830000	-54.618342606304665	-11.52440572637156	-43.0939368799331	0.0019625125547181217	0.00196251255471812	1.099186390660903	1.0019072220781489	1.417334155591952	1.905313570544064	0.698737446520334	4.8824925484939525	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-43.0939368799331
840000	-50.72689080282119	-8.537644295829685	-42.1892465069915	5.491527777918362E-4	5.491527777918369E-4	1.5523442342560538	2.9903693940855702	1.1998276501121314	0.6012723424580575	0.2494443360594207	4.26200265866846	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.1892465069915
850000	-46.15413270719302	0.05793480670088069	-46.2120675138939	7.274898819828964E-4	7.274898819828971E-4	0.23770932811812473	0.37351586924640523	0.06017049063189073	0.25118866621613745	0.3236847904708487	0.30723866878277656	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-46.2120675138939
860000	-47.27898338477557	-4.023874208851966	-43.25510917592361	4.7580668542191037E-4	4.758066854219107E-4	0.5022774570704355	2.0233459160674903	1.5703854420844146	0.8433051633354524	2.6932963814652724	0.6163755698063572	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.25510917592361
870000	-48.82846547481851	-7.69217512477087	-41.13629035004764	9.215125897939745E-4	9.215125897939747E-4	0.23816132403508622	1.7547945207049078	1.569680267867208	0.43534284892422315	0.5339588424669701	0.551963287989704	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-41.13629035004764
880000	-47.59461084630117	-5.803621719392083	-41.79098912690909	0.001208347919732469	0.001208347919732469	0.4830027648774843	1.8031208149477258	0.9683787979366028	0.5168625086805289	3.3581605875962275	0.716407560592381	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.79098912690909
