# BEAST v1.10.5 Prerelease #23570d1
# Generated Sun Apr 26 23:12:34 CEST 2020 [seed=1587935552865]
# -save_every 100000 -save_state checkpoint.state -beagle_gpu -overwrite HBV-E_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates	location.branchRates	location.treeLikelihood
2410000	-45.87528538709459	-3.113300844428402	-42.76198454266619	4.514061500902855E-4	4.514061500902857E-4	1.2734216008504005	2.0776532079747105	0.3070341477084849	1.2401431458403944	0.7819771066089017	0.31705890849120527	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-42.76198454266619
2420000	-44.94742051453506	-0.4286842466824661	-44.518736267852596	4.988711174266499E-4	4.988711174266498E-4	0.26161314230152544	1.4796371726324824	0.21634236691541042	0.23151880797099209	0.6930001908960288	1.1829549609462393	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-44.518736267852596
2430000	-47.319002091905084	-6.998052171346489	-40.3209499205586	0.0013991027804396451	0.0013991027804396432	0.037673726143092445	1.0956554015453501	1.5947110095493808	1.0546980950197542	0.4484117416353556	1.1892711050852036	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.3209499205586
2440000	-50.34355683667827	-5.873892712542394	-44.469664124135875	3.880453963533719E-4	3.880453963533724E-4	0.8938651780202228	2.335900505146209	1.6284003623174157	2.426370824861942	0.02015159785525074	0.32970984162924394	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-44.469664124135875
2450000	-45.346591133968005	-5.190310536171776	-40.15628059779623	6.586271077814153E-4	6.586271077814156E-4	0.2252092941057382	4.530112240322065	0.057188474925544984	0.174706577387626	0.7056087289493331	0.16497094213134325	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-40.15628059779623
2460000	-48.13153610780376	-5.70164639458826	-42.4298897132155	0.001311370148714962	0.0013113701487149623	0.6608321655365903	2.526293814840733	1.7129109620446694	0.5536463865300111	0.7286595017491693	0.5066014197150125	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.4298897132155
2470000	-49.598257483892056	-8.444343952407156	-41.1539135314849	0.002277783007742515	0.002277783007742514	0.13426047026308316	1.9252196679009876	0.5285949692185975	1.6413354307117691	0.0534377027230417	1.7625913192365243	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.1539135314849
2480000	-48.86502127765364	-6.8826030629938995	-41.98241821465974	9.592864396269515E-4	9.592864396269488E-4	0.11418698266165292	3.0611577607862084	0.6750199525781588	3.5612489174660444	1.078652775313354	0.1821977986165466	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-41.98241821465974
2490000	-103.66079794323718	-51.90047234990031	-51.76032559333688	0.0017492041390704722	0.0017492041390704735	0.2536501188734027	3.3027133294725854	8.919727651510419	0.22828984146686057	2.4389521093187683	0.5508569542231672	0.0	1.0	1.0	0.0	1.0	1.0	4.0	0.0	-51.76032559333688
2500000	-47.25012900195014	-5.449564185977962	-41.80056481597218	3.721627084387647E-4	3.7216270843876435E-4	0.3380312429449143	5.412331089490962	2.12892135694494	0.7405014560100747	0.3683284059270982	1.0712392158985742	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-41.80056481597218
2510000	-47.945906183859506	-1.745451033469978	-46.20045515038953	4.6598275398311996E-4	4.659827539831199E-4	1.0836747886514448	1.387400232713313	0.5284337525824174	0.14191530420487836	1.7699291853027803	1.2379771008994453	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-46.20045515038953
2520000	-43.53786788533259	-2.7275172249499313	-40.81035066038265	4.650452555856279E-4	4.650452555856281E-4	0.31204337969336937	2.9365184009220653	1.3537346975073012	0.2978697666458574	0.36429923187565055	2.0355682285951047	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.81035066038265
2530000	-49.2271717270411	-7.445217504950386	-41.78195422209072	7.39911137298955E-4	7.399111372989553E-4	0.7325743685199558	2.824835110805179	0.8638460997440242	1.0106341810754438	2.1931478933395434	0.4701186226976342	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.78195422209072
2540000	-43.951744450597296	-2.5664087833117284	-41.38533566728557	4.758056572627511E-4	4.7580565726275116E-4	0.11280907279298526	2.9209389760648454	0.24224408584615828	0.05862090719624912	1.8608676617914972	1.2052293981637539	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.38533566728557
2550000	-48.629203131272526	-6.884312851804731	-41.744890279467796	6.269486481500739E-4	6.269486481500748E-4	0.17578840331846662	3.5253235987485323	0.44752177480494026	1.588072485171797	2.6947839771471536	0.19040430930310698	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-41.744890279467796
2560000	-53.66641994049634	-7.934909089083343	-45.731510851413	4.200631409484134E-4	4.2006314094841384E-4	1.140314037876296	7.1644572468612235	0.9664180248031102	1.196690446219144	0.9265749207711265	1.3637158966673726	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-45.731510851413
2570000	-47.65764356892068	-7.436553348444837	-40.221090220475844	6.508694245447892E-4	6.508694245447896E-4	1.453490892774874	5.035824397313295	0.321464798680236	0.6881108076142417	1.3153060582777027	2.1332941797947815	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.221090220475844
2580000	-51.097486113937165	-11.024782515215234	-40.07270359872193	0.001108882172634898	0.0011088821726348982	0.11974738885469519	1.350601183099209	4.95526877425275	0.43725235230318615	0.7432083387433849	3.531709838573327	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.07270359872193
2590000	-46.22038295100825	-5.449614799019129	-40.77076815198912	5.814638078791093E-4	5.814638078791089E-4	0.5475140847297003	4.716528451093707	0.8791718089701437	0.8190575149631955	1.2568686242126725	0.5933715354845978	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.77076815198912
2600000	-43.43252741654122	-0.650564876841464	-42.781962539699755	5.768029523263516E-4	5.768029523263515E-4	0.7316691149006964	1.1186849993733143	0.0390039614222586	0.012041920508546614	0.2412177636063367	0.9578679085282216	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.781962539699755
2610000	-45.47859395398751	-0.6063581130546916	-44.872235840932824	5.69361001470423E-4	5.693610014704224E-4	0.5878572690725822	0.37108219862170244	0.550375226494678	0.07555934887376457	0.00981719942639678	0.2792243133429434	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-44.872235840932824
2620000	-54.671825875852676	-11.753714403429276	-42.9181114724234	9.350424616520895E-4	9.350424616520897E-4	0.5242406579522267	2.271025893541347	0.5334805351701561	0.3898438655418535	3.180859777887971	0.015165585089635118	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-42.9181114724234
2630000	-51.861944684413714	-10.256739191201952	-41.60520549321176	6.089777274187358E-4	6.089777274187353E-4	1.3887792507099082	9.263729930531118	1.1430382424198715	0.37635377105838375	1.0891039819546193	0.8431267114104184	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.60520549321176
2640000	-47.088423017175785	-1.6520583216622882	-45.4363646955135	7.887885059150293E-4	7.887885059150312E-4	0.37756936848884626	1.3897250551816922	0.272855388373362	0.9054439053762662	2.0641348848287673	0.07311165035494055	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-45.4363646955135
2650000	-57.857044229784016	-14.842903448392873	-43.01414078139114	6.723283120289432E-4	6.723283120289446E-4	3.4440955784888585	4.329868061904592	0.8857105996184564	0.031875449397612166	0.08326835558757509	4.708341617439367	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.01414078139114
2660000	-90.4256804173606	-38.64957465269167	-51.77610576466893	7.787201041895332E-4	7.787201041895338E-4	0.6184248120204092	1.5276749344050955	0.19893792311260702	0.17486767212121032	2.6314141532007964	0.72360448308308	0.0	1.0	0.0	1.0	1.0	1.0	4.0	0.0	-51.77610576466893
2670000	-46.97123262524773	-3.4241943351196964	-43.547038290128036	7.388526969666305E-4	7.388526969666312E-4	0.6115680665563917	0.635310735650311	3.0270664535850127	0.8243926361325862	0.8797887638451787	0.5524761961884487	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.547038290128036
2680000	-48.51215362287394	-5.955052822416901	-42.557100800457036	6.683628697883281E-4	6.683628697883283E-4	0.7649543709271819	2.4566435538850673	1.7535015807948917	0.49884564608235094	0.11280876930724916	1.0533785023511124	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-42.557100800457036
2690000	-45.16604321857607	-5.205060510390341	-39.96098270818573	0.0010241910000382743	0.0010241910000382754	0.5009457879428288	2.948084553199794	0.18347756999565812	0.5844847680600185	0.2602980364398574	0.6408118061672717	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-39.96098270818573
2700000	-47.754334607469	-6.104955660570844	-41.64937894689815	6.464962302060891E-4	6.464962302060882E-4	0.2905684899967182	2.8004373081392773	1.4988648928871506	0.43901463068980756	1.9669876118546559	2.357254172000939	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.64937894689815
2710000	-46.518415138575364	-5.4582270336685745	-41.06018810490679	7.262789986656781E-4	7.262789986656775E-4	0.5480242381922165	3.343279586216931	0.907013380642421	0.8637414344969879	0.015324442347149443	0.4053254560768263	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-41.06018810490679
2720000	-49.328826699815096	-4.793619322318783	-44.53520737749631	9.508311955773339E-4	9.508311955773332E-4	0.28510773901009046	1.5168015635152772	0.10043739688044963	0.3159045848447202	2.6555132099294827	0.25066960737374283	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-44.53520737749631
2730000	-46.81450638246663	-5.7342628443273895	-41.08024353813924	8.801732287062033E-4	8.801732287062043E-4	0.4414017752100498	1.9297315218242235	1.931757134890759	0.1583701513130233	3.5039893758293976	0.3442436239031528	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.08024353813924
2740000	-46.94270516230984	-1.4031175082461638	-45.53958765406368	0.0013178308627464592	0.001317830862746459	0.14531611422793492	0.34319873384320704	1.461801317554028	0.8549409675360464	0.6565239524889707	0.18107511721284456	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	-45.53958765406368
2750000	-46.70706587996458	-4.7364897770610925	-41.970576102903486	3.852689101066488E-4	3.852689101066498E-4	0.8057216702640663	5.660582219028367	0.9266342736198498	1.5756933587417288	0.04164034406026923	0.23358019708416297	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.970576102903486
2760000	-46.850323833621864	-1.4711830981363687	-45.37914073548549	8.871385015996719E-4	8.871385015996726E-4	0.38127340783008007	1.2060258227423228	0.38533568062182866	1.030149060107437	0.14210930713917141	0.28922640391797205	0.0	1.0	1.0	1.0	0.0	1.0	4.0	0.0	-45.37914073548549
2770000	-62.66576272878665	-16.14001431293618	-46.52574841585047	0.0012734155858060668	0.0012734155858060688	1.139461532465382	0.5840671276160568	0.7560857842574193	0.18390559049355018	0.1411205754421211	0.5941109371620439	0.0	1.0	1.0	1.0	0.0	1.0	4.0	0.0	-46.52574841585047
2780000	-45.792589972579776	-5.428166089532514	-40.36442388304726	0.0010172807911854528	0.001017280791185451	0.3881461221884551	2.5396057989802374	0.5043490795517825	0.8767122598789979	0.190965439285591	1.2421032975257	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-40.36442388304726
2790000	-54.05686702915523	-12.34558940110967	-41.71127762804556	6.159548135976196E-4	6.159548135976192E-4	1.3875656240702645	4.218856628813327	0.7126491921419172	0.4965369603182773	0.17067141001685848	4.103346761619507	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-41.71127762804556
2800000	-47.871069245842456	-4.972862597793862	-42.89820664804859	9.989222802166424E-4	9.989222802166409E-4	0.015431446186874772	0.7431185905460042	0.03214063643950211	0.938227461787216	0.7617883661130342	4.345974951742948	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.89820664804859
2810000	-45.15404251125534	-3.3726212838072254	-41.781421227448114	5.525416270557582E-4	5.525416270557583E-4	0.479436319876811	1.417900148921204	0.5853782209580503	1.9835760151160282	0.988420190039755	0.5394155937187325	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.781421227448114
2820000	-42.49189238037613	-1.5997381540515994	-40.89215422632453	7.492512800326099E-4	7.492512800326117E-4	0.07415209412702185	1.880353733045318	0.07360135629773165	1.4847296588835655	0.8596107975903532	0.8992252631870343	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.89215422632453
2830000	-53.383441395847946	-11.021105667919576	-42.36233572792837	0.0011910899092928983	0.0011910899092928966	0.37226540365096644	0.7517039201926402	2.0605430524091273	1.3875573042030735	0.027894008164890426	2.133357850211521	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-42.36233572792837
2840000	-46.75955525008018	-6.52337424204059	-40.236181008039594	7.134928976645848E-4	7.134928976645847E-4	0.6442112735492842	5.697823924416595	2.3435425231180496	0.22407697178065214	0.31602463909243017	0.011824544067605245	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-40.236181008039594
2850000	-47.40283575163548	-3.58867060385207	-43.814165147783406	5.780943112599346E-4	5.78094311259934E-4	0.7405416637678012	4.104123575250245	0.10285661901313635	1.0946984664490242	0.9881771318221552	0.19272803594302435	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-43.814165147783406
2860000	-48.30977908283355	-3.633284733233814	-44.676494349599736	3.976374728987004E-4	3.976374728987003E-4	1.5241174451850068	1.6089570887938547	0.8360197423520697	2.4245421353002663	1.1019710049602827	0.5115709940277351	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-44.676494349599736
2870000	-46.94481831993323	-3.648912807896327	-43.29590551203691	9.177371473096146E-4	9.177371473096153E-4	1.2669962100778078	1.0024765666864606	0.2490404407525234	2.4081121428104653	0.40842377507910144	0.22018271471969653	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.29590551203691
2880000	-59.57076928685842	-15.63753207652721	-43.933237210331214	7.43463997304216E-4	7.434639973042155E-4	4.230820898721612	1.3406975591409411	2.141857362618154	0.8420795898968493	3.4530086840244576	0.44920642831762964	0.0	1.0	0.0	1.0	1.0	1.0	4.0	0.0	-43.933237210331214
2890000	-44.893145132060894	-3.514857471833725	-41.37828766022717	7.681289491381465E-4	7.681289491381472E-4	0.046355067360865254	1.5300075276864438	0.4390258230745434	0.39498046687948835	0.19552777169270857	1.6501903063379806	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.37828766022717
2900000	-45.93410512052972	-3.919316631906617	-42.014788488623104	7.611863941914605E-4	7.611863941914591E-4	0.6305642126765661	3.945096166845258	0.3535534366128711	0.21623853890395908	0.10814059688550011	0.3008852119670879	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.014788488623104
2910000	-46.57010903401864	-5.410719304329842	-41.1593897296888	0.001140454849689582	0.0011404548496895832	0.16249481199866686	1.8799751271693168	0.16550627274331717	0.8030939851754085	1.0331317374201998	0.784906080783431	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-41.1593897296888
2920000	-47.2925235894549	-3.6132430701367024	-43.6792805193182	4.206643093868704E-4	4.206643093868711E-4	0.4857005324459866	2.133563109696842	0.3469067409322896	1.7117125074899986	0.9473772740386543	0.5881872062100325	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.6792805193182
2930000	-47.156530049616464	-0.8930214421082421	-46.26350860750822	2.5529049790361903E-4	2.5529049790361854E-4	0.17829507098828903	3.790564772431187	0.05687651181483936	0.22453532192023537	0.6528218632583285	0.23663638772974313	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-46.26350860750822
2940000	-46.2510615190383	-3.339422185190564	-42.91163933384774	0.0010634778266335244	0.0010634778266335255	0.7112479376877727	2.0215050559955006	0.5183784134709813	1.9055533816763035	0.3904270709419523	0.24387548084123922	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.91163933384774
2950000	-43.35921561976581	-0.10507594215189009	-43.25413967761392	5.773419866680497E-4	5.773419866680494E-4	0.3620879112704091	0.7912762921405289	0.45328702948389815	0.026843377498358648	0.3713807144888766	0.7464029116035918	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-43.25413967761392
2960000	-45.769035722678	-3.4897175458020016	-42.279318176876	7.450793716626127E-4	7.450793716626122E-4	0.6244857162742216	2.5595350965816452	0.04404339119093198	0.6399378368786932	2.722288413266256	0.19951793886431737	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.279318176876
2970000	-48.7184245017187	-3.739119921817198	-44.9793045799015	6.326820161790472E-4	6.326820161790472E-4	0.08691435301475822	2.0388595273550436	1.258671118071142	0.8606599999911634	1.7572766570645604	0.9354049661263986	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-44.9793045799015
2980000	-46.557341820170365	-3.7206447040764052	-42.83669711609396	5.962288954000001E-4	5.962288954000003E-4	2.230512346498627	2.367371085829709	0.8175522329883633	0.11899424900361791	0.2271470655835116	0.9579543706452781	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-42.83669711609396
2990000	-44.70308509958028	-0.1135684163610442	-44.58951668321923	3.0896189314231993E-4	3.0896189314232015E-4	0.1545070966336335	2.9330837531574527	0.2944896613953654	0.5575765115751471	0.6624285201770544	0.5342278097211445	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-44.58951668321923
3000000	-47.471660652663985	-4.208468426788938	-43.263192225875045	2.596336992146623E-4	2.5963369921466176E-4	0.5974244313053189	5.325101352155219	0.8874526242597092	0.4281790498227791	0.5383444512788316	0.35297770158312197	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-43.263192225875045
3010000	-47.55411537063207	0.12673937443700645	-47.68085474506908	3.365976973172895E-4	3.3659769731728996E-4	0.3876426645316198	1.854547555063715	0.8644643794870133	1.200891257095036	0.3044078890174494	0.355103151729083	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-47.68085474506908
3020000	-46.13928589050363	-3.478091101836589	-42.66119478866704	5.974424310520972E-4	5.974424310520981E-4	0.5329728450088471	3.491998358044417	0.41561202819961957	1.6988969064642825	0.3079296748814524	0.42007034177913893	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.66119478866704
3030000	-46.83874205220229	-6.022404903287097	-40.816337148915196	4.362542189159948E-4	4.362542189159938E-4	0.46756528318042206	1.9281327134129895	0.1435223701515511	3.6170365457938294	0.10057397013601592	4.095151104089016	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.816337148915196
3040000	-48.320289833272355	-4.3754392542743386	-43.944850578998015	7.152239708999885E-4	7.152239708999895E-4	1.0638425117077888	2.126744724736413	0.5442609733454117	0.9933412512388318	1.132851945047698	0.2496233374428131	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.944850578998015
3050000	-44.07029378743459	-2.5907888838646485	-41.479504903569946	5.407567824673284E-4	5.407567824673276E-4	0.32332429889830794	1.9381645970278547	1.3522365759065966	0.4135382878969431	0.11833016192516248	0.0013733883211749253	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-41.479504903569946
3060000	-42.671045407389805	-0.9938479674936698	-41.67719743989613	3.042153170536783E-4	3.042153170536785E-4	0.472162812665078	1.3431507270291538	0.41111494237629265	2.213983721251498	0.005131414391700744	1.166426720878754	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.67719743989613
3070000	-60.81103921268228	-12.357527882816123	-48.45351132986616	0.0012732654060748816	0.0012732654060748827	0.9933074839575912	2.510499842268608	1.741322402768848	1.2425526517405032	0.013189708367687054	0.7613852727881474	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-48.45351132986616
3080000	-47.71955398990946	-5.261852730441429	-42.45770125946803	0.0014180009116314407	0.0014180009116314411	1.0502103189230039	0.9396582808379358	1.215141799306725	0.8632600289703641	0.5277837597124408	0.5161507126983359	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.45770125946803
3090000	-46.18030331293498	-4.163275049478787	-42.0170282634562	6.368097254701207E-4	6.368097254701207E-4	0.7734593961299497	1.567405502417057	2.226367285806164	0.04022616786247286	1.4118751525151538	0.22268724299146983	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.0170282634562
3100000	-49.55194479057107	-8.428339413805192	-41.12360537676588	6.629640403590335E-4	6.629640403590328E-4	0.6761617691990597	4.937205697824082	0.6677493184554765	0.20251762034468704	1.5836993377506239	2.780446227639137	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.12360537676588
3110000	-44.069329743033435	-1.5628642734187324	-42.5064654696147	4.585905696173602E-4	4.5859056961735994E-4	0.32944028077157267	2.8534264674823726	0.34423590486268774	1.2080643939648845	0.40823232858856984	0.8607550591811015	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-42.5064654696147
3120000	-48.738543491050514	-2.9481413551513547	-45.79040213589916	6.999392876457171E-4	6.999392876457182E-4	1.4944616821774837	1.0395844229208255	0.3769438254917417	0.5211728557348771	1.3122825666755582	0.3823175858416162	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-45.79040213589916
3130000	-47.32538203410941	-2.585264905617997	-44.74011712849141	4.6705405610964265E-4	4.6705405610964233E-4	0.39846066146881254	2.4016355979314143	0.3082795121909299	2.6151326621059283	0.1207797001690793	1.1783394478991267	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-44.74011712849141
3140000	-54.48832699952873	-13.949126976957698	-40.53920002257103	0.0016805598637327117	0.0016805598637327124	0.720150571643599	1.0548391505557626	3.035197490714436	0.11929442255754383	1.8488020105634182	0.4335537900000368	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.53920002257103
3150000	-47.64321951002954	-3.8534590396138153	-43.78976047041572	4.917719949380356E-4	4.917719949380368E-4	0.45426792639274	1.7379228280934935	2.00449148441193	0.21484316447514926	0.7280103888261867	1.8767436638622441	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-43.78976047041572
3160000	-46.482198219289174	-3.8663651799407166	-42.61583303934846	4.5216753309272107E-4	4.5216753309272107E-4	0.6679891063998908	1.5912512563707597	1.6368989460771177	2.380467036892758	0.31222425552115085	0.1680321967065817	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.61583303934846
3170000	-94.58779180629865	-40.86867413668687	-53.719117669611784	0.002257954307358006	0.002257954307358002	1.7027798013000848	1.937774862214713	0.5355304687599963	0.9817177225303927	1.560025895127948	8.170274917394707	1.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0	-53.719117669611784
3180000	-46.14468691829291	-2.5011184262633703	-43.643568492029544	6.463725821037433E-4	6.463725821037439E-4	0.004386947415090764	0.802313150569614	0.7149599843730406	0.08426123529015848	0.05047174832916896	2.1912034743047357	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-43.643568492029544
3190000	-46.28555898713087	-1.5709288682687546	-44.71463011886212	3.80657582378433E-4	3.8065758237843303E-4	0.4052026860769087	3.5479699291450233	0.005492314107261973	0.12360921915565952	0.6019319154825891	0.19248460073738158	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-44.71463011886212
3200000	-40.78051669360473	-1.632872803301602	-39.14764389030313	6.574785044171343E-4	6.574785044171342E-4	0.2518092459252946	1.5733805862399215	0.7806015441848752	1.1538007631118612	0.32827192207550077	0.5206241344452825	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-39.14764389030313
3210000	-57.37664076781267	-15.490605809419426	-41.88603495839324	0.0010734432571796774	0.001073443257179677	0.7168513349734323	1.8701933561172523	1.138168423755565	1.7876157956681167	6.04082186307613	1.973012555714789	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.88603495839324
3220000	-44.0422002180256	-5.0857546532473705	-38.95644556477823	9.940153965593002E-4	9.940153965592989E-4	0.7344089552526749	2.724627442081125	1.8079842898419245	1.4317119899036348	0.3310526074476089	1.1338216164731587	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-38.95644556477823
3230000	-50.863245843558495	-8.197360223428744	-42.66588562012975	4.896310327951298E-4	4.896310327951305E-4	0.8026895330309172	4.3424735772072145	1.5998445557120267	1.1354236167377043	0.03254880607507372	1.0191709900863895	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-42.66588562012975
3240000	-47.14701293494683	-2.1878824366963734	-44.95913049825046	4.197125466094172E-4	4.1971254660941695E-4	0.005158296770831737	0.6141057253486182	0.12607821842797043	0.530748220526311	0.8188232906473384	1.1215708789986527	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-44.95913049825046
3250000	-43.60220764129947	-1.8563201564058733	-41.7458874848936	5.726308687249406E-4	5.726308687249406E-4	1.2040026967995532	2.3580807762680385	1.2273240283116975	0.1440239362396186	0.014979349962611372	0.2558337589233284	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.7458874848936
3260000	-46.710496445787115	-3.8748426603923427	-42.83565378539477	2.830395623869394E-4	2.8303956238693944E-4	0.38138226352261523	1.9149265592959772	0.8605300356062934	0.3141745794043806	0.6225591716333849	3.669641959018474	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-42.83565378539477
3270000	-46.4504605528648	1.6702589058858157	-48.120719458750614	2.9612011637761076E-4	2.961201163776103E-4	0.35343606373654807	0.6078401341602451	0.08779970761193005	0.26012685040507744	2.3549523318609342	0.08590961924636185	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-48.120719458750614
3280000	-47.753674228775125	-5.5571902088041085	-42.19648401997102	4.7764244078595626E-4	4.776424407859567E-4	0.9981502061795637	4.3467210415934865	0.2484505670138023	0.7870979462766982	0.6508475773629535	1.7532088705192614	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-42.19648401997102
3290000	-46.86031703238401	-2.798321712325743	-44.061995320058266	4.147157394003291E-4	4.147157394003288E-4	0.2305708681885451	1.2801180388140927	0.6698368286108897	0.15056358458796246	0.2655274585569163	0.1888836295649495	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-44.061995320058266
3300000	-53.62693718353555	-11.041891005723143	-42.58504617781241	0.001463345974435291	0.0014633459744352911	0.043992284226326395	0.38251723208301885	6.865347840622468	0.10676658178490817	2.1619490950359013	0.994309000753228	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-42.58504617781241
3310000	-54.56618463390625	-7.925195157500503	-46.64098947640575	0.0012168648277824535	0.0012168648277824546	0.2865072050490109	2.6550380431541423	2.0142219585378296	1.4715406476514528	0.42440738164770114	0.9459739943982652	0.0	1.0	1.0	1.0	0.0	1.0	4.0	0.0	-46.64098947640575
3320000	-51.51905528486005	-9.499252653771785	-42.01980263108827	9.463589378512355E-4	9.463589378512353E-4	0.24322468726374352	1.231656775438767	3.679756798326106	0.7839576817870635	1.2354443634444532	0.6806651417553596	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.01980263108827
3330000	-46.958061330944886	-7.509338765775787	-39.4487225651691	8.072596052271375E-4	8.072596052271377E-4	0.28015545058266095	3.0288536918484352	1.0635474602408477	0.39945801357201155	2.0628693060534204	1.174921947430666	1.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	-39.4487225651691
