# BEAST v1.10.5 Prerelease #23570d1
# Generated Sun Apr 26 23:12:34 CEST 2020 [seed=1587935552865]
# -save_every 100000 -save_state checkpoint.state -beagle_gpu -overwrite HBV-E_phylogeography.xml
state	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates
600000	0.6576085095479163	3.4779065179607307	0.17642417168253266	0.6020906665140978	0.10575668809075642	1.3237278985865069	1.0	1.0	1.0	0.0	1.0	0.0	4.0
610000	0.20663480106539442	1.0400960763720932	0.34052326285688267	0.3851820335579723	0.11734986566950562	4.847134739703629	1.0	1.0	1.0	0.0	1.0	0.0	4.0
620000	0.7938260763477302	1.485175563525862	0.45262369818019954	0.8831874323459966	1.247053071150736	0.617229671798219	1.0	1.0	1.0	1.0	0.0	1.0	5.0
630000	0.518203923541082	0.3626408304939776	2.8481552715979563	0.33092831712900667	3.35899545186754	0.3669948162263933	0.0	1.0	0.0	1.0	0.0	1.0	3.0
640000	0.07639809176280662	0.5657895181595382	1.2248966908587893	0.5720385230573686	1.8214910261000177	0.21265154758671814	1.0	1.0	0.0	1.0	0.0	1.0	4.0
650000	0.9646319245851962	1.366377576693558	0.2514701237476444	1.3675814793645196	1.4124887482356374	0.4648066931367511	1.0	1.0	1.0	0.0	1.0	0.0	4.0
660000	0.11641782376528742	2.624975867700875	0.0018130954591301723	3.059776057824365	0.7335972357973097	0.8392688966980929	1.0	1.0	0.0	1.0	0.0	1.0	4.0
670000	1.3754644350878689	3.4905669792227143	1.9009304065596533	0.26703580947063754	0.18392473337874102	0.14650457166697012	1.0	1.0	1.0	1.0	1.0	1.0	6.0
680000	0.08998521848467277	1.2270289415136133	0.9261612175613873	0.8988346079906111	0.3341416992799575	1.018906617691307	1.0	1.0	1.0	0.0	1.0	0.0	4.0
690000	0.12436437532796586	0.6600686815895513	0.4672171466638953	0.5522454913470248	0.5790386950875521	0.2555249873064777	1.0	1.0	0.0	1.0	1.0	0.0	4.0
700000	1.3374395027025614	3.6349448749923625	0.5903603181722173	0.9832961417075202	2.0474045006268278	0.4387312046431407	1.0	1.0	1.0	0.0	1.0	0.0	4.0
710000	0.03731793119670406	1.4737618399063304	7.819796343258795	0.580074011055553	0.6549087290477366	0.7705076457178209	0.0	1.0	0.0	1.0	0.0	1.0	3.0
720000	1.1988698017489983	4.079484578115588	1.2515030686842903	2.8009459025011605	1.3005336097220492	0.008101111576562231	1.0	1.0	0.0	1.0	1.0	0.0	4.0
730000	0.7092008888043139	1.338217065314422	0.12673322842274168	1.1058515271764904	1.0227907755856813	0.5247426151673611	1.0	1.0	0.0	1.0	1.0	0.0	4.0
740000	0.3195365627753817	2.587729089960371	1.3793721502050151	2.8231624299750697	0.22467997608888488	2.691192967155712	1.0	1.0	0.0	1.0	1.0	1.0	5.0
750000	0.5788920710996268	2.34700929392559	1.9229320336745748	0.25234829002585446	0.24007043431984124	0.6399841849995838	1.0	1.0	1.0	1.0	0.0	1.0	5.0
760000	0.2730603563302873	0.9095703642780784	0.1628179157018471	0.09691185749526511	0.7011481666913477	1.583662803453373	0.0	1.0	0.0	1.0	0.0	1.0	3.0
770000	0.2653480915625907	0.8209997891529088	0.7796152200193568	0.7867717582994752	0.06458516854585328	1.0819233902477914	1.0	1.0	1.0	1.0	0.0	1.0	5.0
780000	1.5371609274588884	1.9962941164669692	0.7891948959798109	0.09661917623739198	1.1961502414994085	0.4600215434348509	1.0	1.0	1.0	1.0	1.0	1.0	6.0
790000	0.14042822480895525	0.3465573199320417	1.5405233150123774	0.10338035919778255	0.427307691782723	2.9544524782948356	1.0	1.0	0.0	1.0	1.0	0.0	4.0
800000	1.889392846383806	3.379875363604275	0.8098315666332674	0.9395361550340354	0.3077188226191645	0.4605937815537641	1.0	1.0	0.0	1.0	1.0	0.0	4.0
810000	0.4911503551506612	2.1460742875928953	0.06235259489705507	0.026577884405053997	0.5535034931946129	1.058322756746769	1.0	1.0	1.0	0.0	1.0	0.0	4.0
820000	0.16358947454665612	2.231759596082596	0.07351060717153673	0.5861698309125591	0.043335594338962606	0.39231452500812	1.0	1.0	1.0	0.0	1.0	1.0	5.0
830000	1.099186390660903	1.0019072220781489	1.417334155591952	1.905313570544064	0.698737446520334	4.8824925484939525	0.0	1.0	0.0	1.0	0.0	1.0	3.0
840000	1.5523442342560538	2.9903693940855702	1.1998276501121314	0.6012723424580575	0.2494443360594207	4.26200265866846	1.0	1.0	1.0	0.0	1.0	0.0	4.0
850000	0.23770932811812473	0.37351586924640523	0.06017049063189073	0.25118866621613745	0.3236847904708487	0.30723866878277656	1.0	1.0	0.0	1.0	1.0	1.0	5.0
860000	0.5022774570704355	2.0233459160674903	1.5703854420844146	0.8433051633354524	2.6932963814652724	0.6163755698063572	1.0	1.0	0.0	1.0	0.0	1.0	4.0
870000	0.23816132403508622	1.7547945207049078	1.569680267867208	0.43534284892422315	0.5339588424669701	0.551963287989704	1.0	1.0	1.0	1.0	1.0	0.0	5.0
880000	0.4830027648774843	1.8031208149477258	0.9683787979366028	0.5168625086805289	3.3581605875962275	0.716407560592381	1.0	1.0	0.0	1.0	0.0	1.0	4.0
890000	0.3983928263204872	4.9232548761937	0.002299440409760641	1.1953444275529292	0.7692105782827996	0.2916014724031579	1.0	1.0	1.0	0.0	1.0	1.0	5.0
900000	0.917550065756999	0.986617038954061	0.9497682622398028	0.05983969218248362	0.4543274235554031	0.1239014903126552	1.0	1.0	1.0	0.0	1.0	0.0	4.0
910000	0.8061171387121769	3.1116885987376413	1.4886622938665803	0.07149675951297141	1.3330692168920453	0.9672680479394155	1.0	1.0	1.0	0.0	1.0	0.0	4.0
920000	0.5083334590803964	2.7310966506951133	0.6260878893162335	1.6024790466404708	0.7672055110197283	1.9937901439988834	1.0	1.0	0.0	1.0	1.0	1.0	5.0
930000	1.6394435839193109	3.0867962853517517	0.12062203407865639	0.3312491976451302	0.33448200217272156	1.6190796515622905	1.0	1.0	0.0	1.0	1.0	0.0	4.0
940000	0.5080985858390316	1.4002767145607342	0.4171086398879625	0.07581158194592681	0.10074725402439423	0.34238468207800227	1.0	1.0	0.0	1.0	0.0	1.0	4.0
950000	0.23811404508344078	4.943839272096848	0.4511525629328815	3.2268708710573812	0.9221356964074497	4.112527271152685	0.0	1.0	0.0	1.0	1.0	1.0	4.0
960000	0.6427095626291895	1.5151685628022549	3.203089735815581	0.061800066127451474	0.3637417854620099	1.171178523338699	1.0	1.0	1.0	1.0	1.0	0.0	5.0
970000	0.21682026228389376	1.0221502829052467	0.7054203711251926	0.920732325622779	0.13335499941997972	1.3193322030146066	1.0	1.0	0.0	1.0	1.0	0.0	4.0
980000	1.3618621859924496	2.6434306184250573	0.8785134197005297	0.5107068632052875	1.2652628110188027	0.2936793784208945	1.0	1.0	1.0	1.0	1.0	0.0	5.0
990000	0.29276939545996955	1.877886984768926	1.6654553496617948	0.3260786436514821	0.012809335106046607	0.1698443659627318	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1000000	0.3471865538648716	2.538116533224714	0.10465907621528875	0.37695763459790077	0.3947008730831725	1.4127080856712457	0.0	1.0	0.0	1.0	1.0	1.0	4.0
1010000	0.07987479076129884	2.7067309076532693	0.48163356674379676	0.12000545492832461	2.631833862129359	0.7191332379266688	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1020000	3.880805051215167	3.7931825123359375	1.5796227450798366	0.9871794725433466	1.2911657349185397	2.1536305439175	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1030000	0.17618396101816627	1.260237452173039	0.3261616113912969	0.17854987345998874	0.3830493928497095	1.146790985873554	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1040000	0.31920734542670437	3.2648331414112053	0.7847109568077256	1.4758540112431544	0.12002668266927774	1.004892902978356	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1050000	0.49689035300331424	1.5507785483789744	1.6118511254009054	1.8178461711604843	0.5057651562175893	0.013560036118648026	1.0	1.0	1.0	1.0	1.0	0.0	5.0
1060000	0.04885793795993994	1.8758110870561944	1.4618853060063388	0.48295469062599583	0.41432805967982367	1.0834534410547618	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1070000	0.17781474722963542	1.5995229966978075	0.414509979146255	1.004965729173765	1.7471931157894967	0.7804387627261331	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1080000	3.7955054420770407	4.367031929057406	0.17454857299323795	0.697899964976149	1.5593548423155137	0.6866833927039262	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1090000	0.19285107635830231	2.625196747962317	0.9168393469591899	1.2013916722905973	2.6694420168894952	0.19502164175958736	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1100000	0.5958902167451589	1.3364928483278031	0.3998984357527259	0.6828251207474865	0.6644530153647348	0.07728221036278636	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1110000	0.42662286922351067	2.277087667489978	0.2234851636684934	0.211668769709306	0.18702135733832453	0.5655370107179922	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1120000	0.13787267125753472	1.9350008767245308	0.20338796113889282	2.7612175963268597	0.6488055603733895	1.021218580614742	1.0	1.0	1.0	1.0	0.0	1.0	5.0
1130000	1.5586858329743696	3.1533624254836212	0.6559940119387703	1.3685100799616967	0.4810994233461981	2.2623240938872087	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1140000	0.46339206122580034	3.0204262425530293	3.0767248719532208	0.36237932530931183	0.7385054461281995	1.2630612589341823	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1150000	0.12260796606647718	1.2213160618315577	0.39822289994076254	0.3513976216960753	0.2487370354196661	0.30566063125993337	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1160000	0.30528831863049716	1.0967203883320087	1.9549106472192206	1.2023789267801406	0.29534588591283073	0.08876211865095698	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1170000	0.13185365183200018	1.5114463633728485	1.0592691950355357	0.3608474228468647	0.0650013803932332	0.6752377077428893	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1180000	0.4433307614818119	1.9639723840431549	0.3535249616668493	1.1562353482802457	1.9434710401298536	1.1911865868576732	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1190000	1.6308246682978143	3.8716146561179916	0.004098380934660139	2.606562925452388	2.6441382424214446	2.8151906114240877	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1200000	1.3571716137232743	0.9340913449715644	0.22445548199682672	0.706897362981229	0.6171201605023068	0.10747319525723502	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1210000	1.7204165718373994	2.8540723840767352	0.31697565350418444	0.9807533613630405	0.8262567881816621	0.11307137834097425	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1220000	1.236950730713267	5.84025854323893	0.5239013247698111	4.624981954968	0.5587103586066781	1.9485123511417983	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1230000	0.453231841694898	2.3659720820537005	0.6696764210991571	0.24835511183961262	0.9444322614721865	0.07254090517260581	1.0	1.0	1.0	1.0	0.0	1.0	5.0
1240000	0.19208210338503112	6.141238730237373	0.8616646661115291	0.6843142727444588	0.20944538613485808	0.07209880523528864	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1250000	0.09819387606031856	0.6783764296050336	0.1669824715312579	0.6319720700347268	0.31448924137859346	1.3897755100142042	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1260000	0.35753069298546014	3.1714193983060333	2.793272962073915	0.5053056464277506	0.5632343484531284	1.6361895964659827	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1270000	0.07016926149563563	2.1922313420200323	1.1803939171258926	3.1139538026223694	0.7246755933421175	1.3791399478197612	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1280000	0.5773238942954158	0.75263332810769	0.9368150951220482	0.24493168104436572	0.9106803721696685	0.27702484298124147	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1290000	1.0437102464738246	0.3824365564270851	0.9534848998090325	0.00806750015111348	1.0768770710657	0.17313885546791588	0.0	1.0	0.0	1.0	0.0	1.0	3.0
1300000	0.2481311228611047	1.6421972870738328	0.08398510072543083	0.007962385561797361	0.1555872483198825	2.018538987780951	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1310000	0.6990053987935217	3.3139620246731223	1.7687717462204988	0.41673494492347124	1.0214136751494725	1.1869361325152767	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1320000	0.20973707895735072	1.866034024261652	0.2727264725732752	0.34102513185199823	1.6156415431374747	0.18365529288319693	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1330000	1.8123449597394987	2.245438682781835	0.5594879989267756	1.7466066186520157	1.6118076637562277	2.0850661642942074	1.0	1.0	1.0	1.0	0.0	1.0	5.0
1340000	0.25985336901839107	1.3759727748717268	0.8544118320186119	1.9118673475683214	0.28398940577258003	0.0720455253623912	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1350000	0.27712912941833673	1.3705332287059078	0.3870646358672585	1.8831596468678344	2.5694521937796426	1.786599616052348	1.0	1.0	1.0	1.0	0.0	1.0	5.0
1360000	0.7571698228751449	7.957502305260063	0.1804358624800209	0.05723479069240112	2.888531831835719	1.8623458347031432	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1370000	1.054177942289685	2.083435890106301	0.11108937429514722	4.1683143272106316	1.513839997555021	0.5030270374231174	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1380000	0.49814292714098457	2.3957470151064055	0.7041429903412947	1.219362031785275	0.2691819534718848	1.1342462276427838	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1390000	0.23285013777024363	1.5866594902080606	0.9564265527462449	1.207944902463741	0.9550276719803453	1.1160459566554652	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1400000	0.6698803346522537	4.437489592141343	0.2967519002432466	0.683234970422209	0.5696288967477094	4.149797351204887	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1410000	0.4611509729202477	3.575919829686681	1.4826940260353958	1.1245823154017094	1.4628676983599387	0.22598841701494726	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1420000	0.37627373987556106	2.919248440949237	0.31543887981662455	0.33957432982387126	0.6729928724643178	3.306024029971892	1.0	1.0	1.0	1.0	1.0	0.0	5.0
1430000	0.7824706447915878	4.031723726290622	0.8727943737752222	0.07012004859425652	1.2573117622644907	0.5343642061933949	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1440000	0.1894469998304706	0.8125485656975164	2.1510215954777068	0.5290033540104796	1.412205473361755	0.15400155934879664	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1450000	0.2864008337943448	0.92888972447254	0.07852709437169089	0.5824935569071522	0.07808266894852435	3.5180091782513006	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1460000	0.9199586853464967	4.633593697945902	1.6592063171687244	2.3262915020577144	2.590725930836823	0.18026289210420432	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1470000	0.20261431934547292	3.432850363505517	0.9285979445041153	0.18933915896470313	1.6870426718131377	3.7216525613848304	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1480000	0.23539706156972387	1.128503851120137	0.8179576764291909	0.35134302695455233	0.07669587474692312	1.117475082693047	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1490000	0.5775848915590722	2.107419572813795	0.2560472240204821	0.08054607230897594	1.1593608029389162	4.871694474206993	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1500000	0.9301135782100236	2.82734540174592	0.6899288643301055	1.2479218080695689	1.6705358742883323	0.3300665848640912	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1510000	0.2995119344822894	3.5144446060730923	0.22380359263261398	0.2567206082424976	2.7052623163361718	0.6083245577948675	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1520000	0.10022130853550368	0.5888056645142198	0.9311317623070758	0.28926592462337025	0.4710664457955847	0.3991797545672202	1.0	1.0	0.0	1.0	0.0	1.0	4.0
