name	date
D2/GQ477455/Poland/2006/Poland/	2006
D2/GQ477456/Poland/2006/Poland/	2006
D2/GQ477457/Poland/2006/Poland/	2006
D2/GQ924652/Malaysia/2007/Malaysia/	2007
D2/GU456635/Iran/2007/Iran/	2007
D2/JN642143/Lebanon/2010/Lebanon/	2010
D2/JN642144/Lebanon/2010/Lebanon/	2010
D2/JN642148/Lebanon/2010/Lebanon/	2010
D2/JN642159/Lebanon/2010/Lebanon/	2010
D2/JN642160/Lebanon/2010/Lebanon/	2010
D2/JN642162/Lebanon/2010/Lebanon/	2010
D2/JN642163/Lebanon/2010/Lebanon/	2010
D2/JX096954/Latvia/2009/Latvia/	2009
D2/JX096955/Latvia/1991/Latvia/	1991
D2/JX096956/Latvia/2006/Latvia/	2006
D2/JX096957/Latvia/2008/Latvia/	2008
D2/JX096958/Latvia/2007/Latvia/	2007
D2/KJ843187/Argentina/2011/Argentina/	2011
D2/KM577668/Iran/2006/Iran/	2006
D2/KM577669/Iran/2006/Iran/	2006
D2/KM577670/Iran/2006/Iran/	2006
D2/KM577671/Iran/2006/Iran/	2006
D3/AL78DHKL/Belgium/2004/Belgium/	2004
D3/EU594436/Russia/1997/Russia/	1997
D3/FJ692506/Haiti/2006/Haiti/	2006
D3/FJ692507/Haiti/2006/Haiti/	2006
D3/GQ922000/Canada/1985/Canada/	1985
D3/GQ922001/Canada/1984/Canada/	1984
D3/GQ922002/Canada/1985/Canada/	1985
D3/HQ236014/Serbia/2007/Serbia/	2007
D3/HQ236015/Serbia/2007/Serbia/	2007
D3/HQ236016/Serbia/2007/Serbia/	2007
D3/JX470760/Argentina/2008/Argentina/	2008
D3/JX898686/Sweden/1975/Sweden/	1975
D3/JX898687/Sweden/1975/Sweden/	1975
D3/JX898688/Sweden/1975/Sweden/	1975
D3/JX898689/Sweden/1986/Sweden/	1986
D3/JX898690/Sweden/1996/Sweden/	1996
D3/JX898691/Sweden/1996/Sweden/	1996
D3/JX898692/Sweden/1996/Sweden/	1996
D3/JX898693/Sweden/1996/Sweden/	1996
D3/JX898694/Sweden/2008/Sweden/	2008
D3/JX898695/Sweden/2008/Sweden/	2008
D3/JX898696/Sweden/2008/Sweden/	2008
D3/JX898697/Sweden/2009/Sweden/	2009
D3/JX898698/Sweden/2008/Sweden/	2008
D3/KC012652/Argentina/2009/Argentina/	2009
D3/KM359442/Argentina/2009/Argentina/	2009
D3/KM386676/Argentina/2009/Argentina/	2009
D3/KM577663/Iran/2006/Iran/	2006
D3/KM577664/Iran/2006/Iran/	2006
D3/KM577665/Iran/2006/Iran/	2006
D3/KM577666/Iran/2006/Iran/	2006
D3/KM577667/Iran/2006/Iran/	2006
D3/X898699/Sweden/2008/Sweden/	2008
D4/FJ692532/Haiti/2006/Haiti/	2006
D4/FJ692533/Haiti/2006/Haiti/	2006
D4/FJ692536/Haiti/2006/Haiti/	2006
D4/GQ922003/Canada/1984/Canada/	1984
D4/GQ922004/Canada/1984/Canada/	1984
D4/GQ922005/Canada/1984/Canada/	1984
D4/KJ470884/Brazil/2010/Brazil/	2010
D4/KJ470885/Brazil/2010/Brazil/	2010
D4/KJ470886/Brazil/2009/Brazil/	2009
D4/KJ470887/Brazil/2009/Brazil/	2009
D4/KJ470888/Brazil/2009/Brazil/	2009
D4/KJ470889/Brazil/2009/Brazil/	2009
D4/KJ470890/Brazil/2009/Brazil/	2009
D4/KJ470891/Brazil/2008/Brazil/	2008
D4/KJ470892/Brazil/2008/Brazil/	2008
D4/KJ470893/Brazil/2009/Brazil/	2009
D4/KJ470894/Brazil/2010/Brazil/	2010
D4/KJ470895/Brazil/2009/Brazil/	2009
D4/KJ470896/Brazil/2009/Brazil/	2009
D4/KJ470897/Brazil/2008/Brazil/	2008
D4/KJ470898/Brazil/2010/Brazil/	2010
D5/GQ205377/India/2007/India/	2007
D5/GQ205378/India/2007/India/	2007
D5/GQ205379/India/2007/India/	2007
D5/GQ205380/India/2007/India/	2007
D5/GQ205381/India/2008/India/	2008
D5/GQ205382/India/2008/India/	2008
D5/GQ205383/India/2008/India/	2008
D5/GQ205384/India/2008/India/	2008
D5/GQ205385/India/2008/India/	2008
D5/GQ205386/India/2008/India/	2008
D5/GQ205387/India/2008/India/	2008
D5/GQ205388/India/2008/India/	2008
D5/GQ205389/India/2008/India/	2008
D6/KF170740/Sudan/2008/Sudan/	2008
D7/FJ904394/Tunisia/2005/Tunisia/	2005
D7/FJ904395/Tunisia/2006/Tunisia/	2006
D7/FJ904396/Tunisia/2006/Tunisia/	2006
D7/FJ904397/Tunisia/2006/Tunisia/	2006
D7/FJ904398/Tunisia/2005/Tunisia/	2005
D7/FJ904400/Tunisia/2006/Tunisia/	2006
D7/FJ904401/Tunisia/2006/Tunisia/	2006
D7/FJ904403/Tunisia/2006/Tunisia/	2006
D7/FJ904404/Tunisia/2006/Tunisia/	2006
D7/FJ904405/Tunisia/2006/Tunisia/	2006
D7/FJ904406/Tunisia/2006/Tunisia/	2006
D7/FJ904407/Tunisia/2006/Tunisia/	2006
D7/FJ904408/Tunisia/2006/Tunisia/	2006
D7/FJ904410/Tunisia/2006/Tunisia/	2006
D7/FJ904413/Tunisia/2006/Tunisia/	2006
D7/FJ904414/Tunisia/2006/Tunisia/	2006
D7/FJ904416/Tunisia/2006/Tunisia/	2006
D7/FJ904417/Tunisia/2006/Tunisia/	2006
D7/FJ904419/Tunisia/2006/Tunisia/	2006
D7/FJ904424/Tunisia/2006/Tunisia/	2006
D7/FJ904425/Tunisia/2006/Tunisia/	2006
D7/FJ904428/Tunisia/2006/Tunisia/	2006
D7/FJ904430/Tunisia/2005/Tunisia/	2005
D7/FJ904433/Tunisia/2005/Tunisia/	2005
D7/FJ904435/Tunisia/2006/Tunisia/	2006
D7/FJ904436/Tunisia/2006/Tunisia/	2006
D7/FJ904437/Tunisia/2006/Tunisia/	2006
D7/FJ904438/Tunisia/2006/Tunisia/	2006
D7/FJ904439/Tunisia/2006/Tunisia/	2006
D7/FJ904440/Tunisia/2006/Tunisia/	2006
D7/FJ904441/Tunisia/2006/Tunisia/	2006
D7/FJ904442/Tunisia/2005/Tunisia/	2005
D7/FJ904447/Tunisia/2006/Tunisia/	2006
LT992439.1DA27/Kazakhstan/407/Kazakhstan/	407
LT992438.1DA29/Kazakhstan/1195/Kazakhstan/	1195
LT992444.1DA51/Kyrgyzstan/-280/Kyrgyzstan/	-280
LT992454.1DA222/Kazakhstan/850/Kazakhstan/	850
MG585269-NASD24SEQ/Italy/1578/Italy/	1578
