# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 27 16:08:45 CET 2019 [seed=777]
# -beagle_cpu -overwrite -seed 777 -save_every 250000 -save_state checkpoint.state HBV-D_with_ancient_aligned_constpop.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-1038282.7000065512	-12223.163724148526	-1026059.5362824027	2292.983892530068	-280.9838925300678	2399.3289250141106	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.18E-5	0.3333333333333333	4.598897845560639E-8	9.089807104403063	-0.003985760344775964	-1026059.5362824027	-11269.5350994549	-733.317895933264
25000	-194795.60887648974	-16606.34736627534	-178189.26151021442	2293.25674824687	-281.25674824686985	6231.920446835866	257.1951600504728	3.4901334888573903	0.33707075868988756	0.23579266490986475	0.16054464185148226	0.2665919345487654	0.343071768523238	0.013805892075015433	0.013481921573934158	0.00857562703892696	0.8706610342628117	-0.027755592632325136	-178189.26151021442	-11269.5350994549	-5093.397032796386
50000	-180637.34489578867	-16679.67611824899	-163957.6687775397	2292.311060969966	-280.3110609699661	6527.748951171695	320.14364968470113	3.2485363136029117	0.3352170965978174	0.24241332615828023	0.16565327340118086	0.2567163038427213	0.36711767852557675	0.013220932117217137	0.0220898339360068	0.006021170787619102	1.2742743567404675	-0.010891929984968506	-163957.6687775397	-11269.5350994549	-5166.981594329497
75000	-173181.05067836324	-16724.892820411093	-156456.15785795214	2292.1446047865593	-280.1446047865593	6345.5615519317325	340.2850182092553	3.1701446644821405	0.3300211984698947	0.24765337197441742	0.16546890446351747	0.2568565250921703	0.37595922063959464	0.01329729463740374	0.029148777656221612	0.005323721096168656	1.4807871306261784	-0.01574339737736452	-156456.15785795214	-11269.5350994549	-5212.1535194783
100000	-169419.84574341535	-16744.38375069425	-152675.4619927211	2292.0567268950235	-280.05672689502353	6057.1637903101855	349.86652298023125	3.174398606421314	0.33344752487768614	0.24521886023228326	0.1677408748895885	0.25359274000044185	0.3714473981838815	0.013040223562034799	0.03420406505371822	0.005092727811409387	1.6259554382628796	-0.0342098991301518	-152675.4619927211	-11269.5350994549	-5231.748396949814
125000	-167133.29482645844	-16750.787237463766	-150382.50758899466	2292.007943900301	-280.00794390030114	6177.422370981154	348.2818406110845	3.127769323035111	0.33384482233217344	0.24776782198436073	0.16327442231660397	0.25511293336686175	0.3621772244506776	0.013518840869875861	0.040296512922493505	0.004877478346211125	1.75573394696133	-0.03855443113769118	-150382.50758899466	-11269.5350994549	-5237.962151755297
150000	-165607.1101295422	-16769.166796476064	-148837.94333306616	2292.24579788584	-280.24579788584015	6220.666679366706	350.4251420091388	3.073512928443442	0.32795459579761643	0.2485556784536628	0.1715775179750558	0.2519122077736648	0.3754713628273798	0.015022780921805416	0.04943153303815267	0.005066697659992265	1.8494145309361043	-0.029003744866566195	-148837.94333306616	-11269.5350994549	-5255.698276931199
175000	-164128.6880678792	-16782.407205524214	-147346.280862355	2292.246243352186	-280.24624335218596	6059.262887110577	375.67474547386223	3.207916965771347	0.33543908968140046	0.25250541444581787	0.1699458228111941	0.24210967306158726	0.37743772145516924	0.015306014336014695	0.05433089627680275	0.0050162266552183235	1.9273092532858924	-0.02076960062271023	-147346.280862355	-11269.5350994549	-5268.764792590758
200000	-162549.0021383551	-16777.788133188988	-145771.2140051661	2292.2374458936547	-280.2374458936547	6104.877061418423	350.6070293674567	3.0997231940242758	0.33646894734912997	0.2551993877927663	0.16429576748406804	0.24403589737403536	0.3816625287984818	0.015640895363530614	0.05720831361159947	0.004828957251519532	1.9772586704170783	-0.015976810385655987	-145771.2140051661	-11269.5350994549	-5264.040177091961
225000	-161410.28489480913	-16787.062558832622	-144623.22233597652	2293.4911492606916	-281.4911492606916	6386.384026584538	357.74807753260797	3.179475615280351	0.3290855390304343	0.2522445916190477	0.16874338961363278	0.24992647973688475	0.37044775477223296	0.01634179727985597	0.0650619009565305	0.0045943366721693255	2.066314592867708	-0.01919576215695719	-144623.22233597652	-11269.5350994549	-5273.029494275564
