# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Oct 28 15:23:26 CET 2019 [seed=777]
# -beagle_gpu -overwrite -seed 777 -save_every 100000 -save_state checkpoint.state D_with_ancient_aligned.xml
state	location.rates.CentralAfrica.CentralAsia	location.rates.CentralAfrica.EastAfrica	location.rates.CentralAfrica.EastAsia	location.rates.CentralAfrica.Europe	location.rates.CentralAfrica.MiddleEast	location.rates.CentralAfrica.NorthAfrica	location.rates.CentralAfrica.NorthAmerica	location.rates.CentralAfrica.Oceania	location.rates.CentralAfrica.Russia	location.rates.CentralAfrica.SouthAmerica	location.rates.CentralAfrica.SouthAsia	location.rates.CentralAfrica.SouthEastAsia	location.rates.CentralAfrica.WestAfrica	location.rates.CentralAfrica.WestAsia	location.rates.CentralAsia.EastAfrica	location.rates.CentralAsia.EastAsia	location.rates.CentralAsia.Europe	location.rates.CentralAsia.MiddleEast	location.rates.CentralAsia.NorthAfrica	location.rates.CentralAsia.NorthAmerica	location.rates.CentralAsia.Oceania	location.rates.CentralAsia.Russia	location.rates.CentralAsia.SouthAmerica	location.rates.CentralAsia.SouthAsia	location.rates.CentralAsia.SouthEastAsia	location.rates.CentralAsia.WestAfrica	location.rates.CentralAsia.WestAsia	location.rates.EastAfrica.EastAsia	location.rates.EastAfrica.Europe	location.rates.EastAfrica.MiddleEast	location.rates.EastAfrica.NorthAfrica	location.rates.EastAfrica.NorthAmerica	location.rates.EastAfrica.Oceania	location.rates.EastAfrica.Russia	location.rates.EastAfrica.SouthAmerica	location.rates.EastAfrica.SouthAsia	location.rates.EastAfrica.SouthEastAsia	location.rates.EastAfrica.WestAfrica	location.rates.EastAfrica.WestAsia	location.rates.EastAsia.Europe	location.rates.EastAsia.MiddleEast	location.rates.EastAsia.NorthAfrica	location.rates.EastAsia.NorthAmerica	location.rates.EastAsia.Oceania	location.rates.EastAsia.Russia	location.rates.EastAsia.SouthAmerica	location.rates.EastAsia.SouthAsia	location.rates.EastAsia.SouthEastAsia	location.rates.EastAsia.WestAfrica	location.rates.EastAsia.WestAsia	location.rates.Europe.MiddleEast	location.rates.Europe.NorthAfrica	location.rates.Europe.NorthAmerica	location.rates.Europe.Oceania	location.rates.Europe.Russia	location.rates.Europe.SouthAmerica	location.rates.Europe.SouthAsia	location.rates.Europe.SouthEastAsia	location.rates.Europe.WestAfrica	location.rates.Europe.WestAsia	location.rates.MiddleEast.NorthAfrica	location.rates.MiddleEast.NorthAmerica	location.rates.MiddleEast.Oceania	location.rates.MiddleEast.Russia	location.rates.MiddleEast.SouthAmerica	location.rates.MiddleEast.SouthAsia	location.rates.MiddleEast.SouthEastAsia	location.rates.MiddleEast.WestAfrica	location.rates.MiddleEast.WestAsia	location.rates.NorthAfrica.NorthAmerica	location.rates.NorthAfrica.Oceania	location.rates.NorthAfrica.Russia	location.rates.NorthAfrica.SouthAmerica	location.rates.NorthAfrica.SouthAsia	location.rates.NorthAfrica.SouthEastAsia	location.rates.NorthAfrica.WestAfrica	location.rates.NorthAfrica.WestAsia	location.rates.NorthAmerica.Oceania	location.rates.NorthAmerica.Russia	location.rates.NorthAmerica.SouthAmerica	location.rates.NorthAmerica.SouthAsia	location.rates.NorthAmerica.SouthEastAsia	location.rates.NorthAmerica.WestAfrica	location.rates.NorthAmerica.WestAsia	location.rates.Oceania.Russia	location.rates.Oceania.SouthAmerica	location.rates.Oceania.SouthAsia	location.rates.Oceania.SouthEastAsia	location.rates.Oceania.WestAfrica	location.rates.Oceania.WestAsia	location.rates.Russia.SouthAmerica	location.rates.Russia.SouthAsia	location.rates.Russia.SouthEastAsia	location.rates.Russia.WestAfrica	location.rates.Russia.WestAsia	location.rates.SouthAmerica.SouthAsia	location.rates.SouthAmerica.SouthEastAsia	location.rates.SouthAmerica.WestAfrica	location.rates.SouthAmerica.WestAsia	location.rates.SouthAsia.SouthEastAsia	location.rates.SouthAsia.WestAfrica	location.rates.SouthAsia.WestAsia	location.rates.SouthEastAsia.WestAfrica	location.rates.SouthEastAsia.WestAsia	location.rates.WestAfrica.WestAsia
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
250000	0.500275530399481	0.36111443274397653	0.4569413506668668	0.16638910487571615	2.981382445191762	1.8497123389913315	0.21973811936657447	0.23483236397160387	0.9823751735739561	1.1108197980330141	1.2843458065680626	0.09368792272358334	0.048854056939880444	1.562890861531859	0.230973640120565	1.2728183587651398	2.8203545793581406	0.8224367187149432	0.10004766305151046	0.4858930356232356	0.16087709938601893	0.5479570760067574	0.39781553677950565	0.1476753085183012	0.34031412171949915	0.04909847651113818	4.00870549262604	0.08325932779912279	0.01853892425479651	0.30096079001789616	0.9170079542210001	0.19225475504044418	0.3404387613964507	0.16645069515929647	1.6351848135570612	2.8911897944753147	0.012780866031188262	0.48788088058538154	0.18908221856935156	2.38298747814796	1.2178226404736492	0.2667986562903134	0.602496438129144	0.570417827794108	1.8352074538578547	2.505012841938432	3.58120747841126	1.2121139886408965	0.14038797447850357	1.9701428848105458	0.3192530883763968	1.7545436472779676	3.966396714491621	2.7698747606167786	1.7659794811577372	1.748093564458589	3.2771442090104537	1.7610327713138398	0.2932019643656225	7.48682233087535	2.005691551516496	0.6042397179933247	0.4291976135014507	0.28499939456802	0.8605861961891662	1.9593357331796803	0.11631719842545285	2.032473472944595	15.861101925086993	0.13782924568993526	0.4119489788690216	0.35759098110420573	1.3910142000499437	1.3818444113233224	1.565097056169868	0.4582093726541776	3.8161936274285657	0.946671162250153	0.2584788773851068	0.6347777319422037	0.1943243490693131	0.6997296502003771	0.027978480987020087	0.10559867511479372	0.3134678235874666	0.549213568378861	0.9205987820951551	0.07878027085020146	0.41503959917227395	2.0171221211348302	0.14924203748007833	0.09014544083795686	0.34219066746243954	0.2978391339346947	0.40267906392413816	2.24573904064682	1.7227922005723455	0.9392378301290538	1.9040348697738865	0.4566843808089111	0.4386407810573434	5.643118311424026	0.13298860739036777	0.06345497884270881	0.1782879091778025
500000	0.34038883913213225	0.5483609894233392	0.03850993484521813	0.3547076756417739	0.31190930265457323	0.38686990768633295	0.23714959174205616	0.12944081149935074	0.13742928016071077	0.06855410212122116	0.1736878978805016	0.04535538528161836	0.7856227096455561	0.2957816819382814	0.014778316016259813	0.6501206576111357	1.174873894489428	1.8652329873854778	0.022877357211421447	0.07310813868972206	0.14504775600851114	0.27471548425610987	0.7065179520914419	0.6463091020506522	0.1770739252237161	0.9051002969836368	0.9420709231463853	0.11568826254794796	0.20065912356952642	1.191780343721666	2.283424312705571	0.21086785709535955	0.002927089660269226	1.0602729009837657	0.3895608871748106	0.5763536599901115	0.5971087215125745	0.6547523026213474	0.4965992026808582	0.8472379054162955	3.189979572169744	0.013069580379130004	0.6789632798178891	0.3963949050447494	2.285592741025201	1.0971242001778128	2.8897797914240724	0.4794182331911293	0.8571421425268015	2.3370674045624997	1.5483248305394215	0.7681019001238433	2.671565882021347	3.1772454544610023	1.564753669808503	2.841032179447658	1.8383139412556342	1.2136142706459265	0.226222574611184	4.278740677353914	2.541665374329641	0.05607572803437896	0.12573430277098965	0.22330456714152785	0.03281185738239732	1.643216112073861	0.14547260490017977	1.9226740570547591	7.751299131878936	0.07457818530554527	0.17495477140141077	1.1362834860748088	0.950735053528223	1.0649664112777135	0.6244976994176369	0.47839324749899415	3.6289508497586147	2.9114057684761923	0.762651416304281	0.0510729559466941	0.4526569176165815	0.10479302932095483	0.2660026889045991	0.05695118062655299	0.4889223348674895	0.6272872566638753	1.6390278215047314	1.106695588914713	0.7050754459408536	1.102684602347456	0.16969498976028552	0.02152625157128154	1.1602104396011388	0.8369320472080796	0.034413751161126674	2.0958036080559688	0.2429384574288944	0.044330630123318226	0.747768670865979	2.268625589776959	0.4539334402431576	4.192525704520315	0.3463608644702925	0.4703952775233227	0.5299715523245104
750000	0.33450557204305625	0.5875693703979257	0.12484055514654914	1.2675445695075513	2.2418016149520437	0.39307065443162337	0.6112091211789938	1.2422552238136877	1.0854445356984148	0.016021016000778838	0.921178621989796	0.10026720182292312	0.343740221133111	0.8416590790011099	0.05304466152386671	1.6887818126309964	2.033050908993891	0.9773187944579366	0.5397585699614482	1.0411848943048654	0.14337184154179172	1.462849306617619	0.022864303485561566	1.3549668790157214	1.1398514998250362	1.2301230475821112	4.250110075359252	0.15173503364366234	0.12291884109170413	0.8749409570125543	0.9163515228655253	1.3959754461111884	0.2560853728041398	0.16755945172661305	0.9314425914377595	0.2659783945918229	0.4265444678434813	1.0999683847230215	0.14186730327325947	1.4138436610253007	2.1923947766713825	0.33326637928790687	0.3758367003949509	0.2060053541582984	1.522553039151346	0.18596447348233588	3.7680166263152297	0.49054989756333783	0.14169361015141801	1.8351660073866136	5.153211038497428	1.8573520024390375	2.794786067842895	0.2886732012425327	1.416620209956271	3.1659743776357505	4.763342291349164	1.4813596768656465	0.4977352968321515	3.3901148405639385	3.636986477289783	0.4249331121163267	0.6184904392168138	0.07094108752854321	0.3961197130603751	2.8357129919990043	0.13671275760575918	1.1628446052088834	8.025324232518434	0.4437848144977604	1.0996545277400527	0.027907566973207346	0.2689255033112238	1.361653884522776	0.3539782551182309	0.11036965159679173	1.4576857795863596	0.9256736303533827	0.19043641750432574	1.3300590386809563	0.15009433745363845	0.04418606956011506	0.7517865068815981	0.3436086541691861	0.21503077774869542	0.5663740363825835	2.248730011460863	0.158935126323522	0.3616334609525408	1.794665288435083	1.0425129954808847	0.11973341844696285	0.12641536902573489	0.04105592239809933	0.5563943567141051	1.4647613352595026	0.7419252190866384	0.27574346112258435	0.3631312347983089	0.7509875789339233	0.17396847232567542	2.5641274055448466	0.2867416788128974	0.14856217375543332	0.5392274421992386
1000000	0.738732273465361	0.0010111870120559448	1.1060021853987378	1.7553059800935	0.3719414890653452	1.2926855564015904	0.2931052472251369	0.9567459148174624	0.21414904621586645	0.8905175835125942	0.23218521913546927	0.06238680832249538	0.11390279061696375	0.9090480849530054	0.4710582011319907	1.419032272309536	1.3465387335418653	0.2493397904177807	0.1984096129531637	0.8487265979104801	0.0356534227441932	1.314152646750662	1.0293441292588286	0.046070784128884566	0.12376660002475195	1.1160223292025704	4.693764439244645	0.9362357995068076	0.023755539030407464	1.4708896475468671	0.6971651219792429	0.13793125101074127	0.5159799584068409	0.31484414750744705	0.04907826522731674	0.10952259938436518	0.4337646363480023	0.0799077615609573	0.26740278712455207	1.4312013726727852	0.9681368402221969	0.32629107153542714	2.0314249099686577	0.24678385791607987	0.5712853182801041	0.08498396361504808	1.2133733339490758	0.20830453614476205	0.0951479810824722	2.2573431586034407	3.934648179984577	1.1630106122349315	2.7075602452217047	1.408680539958878	3.8431592048650303	1.4092777659915237	1.2473587725661697	0.8860180823808174	0.1398550920982706	4.241669015880885	2.658954762237481	2.0315436061867804	1.5969455081194885	0.41953330707849035	0.10387018864431258	0.8827180763161827	0.47389576940825295	0.041778122515564634	12.220817030783122	0.6595158739820396	0.06741395154191569	0.5650013265374255	1.05066055390008	2.4462917422188295	0.5713645287720464	0.6345138111427381	3.965305302367947	0.8365761022711466	1.0692689595785174	2.72768942984534	0.03768477971458656	1.7206625045762192	0.04259615236957736	1.908791589755143	0.024370047998589616	0.404271967627785	1.2601948522454687	0.6305950147547315	0.1635200855149178	0.6787578924751869	1.7075073376111065	1.338300210615597	0.6302661131304249	0.6295388968440293	0.9496280126232335	2.5771547037924534	0.6116129229303855	0.32746873641836344	0.03338032848701244	0.9026362395962051	0.4180329401332361	4.765733723015544	0.018493160176748815	0.17833603423167468	0.46885477444547313
1250000	0.08214048105530758	0.3920236440537114	0.5982839737409982	0.6164414605140274	0.21912515428993481	0.07995546595884066	0.14135869029336698	0.18707142979791375	0.09586775674907154	1.2850751998047127	0.005581937592625424	0.06298810547920328	0.7918372920364967	1.6627636160981758	0.11031768240207245	1.879575071203735	0.57367482483027	0.9269910446915058	0.26423304465703484	1.4492204134518276	0.4728343490314372	0.8264922718085442	0.04263359058499909	0.040703296786844756	0.07327477471567592	1.5891899916141385	1.5578229127923964	0.6888972418985501	0.3634904561349181	0.011846628183374085	0.9365634140265108	0.5349368132265845	0.5580172536963457	0.01574579842651724	0.7320300087370188	0.2339364098404474	0.11814729866379675	0.1642403806722109	0.5903179160107682	1.669896616555733	0.1838744566626168	0.9875817843942767	0.41485118764732914	1.4548558434834287	0.22837637026979796	0.49736410248916285	2.9235765722014015	0.47141260164486415	0.17197382476019887	1.540419087512004	3.6573908561166917	1.3566414603598282	1.9386800207951167	1.6625563332113111	3.8503101647697857	1.250674546048672	3.2532381959235646	1.482202131635371	0.26556339758045866	1.9895450912455066	2.217309138390741	0.455363774493318	0.7156838677153857	0.12916602473411146	0.23777200378723212	0.9375613303341257	0.4452509643686964	0.7113122796762007	11.551625430730967	0.8338772964008395	0.5982278733730797	0.2993971383750748	1.1179510103077859	1.7681211670707133	0.4733400745418528	0.9530061341999296	5.699465418797749	1.7283190317079646	1.6341863036921034	2.615221430314537	0.310311263873126	1.4436939067790433	0.5127390926195309	0.5257135612808722	0.22787312678256041	0.02584058992027425	0.5628620153744222	0.2603739328659447	1.2218415045394249	0.8156320069203831	0.34230314847806015	0.17229698098039198	0.06790763135652636	0.1763486554373714	1.7995930433346055	0.321336281665073	0.16927278002240065	0.5635199532153906	0.012590805746070853	0.2673045011332955	0.03825791930657046	4.89548797615016	0.6655694593607222	1.7267339983873506	0.4901893383217831
1500000	0.12989571159851923	0.8907707850575205	0.5247433379093212	0.7333350925984149	1.4483823737760577	0.16317212567486133	0.1907370876294036	0.14246857597208898	0.011516605086771168	0.3860870157585021	1.6886655516445948	0.061038258504576684	0.15273556891650095	0.130765268381161	0.3806897454969446	1.1703505038335806	0.6798746072052112	0.2769740262724949	0.119185444922057	0.6337029846493717	0.5871449167583559	0.28258803606845206	0.1568300559156041	0.05223444353282672	0.0437457418182168	0.014462167855067149	1.7001196491062858	0.9919779498287954	0.4533060403822207	0.48887545606900507	2.1663652821438713	1.1907861860539375	0.32831403214995386	0.03709107522861923	0.3771962927562112	0.33435058712774823	0.2756164335727664	1.5247240248112797	0.017629058157852148	1.9322997288760606	2.467950015991979	0.3291072275743567	0.7570869567119592	0.8403957943801524	0.08907121920336943	0.040257630338195134	3.5139629761054567	0.41606589010241163	1.6355030120608678	2.2720574122818107	3.6764463765446407	1.502498756241761	2.6988374077951027	0.6614067553464706	3.8474004011039615	0.8050520410326212	1.1371454348261083	3.0612191535388513	1.713605671907875	6.307002782699601	2.3609926326314103	0.016396805942178336	0.21855019355253155	0.8286618795438393	2.0039400260964277	0.49556190801521544	0.19743775747806752	2.2200681588474303	12.538684966742238	1.6580641617137286	0.13123884748899592	0.05658169185602507	0.6944221658830364	0.464384773519465	0.019045046591847147	0.3093143804955864	1.7746751888618912	1.8374204798152471	1.3943713516682559	0.07537797586932742	0.3073495883757719	0.016219732198782963	0.8833650844270445	0.02278831541455376	0.01291409761584525	0.05610691862677378	1.0601689300609525	0.27081924520970446	0.3363946028081766	0.11806962419126778	0.10401049926822077	1.0491874202718177	0.07188708282390811	0.02213088060796637	0.12642963505015462	0.48824533383187907	0.47742485081167674	1.0350843347593823	0.10102026496739092	1.2103052364523181	0.6160052771346711	1.6253639419817376	0.21513753584780151	1.9400270520869	0.10733414212820351
1750000	0.15520608069474945	0.17998840824477688	0.39225588549056906	0.5605534554796654	0.5049874276568352	0.21218221969120335	0.19482380321128093	0.26083367953316494	0.28642208561008037	1.1762354550019343	0.2633425430791648	0.18905581670417518	0.5518738171532133	1.5313668457227236	1.5311198535218986	1.2327379514983023	0.638457596396031	0.6926296162687796	0.8063311767954833	1.0283118411069359	0.14438356808259373	0.988686464098068	0.6194279259171285	0.553560848606745	1.736856061611706	0.41478787463489997	1.2238727825291797	0.2527739306634947	0.33365772891620693	1.147547621130206	0.926483433977839	0.2912894150809258	0.3414921598773355	0.5431250729509989	0.13024043294879653	0.07937060296376705	0.2316950523469519	0.09181119681289834	0.04916332273545481	2.778731854161219	1.1438177394496143	0.26177118049062714	0.5778410100153518	0.1688923796800945	0.15969340151518252	0.10430323410403722	3.1578615240534433	0.03249658997402813	0.3341034233256314	1.084154630386897	2.545142534176807	2.354351645768694	1.851188019774643	1.8100757880315639	1.7584827805417966	1.216533165390736	1.909772774392208	0.1344562130545033	0.19365446396236993	1.8879002749400438	0.9660106066566557	0.0973631547599867	0.15797859151393998	1.6138403758157382	0.022388579580724877	0.443473510698402	0.836064019085496	0.8769911767829439	14.222346780728238	0.14263719853237727	0.02492547987129356	0.5723807288782006	0.33311781348286124	0.6096884046574145	0.7350048228630466	0.12511928484119825	1.2546037001575605	0.6547533881043163	0.34436871117194734	0.588100578295696	0.8949593003643043	0.14658723063044285	1.741340189768097	0.3242604301292647	0.1488938414703306	0.8922463735070365	0.6133705642141383	0.6646411827956044	0.8522976994727169	0.5441498611907826	0.13925918848670144	0.38090431020165766	0.7399151480706037	0.8449328260758101	0.5059735735250191	1.0691356469996545	0.24248867439437316	0.37861751420269035	0.03233913414711139	1.3267983224910522	0.646852456155568	2.6095376364898004	0.04032008267575574	1.5821358359159474	0.27217021623768856
2000000	1.5612660306023607	0.2744505408796401	0.48903392555436936	0.11722193054250221	0.17204606148116502	0.2978589208846973	0.5206723812536347	0.845436461080051	1.2818655447845073	0.7090649343075427	2.2037788346921845	3.7942999227708207	0.4498062074346336	0.424241230557112	0.21114016256385068	2.2596862468980197	1.1447165209593084	0.3585061068393409	0.279219451190419	1.1645881808640255	0.5695808379604127	0.49884127824227437	0.6259160481698169	1.2859145970308579	0.5607403977393836	0.46074126879146937	1.0736415413337463	0.01635370570323208	0.18895799651753156	0.7762320442705701	0.06755197174731226	0.8314178475060244	0.30428772597771997	0.03059267083900542	0.6161463204069559	0.2181340451572404	3.4958190732045034	0.4297066720381906	0.6650898655023783	2.5614184663426403	0.4835351417052262	0.474823692076628	0.6718395652331425	0.7415768003267719	1.7461916209437593	0.8171048240961324	4.638517437831686	0.2600294177485948	0.26272790406173524	2.9371072750457503	3.7445966660090972	1.7114814667466582	2.511570184843371	1.1288372817111527	2.0059142325472776	2.7218758080600356	1.1647068974545347	1.9272459891619644	0.08499308330991409	4.829395915451599	0.4097604517983592	0.8032826901720747	0.41642822319228184	0.11138879538802796	0.1083629081661437	1.8679405604683839	0.23210067292741934	0.6057639102899731	9.736373737984968	0.2009230211271457	1.34122573811209	0.09066478868382545	0.0769048051855167	0.44685703253572123	1.2130681644707426	0.6247588709794454	2.8869358553434368	0.6836863145002496	2.7279419636793967	0.2467749328607482	1.5699443138613889	0.2641424090625751	0.2423142345899627	0.3629663613763658	0.5806845301806038	1.6881029735715962	2.4748290170287044	0.0884238098102788	1.3112643412778682	0.9215366327155581	0.8437952697181879	0.5694831249655851	0.7658864485633173	0.48069529979160996	2.3781057492563593	0.8668107369805675	0.9171160397134062	1.5918883428995678	0.8439940557380654	0.1665076650381632	0.13102411617280463	4.185491056114879	0.056046376102249044	9.186504294005208E-5	0.11965714454385377
2250000	0.12732886151138142	0.21188012895706312	0.008510960954084403	2.4727443568022416	0.16894801785648775	0.0825538298587486	0.31968668056000077	0.4515996197948305	0.3175566602823359	0.7788992355960815	0.010435714131268124	0.3635016844369872	0.4204402643928857	1.1447896072122263	0.5180327287571375	5.4576380276388585	1.034141333553504	1.1555788274161378	0.2191793507139573	0.40109960498908787	0.3787551713571449	0.10670024732960517	0.6045004534244768	0.6902507272361291	1.027659513144827	0.21303604117397687	2.9447913306336893	0.31210221377033265	0.4387929993247158	0.14585491930233804	0.5716019562132869	0.7149946576966896	0.6462006592811422	2.1121522822724814	0.2400038390253306	0.10785160524490392	0.25183576841662647	0.23906838391270163	1.3295624090432752	4.330115884743961	1.596868238919048	0.013519684076664533	1.2009691471186046	0.880295015751207	1.060308473189249	0.21588678931121744	1.0144781376254195	0.37265591636626566	0.30640840118870677	2.5590548415511543	3.0634705049960003	1.1772735014908815	3.6924596774820686	0.6744073722707056	1.662483626898998	2.104450422495847	3.864285955822459	0.6276553540085844	0.5322893098245967	5.119802139666163	1.1144132252589185	0.007920916634785205	0.5885198483115236	0.18615522406862023	0.09619454391528559	0.9706947727951831	0.05524041530015375	0.8581126483195765	9.750005282283336	1.2659160646980567	0.753210656526274	0.6014332996195865	1.1202544291893046	1.196223754581915	0.16717576918230176	0.09232861730492971	2.888775675440174	1.251590517997305	3.0954335847230015	0.9497967243700417	0.7218347667965118	0.12929203921111163	1.2364398064867872	0.25367577082022763	0.3036642198632427	0.13093017918890748	1.640368523392223	0.016014051734200174	0.033679788340754885	1.2072353034842365	0.7413800265400773	0.25674144365819257	0.6890659389392307	0.3609484093743241	0.3094479078738894	0.2808374545167148	1.0764581190570264	0.6769488321668865	0.7008779948903192	1.0730113346959926	0.7272856597962578	3.7667619968728583	0.08291387716374846	0.510158300648924	0.6816234164294523
