# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Feb 26 13:41:43 CET 2020 [seed=1582720901793]
# -beagle_gpu -save_every 200000 HBV-A_modern_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	location.branchRates	location.treeLikelihood
100000	-278.2490706230214	-48.23881615014794	-230.01025447287347	0.0024098228487507145	0.0024098228487507128	0.20809544594288654	0.4141757170074981	1.0910025583367247	0.7202605083854298	2.414750592192832	1.5233404370603665	2.00301144865937	1.1363268508832436	1.4523404180682526	0.3365807314266917	1.678841935355646	0.15011993947860733	0.6262451922086637	0.4387879390192863	1.8788252224378688	4.968480349890675	1.8562122446905467	2.6900933541462564	1.3676831152995856	0.22672391415652207	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	9.0	0.0	-230.01025447287347
110000	-469.1408895250437	-218.6069950917578	-250.53389443328587	0.0015325892299677452	0.0015325892299677456	0.5979402153873612	0.6032323334839996	0.5995213018141693	0.7259831476019143	0.6751535225506742	2.269454294598384	1.6122035474768315	0.15461116309493034	1.2281392365739157	0.09562201036319808	10.32025800076327	0.6346616481526262	0.4278363628951819	1.7928042936415933	0.533736363498109	2.2854889497383106	0.08607757306521438	2.0161369568268697	0.1894427102984547	0.40237288632232027	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	10.0	0.0	-250.53389443328587
120000	-301.07344795081934	-51.36573999781233	-249.70770795300703	0.002610214934335666	0.0026102149343356605	0.5685830294680979	0.6734932315197757	2.0009315574294675	0.3328668952204796	1.899848929295103	1.47238221931454	0.7743505743803528	0.45770216131915664	1.1882515170172703	0.14531660464343107	1.119391461873036	0.3784430387257334	0.7520972814177951	4.471278191293259	0.1747743800356704	5.540382738825919	2.3927111591182233	3.100783690904645	3.182916913578339	0.3765199861675284	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	9.0	0.0	-249.70770795300703
130000	-299.81892364443615	-31.1581733471284	-268.66075029730774	9.472440248191473E-4	9.472440248191489E-4	1.0449045743592362	1.8853911565147254	1.3926194969801704	0.6360753923827951	0.7899969626953726	2.5718135215106463	0.0198135986202581	0.7442073139930471	0.513534048474139	0.24645174530979355	0.7021524005796794	0.32595111339292365	0.3606654764119819	0.0025366356702928926	0.4390645582166948	4.092262122591143	0.3374829912809451	3.658165657760856	1.1395226250020705	0.06517805597906459	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	10.0	0.0	-268.66075029730774
140000	-298.2102526402831	-50.581252578749485	-247.62900006153362	0.003104543627063415	0.0031045436270634085	0.5630462829659103	1.5475595721495894	1.712631169197097	2.567843538920107	1.6476290208312747	0.9491781326467424	0.15903740798650565	0.2898996887638757	1.3430865478645448	0.21888731841728004	1.7644581829952588	1.0737442311213865	0.9130786891989602	0.002170678324839157	2.6764320357827445	2.269406499229817	0.15397354743411745	3.6766324325047175	0.1605624386007603	0.7297691612502203	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-247.62900006153362
150000	-294.74839523050326	-62.766384608008494	-231.98201062249476	0.002563482712387514	0.0025634827123875155	0.36906895711942833	1.442522290158725	0.6045350719436473	5.134633987309068	0.5727790388668277	1.1502433034387465	0.004211725515829616	0.5220811802551489	0.7271447654654194	0.05956518607784978	0.7531366828694038	0.6957975862582004	0.6750768096884208	0.47599997373310576	2.3087661196888045	0.9199467950017178	1.1641819660519734	1.765746418310283	0.1340216984605291	0.0953584809372185	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-231.98201062249476
160000	-317.19407437439315	-68.08753711551162	-249.10653725888153	0.0016798082495332086	0.001679808249533207	1.0919462728657727	1.901625171788322	1.5489170315815468	0.24224459393959874	0.45035453985160334	1.0350228623065294	0.7287530724630057	1.1866583655177534	0.01779863306054402	0.6597161286815725	0.3366804620131699	0.40996053283296513	0.48058134463648744	1.2815695619236773	1.008113054044575	2.9880708268158385	2.776750752718447	1.7080496714849334	1.9805355415578918	0.30029517770251773	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	12.0	0.0	-249.10653725888153
170000	-269.4785575942077	-45.08087520268157	-224.39768239152613	0.00329735755704259	0.0032973575570425864	0.5135598735673551	0.278139947422851	0.38217588038325884	1.5555855791104405	0.2581670229927135	0.4370550813015665	2.560987564568214	0.08222593666020626	0.21010657675985858	0.20159285958501383	0.7249985373776571	1.660534566346146	0.3335574572752966	0.09867379325762554	1.1234824592086405	1.5793870052545398	0.20603166523667002	1.0281939946204361	0.437658547607919	4.005142436695002	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	8.0	0.0	-224.39768239152613
180000	-290.5303981873087	-60.1738538718612	-230.3565443154475	0.0027597888094959546	0.0027597888094959572	0.03524517284015147	2.3222944053317245	1.2711292551034874	0.7803277768403378	0.780573697873374	1.5532557370922668	1.8947756783747183	0.19752530026259468	0.2901156643822352	0.03144279998484088	0.6042249530529977	2.1313033949303257	0.6361416177406841	2.307379637191287	1.2119447077873982	3.350191741165129	2.340996654491964	4.031315915294927	1.3878530174602686	0.287758097122729	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-230.3565443154475
190000	-294.3945483672005	-45.592277037437384	-248.8022713297631	0.0021829983169523687	0.002182998316952369	1.0160628114210122	1.1611287537820818	0.6553763497492523	1.2447889409732933	1.2180663168841543	0.8727695326729941	0.8422304781179685	0.21319325793391863	1.8318907447694168	1.1788300561281606	0.6951889183766142	1.9138819040008692	0.19995367394857622	0.6957523380899305	0.1690836310312665	2.206304326352177	0.06949791106738949	2.0179504696928015	0.21765440512684867	0.4366592348766846	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	10.0	0.0	-248.8022713297631
200000	-1846.0237407326783	-1580.8355037628785	-265.18823696979985	0.002084018038610387	0.0020840180386103857	0.19675167427017987	0.5323878510733221	1.0892961015893494	0.8050925063786801	1.5644399922415284	1.0609469871239898	0.580137607315766	0.5098020579340619	3.8775352430023884	0.18525958644276666	1.8839934471602318	1.0762045513503906	0.5018711143820331	0.13603805547458087	1.5757348232787407	2.4839849458258474	1.1778553397944374	0.9279761954618476	0.6079976610354442	3.2673891604945062	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	-265.18823696979985
210000	-1283.3133263997706	-1029.0764938070595	-254.23683259271124	0.0014224675534127422	0.0014224675534127427	0.26120023791534125	0.22067392296578417	1.6629405323849036	1.7907343811734318	5.194301219247938	0.2752198043700227	0.3321495584102304	0.7153199454607	0.15498317075361012	5.036253398124439	1.3468499005629144	0.38542502766989284	0.4503586714655997	0.6739169164137135	0.8946890644676214	3.083321054281981	1.382245957199233	1.8613187584363844	0.5269045693762985	0.5938502993482154	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	8.0	0.0	-254.23683259271124
220000	-278.29415159682026	-49.34613844047482	-228.94801315634547	0.002570966799955141	0.0025709667999551443	0.3200616044815913	0.6857982891208361	0.7016908548167065	1.8562181096342383	0.979418137902184	0.8842066350338538	1.511477007707284	1.3930146508679357	2.570860911321091	0.23661746972808362	0.185979587929285	0.681331642017979	0.1558913987304429	0.3428457778833737	0.37547325784816105	3.2705411146698675	0.31284568027481685	2.105155750572792	1.7818773948702722	0.21724035870834824	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	10.0	0.0	-228.94801315634547
230000	-276.8898794067777	-47.25197284451288	-229.63790656226482	0.0026399935976819024	0.0026399935976819003	0.9618465952863259	0.7940078612469644	0.7229760017011413	3.133226485582307	0.9637677266582049	0.9066198975018088	1.365820626903428	0.008547872370592378	2.104590798312149	0.1746181239141539	0.18459117685441614	0.3539622723870221	0.09187017189541573	2.0220870410721523	0.06883328585905653	2.295789038014075	0.607773686521713	2.3885305489902353	0.8592745184988212	1.0716201437593542	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	10.0	0.0	-229.63790656226482
240000	-302.68064542740285	-45.33150493747451	-257.34914048992835	0.0015387376336454548	0.001538737633645456	2.05942123799129	0.12514290841518275	1.2097898071053736	1.3684438840838007	1.2255673784632033	0.9977184204316073	5.942346627586324	0.38142891318039607	0.16604530107962523	0.40710936491522387	0.048701017455812456	2.3408138716935816	0.7788625754888823	1.8437312410910183	1.4887437540591186	3.93294797101568	2.670663571665209	4.439740847036268	0.925985989639411	1.7162565473623554	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	8.0	0.0	-257.34914048992835
