# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 22 18:00:56 CET 2019 [seed=666]
# -beagle_cpu -overwrite -seed 666 -save_every 100000 -save_state checkpoint.state A_ancient_skyride_phylogeography.xml
state	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.nonZeroRates
5000000	0.5382311968586806	0.5187561216889757	1.670819078339331	0.5663899572767728	0.750225051533882	2.553273063511333	1.3142878202565231	2.6212355913056666	0.8105697725489298	0.23133050729881255	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
5250000	0.9337957671652476	0.7830713526515208	2.2714057258263396	0.24180577652813287	2.263788710080473	2.7262814174635452	0.4266373950615051	2.810945120934907	0.4957612623831804	0.12090696820880995	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
5500000	0.7324291325860991	4.29126046808122	1.5938886148992795	0.3923253729989788	1.4008624755593397	1.5871638929415117	0.06440647929995563	1.5671368488424346	1.2277376554695112	0.45111172508636577	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
5750000	0.44935568581901597	0.34397822478218576	0.7898322694059141	1.3921821507709677	2.5662973382283614	2.2480856362233315	1.323035263901155	1.7358833348357825	0.8419847000379679	0.7644515839990846	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
6000000	0.5702728258402752	0.3918153961523417	1.3045199507746053	0.9617302246847301	0.5718599255140349	1.269404251311697	0.4889827654876542	1.7997415895441569	0.784484188719044	0.05317698056488003	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
6250000	0.40519680563631666	0.24573749084794322	1.162048841768739	0.3328264498609731	1.712442238347724	1.3062421654193204	0.23785159555564617	0.9866548326025087	1.3772252462954286	0.06437586495874678	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
6500000	0.525251973351133	1.5617787108044185	0.8834154096019753	1.1534736668176429	1.435122708287353	0.5047942620364733	0.41134600798815973	0.7691162245326114	1.0656652033771667	0.20838741775932343	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
6750000	0.6928075014507687	0.2859142018468912	1.121269764490925	0.2581195350249576	0.7775445339512826	0.8616756364044246	0.6532172437681322	0.428960887280517	0.2890509514692158	0.4908850029714399	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
7000000	0.7430514185122914	2.740684674199841	0.7110971159405778	1.0315526660050998	1.509808062722975	0.740951265469878	3.366298752074174	0.6066882254403501	0.29733469336732704	0.7488931524166326	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
7250000	0.8023156831565391	0.9523506614321	1.150246234940847	0.30485380279791335	1.214498658860638	2.2120317986627427	0.47043487426557246	2.7129892774072064	0.11272283180747068	0.4337432873175333	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
7500000	0.8566321778462505	0.5796844953553718	1.404309178214197	0.02189445500999054	1.9228681099532732	1.9302563726356043	0.46962829892433966	1.8874419377354033	0.5981024834731364	0.5361493744206605	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
7750000	0.6435016598565165	1.1677346294739952	1.6526104244499848	1.1542585678646773	1.5232916774428147	0.9302778124902221	0.9216418219968291	2.185114524953105	0.23569011091717293	0.35976755345886047	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
8000000	1.4001464557498624	0.36898006257531263	0.7443979201605015	0.8373665329411637	1.2725398345666208	0.306056074044442	0.7477259159502553	1.8192995222013149	0.16299527775512665	0.19171587700045634	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
8250000	0.4294583629265424	0.6951546404063023	0.6000327481476649	0.7352679278948306	1.0480484937274785	1.0593465670802917	0.6215515196163178	1.4174012784949301	0.04941578546368892	0.22253190512147858	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
8500000	0.42738435660412805	1.0517859441981807	0.6664222231098741	0.18735478903871686	0.6258076395429175	0.5339740130856561	0.38978295427174936	0.7629086906605757	1.653225969159273	0.19917255536514514	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
8750000	0.20808779594795457	0.1634688190548796	1.5390248108083375	0.5673972117771839	2.2669496410672596	2.117984755333166	0.8384908966063036	2.24354789493549	0.15525656206129135	0.46376411308394144	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
9000000	0.4515380478163259	0.3299493555538133	1.078660075134549	1.602267911466285	0.6776879653663594	0.4660524244544518	0.18422824341008437	0.952149198208048	1.0068137003578284	0.14780937933817695	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
9250000	0.5266760948769201	0.48119273444953503	1.6448891274235062	0.6055440230385593	1.2729752008219462	1.3197193193288856	0.19733648969111844	3.4328967940318296	2.075698399762959	0.6588136833543343	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
9500000	0.2584136453359713	0.28413805012428955	0.9076789638735131	2.0182289054737814	0.27902623606928	0.9039355754077514	0.17509908602579097	1.4471675700166906	0.47724051447020605	0.3562890913136232	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
9750000	0.8617154096616736	0.8202970234648778	1.7721192576687355	0.02060849397323114	2.470302630500989	1.6534982684480606	0.7299327999010434	0.9805876939935628	3.5354553541638003	0.4117515383085331	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
10000000	0.8710346206630274	0.6764913297334956	1.1489401121315381	2.0050196708428567	0.5163873019901053	1.2936400764243534	1.2563667195293688	1.6362973158778966	0.8066865392416602	0.2937889932445111	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
10250000	0.545512621314545	1.4078570233694074	1.4744355531144722	0.08701133791639878	1.081936148026326	1.0414023879370324	0.4498426734952605	0.6820670111908522	2.654670942146358	0.077332264665891	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
10500000	0.3327333405826872	0.9172532070892544	0.8615509127440139	0.36347392628650804	0.43427048502935184	1.0128815353886067	0.9774429166445798	1.304163971358712	0.1629182607050942	0.43695696296566544	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
10750000	0.638854012307962	1.1870506271981427	0.6655636111585359	3.9621420487375683	0.827983291296445	1.5319372200971442	0.33445709551823344	1.3421154849242853	0.1733710715921302	0.4966849997977923	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
11000000	0.41161987393786986	3.7653151182327598	0.8756200035753132	1.2185258783562536	0.5125131489553653	0.6896961441998601	0.43636958698909334	0.5007150676809092	0.42342668038685677	0.401204297302897	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
11250000	0.6039392868521419	0.5160722278979233	0.7507637313082406	1.265414708010768	1.4817478964627007	0.826615145977023	0.9972694050578838	1.412357585438918	3.6104380856328606	0.7705060265555524	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
11500000	0.37388046078349346	0.012210305275907954	0.7647805380464708	0.2555624964246795	1.246735802687231	1.1208241016540872	0.30472901668592395	1.1973935835259026	3.6177456946509725	0.6812133952964531	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
11750000	0.48100604179433293	1.015050487904752	1.3077303894951822	1.3401159281706618	0.7913368441916485	0.8954442806183431	0.43408478915058574	0.5762396238741008	0.07312279688260861	0.22509512749536953	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
12000000	0.23483891046888286	1.475579656852206	1.161828487536782	0.4121185374096848	1.0963376773509586	1.1425607540698213	2.003300380355232	1.6140015806296715	0.2046680092541819	0.6411369345545703	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
12250000	0.46939721869069023	1.395679231613238	1.9229573029317626	2.3785794665372544	1.2349225416055607	2.111851143133182	0.07949083524452268	2.5193410613624843	0.05241792643636357	0.4031140664808734	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
12500000	0.45127954668644116	0.4126768606590123	0.8966869669947867	0.0857012995179329	0.2610805719250658	1.3970297639223368	0.8848963212268018	0.8086896305802891	0.017869210024868076	0.1553400759234404	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
12750000	1.1939785396287255	0.6758058957546561	1.2116121452251367	0.2649915179843206	1.7077138990678171	3.5316787065016024	0.7205877077775333	2.8149377865226843	0.5296413136587919	0.24710323455983044	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
13000000	0.25639843429302656	0.6205006249765341	0.7199314930823861	0.24213394650374037	1.6827528006900256	1.205799100927619	1.6731127460673567	0.8184518681363782	0.4190095100637026	0.5385115734745313	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
13250000	0.23361020701663074	1.1257290908822717	1.291004530665944	2.047719717914905	0.5837346393720472	0.9428573662023998	0.9979957745225497	1.7976104620871036	1.9254100612238196	0.5855258893355177	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
13500000	0.5179321406473388	1.5348595107294096	0.4428744384164004	0.7257276020112162	0.1966649369026259	1.156701298052376	1.2779302195724398	1.2229449808976192	0.22949663320596203	0.4991116999156815	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
13750000	0.29643861643317787	1.3156202605101934	0.5562706799092533	2.3939003782513955	0.4195573960090495	0.9335500530999349	0.20844803951299737	0.7524770694402817	0.18942698042276732	0.32756989204720843	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
14000000	0.25196627889908646	0.18285717429005452	0.5920434504871257	5.09367544276922	0.5194638699715358	1.2020646977920104	2.453224350432396	0.7873861772615142	0.5548334337454639	0.15431358201324055	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
14250000	0.5680086424458706	1.570138807687116	0.8622354073242497	1.521002680414132	0.4759545185104645	1.436536227597098	1.6936857609492078	1.098528116874632	0.10066857620273995	0.11754282236740288	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
14500000	1.1566012590331125	1.2304207323574792	1.3972183899795287	0.28650567128110577	1.2684262776700266	2.2614945543745426	1.3662935537511067	2.7846161090234807	0.3296006761437427	0.4512107606883129	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
14750000	0.8203562355852319	0.04602034483821218	2.3304499036282933	1.4855790373935323	0.7711427365237049	1.2604481733348922	0.10605861146758386	1.7898954167041947	1.5124473069406235	0.3588015218989682	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
15000000	0.5134395126233127	1.3983776086899051	0.5788252148167782	0.31427501207895947	1.313821673852336	1.2570012818043172	2.3184451676907494	1.2761961155168118	0.3701408621379004	0.6719715596606322	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
15250000	0.20047265848440343	1.1496641037240092	0.39938745328897	0.2808695879237636	0.1945559793913722	0.7507382231683314	0.3330698472940594	1.0516881979145225	0.33394716098972405	0.25285333917494685	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
15500000	0.10955709714498917	1.3822071115817727	0.4659356759453034	0.13594212723287558	0.7096912806395932	0.587717676729135	1.6753401805020973	1.4564332983736448	3.0250313701417655	0.1853851676134011	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
15750000	0.8624541869937407	0.10280622984283974	1.4760546870826916	0.09060936126609342	1.435990105626524	1.480677078957066	0.08176266072505223	0.9151197408501105	0.07084185253627434	0.27232739961742003	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
16000000	0.14854365664049787	0.17856511755661558	1.0266143781110775	0.03597995737689619	0.38125762224285475	0.8767446019746257	0.2763117353862853	0.504542566092033	0.1266812604463302	0.046287710280933515	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
16250000	0.3239762321134331	1.6931161585212882	1.335693603380909	1.7372481990425606	0.4877697442190604	1.4069643986099916	0.7789157904694582	1.4303702965870317	1.4567079565354553	0.6130000970794843	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
16500000	0.5250235076208095	0.2716491269714322	2.9066961453329996	0.39961361378388743	1.4466718633429514	0.96291458778509	2.0548468248855096	2.4218472251816334	0.033958355282471576	0.5995934541209634	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
16750000	0.36982100293427017	2.057258310539713	1.0165253125345977	0.19710093273310253	0.8893760775336967	1.2233582659314959	1.6123500583869481	2.0107804106084	0.7229630773571047	0.8874025082923158	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
17000000	0.3568575261970915	1.0029116079475566	0.6990671283668791	2.663458530695083	1.3967797451737636	1.1019420254517196	1.8025661213608764	2.0232450096868164	1.7090284251099643	0.14355494020537446	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
17250000	1.1089798249088048	1.8509029878558476	0.8663095070851349	0.33495575926709537	0.9265553879650325	1.4443996550320064	0.07232291673431465	1.7460133468382388	0.17889010797189245	0.39828478808964435	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
17500000	1.423327226666324	0.7037968939926259	1.8155757444625515	1.162656554980578	2.5798917079335433	2.2975461169121822	6.114302217287749E-4	2.701865615099314	0.6042716567661776	0.6998924742496476	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
17750000	0.546780533737562	4.078887128014725	1.9849687248790002	1.1539351245467837	1.4102136946397517	1.0165204650744613	0.3130245934134467	2.1752767479974935	0.9897240994234484	0.6753883657502783	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
18000000	0.13943271134656385	0.47971034861242046	0.9752691344117297	0.7610956184936247	0.4084176363072526	0.8860490245232953	1.1850871277583157	1.3782414209678404	1.3403731970866026	0.2213239626911291	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
18250000	0.2515830331408892	1.9779609107313354	1.2000549178059114	0.023964844542932576	2.503004387363958	2.683007291171306	0.6397421665582292	2.500341713063998	0.25716506040006415	1.3949861100886385	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
18500000	0.37211240745518376	1.2108168049921073	0.6306514617710477	1.7488085574438956	1.0637101137386757	1.3061285081330967	1.0688254851117729	2.8939028956300894	0.6526235062873394	0.024172701985591523	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	6.0
18750000	0.5242955214874193	2.681453727623438	0.5669002894218301	0.018460778767383657	0.9224519444049325	1.5434731519840665	0.9797791345732216	2.332852576567206	1.057546614119909	0.10565932289058934	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
19000000	0.6018508100701463	0.5991930850142646	0.8128133526723405	0.06286323263387904	2.247932788153071	1.8585849758402444	2.459819560791291	2.258578918922802	1.8467420247136817	0.4740666952844469	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
19250000	0.2677737854291668	0.21105947677026027	0.45422009803116514	0.09633233191519663	0.7905945174451916	0.7668129885026718	0.6511763911836512	0.897872321997578	0.6612657101858804	0.2700454472790155	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
19500000	0.30157131941320037	0.25147704644746477	0.8777118599595067	0.0059337822062019195	0.9929455425552844	0.7720183217726986	0.3871628555064097	2.2180225705598446	0.37168322039038304	0.28009834626497293	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
19750000	0.2580856274176067	0.03855688868380928	1.328417096764465	1.523335388362122	1.255053158015876	1.6359297847020116	0.8100225657720924	1.5028106184539503	4.308127649429142	0.34586154436059735	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
20000000	0.3196384114041283	1.862363216266726	1.021682762004789	1.4263271614950572	1.208931041933487	1.551041128230369	0.1417073756184822	1.1614616161152989	0.056632940951234195	0.8579709622701489	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	6.0
20250000	0.24504744049898167	8.55317533452863	1.1812166884250896	1.6660904629177398	0.9545625479150244	1.8392342324246236	0.07647949831786291	1.364468972740532	0.225817430904043	0.16843797800712693	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
20500000	0.7200229987536877	1.035471140935563	1.6517638002387778	1.8015422030277184	1.9018261183364376	1.0363935237500554	0.27637381146439627	2.7830102245593693	1.0875716315050137	0.7016805927827896	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
20750000	0.11194681113539866	0.3598730852930039	1.3080104429549904	1.970452535966321	0.25258230079669264	0.6869436874813136	1.7762031227739652	1.4188054479721721	3.735940483393126	0.08447098488360266	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
21000000	0.723133455576505	3.333886372994977	0.8953131026561171	0.46016842104741024	0.5698205574695386	1.4609195896451153	1.5639641355726488	2.4402384424087837	0.44406243261701556	0.25726311841427524	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
21250000	0.7351850095493686	0.12229800753658686	2.879184003013055	0.15610004359121388	1.5698056118302173	1.5905171269814105	0.0094086158973468	4.225110748215743	0.7665523211674056	0.5444131849921525	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	8.0
21500000	0.30859538445686946	0.029061566267520742	0.5239401997996608	1.1645113006826948	0.083265721725269	0.4167909471284622	0.9690294854307994	0.666854728982975	0.6590401227242371	0.18468667983946072	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
21750000	0.2760578028107023	1.0489582270290299	0.6373484196757037	0.0730687638602757	0.7247878326241712	1.4976348987712187	0.9152428656476137	0.8519159772092122	1.746670972707387	0.3602087597832464	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
22000000	0.272601535844119	1.528671240870208	0.6749250105511551	0.1215090946250049	0.4448199179898152	1.2042584830545466	0.6819280561259536	0.8726749588815076	0.007173671645480816	0.05124109717172923	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0
22250000	0.7691791120355062	3.7165209705170787	1.0035566859542242	0.17503858065348854	1.365492917222069	0.6211198657935145	0.27758066605406473	2.3341247242107097	0.05981351414172328	0.34236346271092283	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
22500000	0.216460732217451	1.5604026932467776	0.8344638986140657	0.0874832540517297	1.2646418014591236	0.9179740158589157	0.9206250384750488	1.064469971399525	0.18260877977708395	0.6400689029784649	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	6.0
22750000	0.3713718842125764	0.7265203475893971	0.5455008362073398	0.1617950328903186	0.6399662517313176	0.5004479911805013	0.0945102294828243	1.1674351378691978	0.5046168736448441	0.17143639850820722	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
