# BEAST v1.10.5 Prerelease #8a10723
# Generated Fri Sep 08 14:47:51 CEST 2023 [seed=1694177259005]
# -beagle_double HBV-A_updated_geo_priors_completeHistory_posterior_run1.xml
state	posterior	prior	likelihood	location.root.frequencies1	location.root.frequencies2	location.root.frequencies3	location.root.frequencies4	location.root.frequencies5	location.clock.rate.exp.mean	location.clock.rate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	Current Tree	c_allTransitions[1]
0	-302.3993235453276	-27.712853134066464	-274.68647041126115	0.2	0.2	0.2	0.2	0.2	1.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	1595.0	111.0
10000	-237.16855148487542	-24.480743016769587	-212.68780846810583	0.20211700026134077	0.19238973566514148	0.14112064081164666	0.26039006569429973	0.20398255756757142	0.03639776587221579	0.00468400610034771	0.6151017203779985	0.17111287189802124	0.8261344706871787	2.835245653275423	1.3287079637813104	1.2373300269502583	0.3188111561287898	0.6814188095979911	1.54035133611563	0.340128608135726	0.08677307333410589	1.8127282822239148	0.4535503306049973	1.023166877260477	1.1359438480258288	2.4881620528854516	0.3868848447219116	2.3625002238941533	3.2505555638914108	2.1296853380995575	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	15.0	1238.0	66.0
20000	-237.23102183950942	-28.11082317009217	-209.12019866941725	0.20597531209949704	0.25477834565202356	0.08681144641585292	0.2430936401528862	0.20934125567974016	0.012673348685791267	0.004488621379884516	0.5563372264214916	0.08786327713255244	0.4694494119233999	0.7405491695363428	0.22487525019418422	2.3666918804766532	0.7496900359501947	9.629595687630466	0.3394372216387461	0.09533751654331406	0.07039297140692505	0.5726644053204247	0.4723914860875809	0.5874822046063227	1.6028633663621117	1.7483500861490435	0.8310397384658482	2.97380584911336	5.984962747498033	0.9237780721268111	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	12.0	1238.0	58.0
30000	-230.66843526496632	-20.868506199960915	-209.79992906500541	0.2675119264219812	0.22640796984435083	0.09069488900786757	0.19910571591843126	0.21627949880736905	0.0039517266723271705	0.004840451063524985	0.6204318703575047	1.4126366958299639	0.9032229819929338	0.026063780854080933	0.3289966915445813	2.0779195070314334	0.924251744202172	0.0032621002459842295	1.0534052169235912	0.18410479375612349	3.1866376834776426	0.6394481896830619	0.6642814053096271	0.45606566174074964	2.3856862874315823	2.785836571106211	0.2240327698705418	2.091001364789885	2.374391386051686	1.7263940076185553	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	14.0	1238.0	70.0
40000	-237.05747779528517	-25.524226578085585	-211.5332512171996	0.24548787064749683	0.22032717843983604	0.10748455394391655	0.2057178819153507	0.22098251505339972	0.0102649530184642	0.005012721076853478	0.8328937434488202	0.22607300642298284	1.0892018197388766	0.19148852553893295	0.2672887198559868	3.572050950534069	1.3917315155324919	0.13996934902123825	0.6645241819941486	0.31107179746196295	0.7692977955619852	1.4934650234673288	0.5458223630625304	1.4744860426314892	1.261005687764592	4.1290794449227555	1.3217502660518965	6.97200221723892	0.3189313447365819	0.17771930075741374	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	16.0	1238.0	65.0
50000	-235.5493543922315	-24.41211125933999	-211.1372431328915	0.24881497392967505	0.24400963488184396	0.11828751128302932	0.2293443323328752	0.15954354757257647	0.0029130387852617135	0.0065527609192938645	0.2673145455437083	1.1945086155875453	1.1207984275723128	0.4730469458044024	0.73283056851102	1.4751176233514256	1.1274687287610947	0.046283521298314735	0.7800744718513014	0.13144859633894443	0.7302404581635898	0.6803775574655903	1.0994129378430275	3.971524332898837	3.829061954925917	3.6783478852279816	1.8419516181030593	3.3092889320899106	0.17205690639693996	1.1650686210095849	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	11.0	1238.0	71.0
60000	-224.26345320598855	-15.09060446631362	-209.17284873967495	0.30669193105362136	0.25581293162843155	0.09962780183372076	0.2215898123511607	0.11627752313306564	0.07112568744321064	0.004280223592721394	0.22548272234321548	4.270088099671844	0.33784463811027243	0.3836070448616425	0.08146944065178642	0.6136639296352724	0.2442179956848642	1.4980654928300976	0.7187450530082958	0.09260927726148023	0.03969642626163173	0.15764913698569663	0.20799130145858355	0.5920439122433835	1.0348218644781548	0.7076668006414213	0.37639548284913443	1.3795024886328282	2.027677568607408	0.4330885419874769	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	1238.0	61.0
70000	-225.37478750225063	-13.020810967533905	-212.35397653471674	0.2730638380824897	0.2585253774279185	0.12011888728996263	0.19228120344839475	0.15601069375123447	0.005442767641017983	0.0058129232476782245	0.06456632015906186	1.2546677825376666	0.4546487069070589	0.1969573476953755	0.16167653235850427	0.7329324415554204	2.4134884304717183	0.727325964445132	0.12735462601183573	0.10212919682609684	1.5448979046733808	1.0342952935829863	0.21481256612216865	0.5775440850692014	1.6463402025719502	1.225602967601152	0.9864528276801484	1.6042451925251058	0.7877005514526891	0.9151431419551956	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	1238.0	85.0
80000	-234.15100214152235	-21.679776532160712	-212.47122560936165	0.23655900680070543	0.21970514913720904	0.10453766520929994	0.22867493736170705	0.2105232414910786	0.018969960978358843	0.006744979919551044	0.04479485394691147	1.623339940557418	1.2148477170137932	0.019829705616845605	0.10127043569879693	2.037752738135862	0.09143202488824535	1.2942674387608062	0.6084493964996702	0.7280627715352845	0.5226199791356227	1.3671286387559722	0.30709677324574397	1.312266212311705	4.784849491271146	1.8595545738800972	0.4403239330194158	3.9207992450927804	0.6622576589360182	0.7836385884428299	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	1238.0	79.0
90000	-224.33855922230077	-13.392980633583552	-210.9455785887172	0.1747448785071408	0.2151515324811528	0.15985139636930154	0.2073415161248779	0.24291067651752696	0.09039080558263335	0.004981665697322034	0.17587035164894693	0.3747665790348001	0.47730674666392703	0.004081264593196274	0.4301919017127344	0.5917223031309028	0.5228225165248863	1.201324118588983	0.9468828246376303	0.12621377901053885	0.34229714254969834	0.5921846810556859	0.24306424452999661	1.0511873107168075	0.6071214360955018	0.7808343986154194	0.10981299240153189	1.8410809769533807	0.6681175504197071	1.9372402584379735	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	14.0	1238.0	79.0
