# BEAST v1.10.5 Prerelease #8a10723
# Generated Fri Sep 08 14:47:51 CEST 2023 [seed=1694177259005]
# -beagle_double HBV-A_updated_geo_priors_completeHistory_posterior_run1.xml
state	posterior	prior	likelihood	location.root.frequencies1	location.root.frequencies2	location.root.frequencies3	location.root.frequencies4	location.root.frequencies5	location.clock.rate.exp.mean	location.clock.rate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	Current Tree	c_allTransitions[1]
100000	-235.44054249483585	-23.50394177598442	-211.93660071885142	0.21601727597552475	0.23283292787138438	0.17887806662457958	0.13955194144953537	0.23271978807897586	0.12746048129947404	0.0047538857853808925	0.2264816037383883	0.028096316555326805	0.8493059195497829	0.10946409390460529	1.5500715743291649	0.9383171944682146	1.7241699329050555	1.8770449899342734	1.4879775332621767	0.36058268659780773	0.6375681229747978	2.1003571106395094	1.6935220328213916	0.21079179506193915	3.1915030690079447	1.1257580253253776	0.1301977769582008	3.908991778487884	1.2924083280267493	0.05272790507091092	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	1238.0	64.0
110000	-229.38784797886856	-13.397911627376825	-215.98993635149174	0.19714334740805176	0.13004133167769635	0.22319719176872282	0.15840547017600334	0.2912126589695255	0.07316865814250005	0.004023599399617241	0.22070987008065548	4.420346957668078E-4	0.8317686793565974	3.8167427430119475E-4	0.5071769636867053	1.1117914082444238	0.20898372477416902	0.12139379771989148	0.32484692477292954	0.05468895465054994	0.46035714265721506	0.5399431335135613	0.2208625191021443	0.4760424897969594	1.2318466714542216	1.1509376241007432	0.18643980211353037	1.3415874026031949	4.0394639335085	0.6616577953779692	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	13.0	1242.0	80.0
120000	-219.77378003325032	-7.844799092958888	-211.92898094029144	0.15096130631358545	0.1477045239564109	0.1422432955590581	0.2714819665754186	0.2876089075955266	0.02362626697004812	0.006156194318309004	0.18426797868256897	0.5078319817423328	0.21936122614216316	0.010990344387794424	0.2623714615566679	0.9416451947656754	0.15733925552874256	1.4639528197590899	0.33051358806799863	0.06892503843546603	0.1072405746706184	0.08518089950387263	0.7011554876014048	0.1615566776484696	1.5258441053322667	0.921861752148078	0.0636810482204963	0.7865356211441358	0.17816010248333713	0.2326658675717988	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	15.0	1238.0	79.0
130000	-228.40483015016736	-15.048865919115222	-213.35596423105213	0.18539488573132765	0.1254262762485912	0.07677607730251762	0.3202034122295809	0.2921993484879827	0.02192503774967542	0.006240646193734834	0.16043534859048963	0.008522365646278443	0.565393322627103	0.21983421189777627	1.6245830110319333	1.637070476693084	0.47182282263425157	0.6070902058251662	0.45789735290266975	0.4467335575493186	1.790040812140667	0.029522510664609397	0.624673515380811	0.2743754727399205	2.461946162514293	1.0386661660184686	0.22893342891173363	2.69462390367597	0.16481541008235784	1.4389805974628451	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	1238.0	82.0
140000	-225.18993467665751	-15.568595109176377	-209.62133956748113	0.1776492378990627	0.20773972047003547	0.03655631450387495	0.26502828882534507	0.31302643830168186	0.2850462340348974	0.004478862403508355	0.03193464790083641	0.47718319583591406	0.3434449243625376	1.5104029229952192	0.12104409486543105	0.32917565853427416	2.7581104506954537	0.7407707413411514	0.20089890505659252	0.07581426488713379	0.5234712699220102	0.23400452881360867	0.20461946782147997	0.8042598929743032	0.9324762620792297	1.3078978197127995	0.037624123018053825	1.0928479687695116	0.5570839591720095	1.7348180535722755	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	12.0	1238.0	63.0
150000	-237.4726322080118	-27.701252891403207	-209.77137931660857	0.12492095053060166	0.20237287271814888	0.03276693484844952	0.31664498760739274	0.323294254295407	1.275653847455779	0.00431582045999855	1.0038116359843776	1.60685189479847	0.6550122438934746	1.0555880922484042	0.17958661142738214	1.2940066806552526	0.2400632813355338	2.2516288641884	2.0874982573099157	0.38529848695498525	0.4545293712084003	0.9790594716725479	0.6650967682255232	1.3873027015618142	2.4242925308897663	1.720779021339612	0.05689634820551951	3.412182291015831	1.5264845707600567	0.03375340579404353	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	1238.0	54.0
160000	-233.1769337183685	-18.257197138049634	-214.91973658031887	0.14541336238942107	0.17175720587803744	0.03761613351731657	0.3286951019952811	0.3165181962199435	1.1958843726508472	0.006884575346683445	0.21671178719454115	0.13618354909504135	0.7890126663215626	0.09408165465804517	0.6304714693366534	0.8760449394808577	0.766501227650816	0.06483727880397161	0.25551466995369154	0.051450095532795816	2.2515003272737317	0.38125566913882636	0.10304753473855299	0.27000284561985227	2.0024194135868782	1.759068039524573	0.580183647015062	1.8723856203105016	0.4407382499163788	0.7509480612660141	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	11.0	1607.0	73.0
170000	-239.67052167301742	-20.232910855707924	-219.4376108173095	0.10484169621336048	0.22466461660924408	0.02465566616220703	0.38138039833317045	0.2644576226820176	0.09557123259702069	0.0040900251832448435	0.9937285979431739	0.6918443197095789	1.2985258839243978	0.9094567245589296	0.4576418354968973	0.8820882405977722	0.2561887063954043	0.008949308843409304	0.5613733933917341	0.992563752530617	0.1762914874868364	1.1984199178565442	0.6774039484550767	0.9289360083985444	2.3489097837981623	3.3055918168634113	0.20400296524951722	1.5855452391257974	1.0977722871660807	0.809487059194075	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	1238.0	68.0
180000	-236.33274830349097	-22.92207790895175	-213.41067039453924	0.0665618062813728	0.14681216164191815	0.09706759666473828	0.4272084369818272	0.26234999843014334	1.7131458831199833	0.005191011528894022	1.078582828648017	0.4492871429195003	0.5745922644723382	0.8089921460578327	0.24265059620359883	2.332579539201069	0.11385109210456673	0.2735476684712006	1.4925509020061132	0.378187505285482	0.035700007105025244	0.3576745091234578	0.4961765543114116	0.41099481131333715	3.159305066372145	1.35242535264382	0.5851980014437188	2.563703259862772	1.2463218188736573	0.027524816154239864	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	12.0	1238.0	57.0
190000	-247.52829912175255	-23.690711656025464	-223.8375874657271	0.06522125875291482	0.14889331919385043	0.1676959313057885	0.3066854766546154	0.3115040140928307	0.029509970533261768	0.005377331706583232	0.4041262266358093	3.1712752598279477	1.635612290807074	0.4132397263603879	0.6989682341191557	0.7143979848705724	0.8786025670931569	0.5689895250280252	1.346705624122298	1.9278777079582186	1.8441967262794376	2.1946193457022014	0.727713529000306	0.010493868948419556	1.5526703762402139	2.6894101282222462	0.29378370238980617	3.810961633599284	0.01530767704950577	0.6041924134504688	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	12.0	1232.0	89.0
200000	-233.78402877255078	-15.85539086523314	-217.92863790731764	0.09014006277221202	0.04622370529264306	0.1782279472255059	0.3004631503532506	0.38494513435638805	0.009426068096405053	0.00709965910586942	0.2379184366017738	3.0326756270249122	0.32727732728324815	0.22030325171598505	0.5554598068749709	0.9041822345842204	0.5834317909673762	0.06658360276093821	1.59500146250739	0.3301623982795841	0.07585402708107837	1.5909824915388615	0.14804048496336697	0.38062670194465087	2.8218380594416947	0.9123842294136222	2.585862132441704	1.0194984249753611	0.2310535027361342	1.1996301400634775	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	12.0	1238.0	69.0
210000	-226.29463168048895	-14.163146754592145	-212.1314849258968	0.10881287310470644	0.011274611823170489	0.13913616147786279	0.34584954182866234	0.3949268117655977	0.002773769811960956	0.004839089814992912	0.3314845640002989	0.1796437985068261	0.9181023570660544	0.18680150119864578	1.5318438945838653	0.7344799737291148	1.2629512076268916	0.941152802405555	1.354417951998587	0.2715167833255662	0.22596189426570285	0.3399912526142473	0.8674906751306772	0.15157706377445068	2.8096143675561205	1.4840547902012635	0.7859348076275777	2.314276650427574	0.3852461256198088	0.29798136033992956	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	14.0	1238.0	83.0
220000	-230.07382518433147	-17.87551611700465	-212.19830906732682	0.14581166571068221	0.06676117321058694	0.12797700166100504	0.31306851454472906	0.3463816448729968	0.016077510583770334	0.005443597241550167	0.2570025955965409	0.5590905387364736	0.7891132409465672	2.9489629432036026	0.517200121013061	0.8431102851971286	2.8723515459838787	0.7124847478687187	2.2335587805092514	0.6601083614896126	0.37346586224239536	1.2449636244996716	0.9183012991624193	0.7040929719518588	1.506486089769747	1.310239385921105	0.06722511993737137	1.464558851270852	0.002950861786799592	0.6463159564334736	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	11.0	1238.0	70.0
230000	-246.88235574519777	-29.686172138165453	-217.1961836070323	0.09480199434984632	0.03699791617985873	0.13810873989639938	0.39487470822976084	0.33521664134413487	0.020222025785845726	0.006628224721700291	0.13628347403165175	0.5283544552291803	0.8135276739430868	0.2884522989321792	0.7089234172143709	2.393626299302168	2.6736365879463175	1.4826943857816273	1.7723336444997195	0.6045748987156583	1.8162946091727072	0.22456147866923376	1.3657490699604737	1.1304349853394773	2.6434526629044184	3.957753040010587	3.6636465997062215	3.982360150519777	0.6520480882379676	0.08162156947973172	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	15.0	1238.0	74.0
240000	-235.38687557549977	-21.309114604235724	-214.07776097126404	0.13706826351772575	0.137305567529984	0.059423093153479184	0.3972770229354149	0.2689260528633962	0.1324458610750616	0.005599638623025443	0.9205444136467674	0.14173309615352622	0.690714706484882	1.1247129951533255	0.8689867639012286	2.0762238819789496	0.1612003790708509	0.6409098270554519	0.1537989891674363	0.07214195419996586	0.28825085127317335	1.2722716068451991	2.196921320345334	0.5534388109622433	2.11861444895583	2.7899133215434406	0.56787206914031	3.5031725167750816	0.33598302551358417	0.2180837887447782	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	13.0	1238.0	70.0
250000	-219.7372467523061	-8.778576911716273	-210.95866984058983	0.1524611265084219	0.15033566414502494	0.02597918181181267	0.41127101137151345	0.25995301616322697	0.010875343535978169	0.005009524533201504	0.16739554276001126	0.20154460159455884	0.3003072727767693	0.49727077231778133	0.204643306527509	0.7142705237162233	1.490829576880978	0.8787861625550255	0.653009114601998	0.06138039218574569	0.41483775506199005	0.8768720553887529	0.44359199246208897	0.331273484241443	1.077615511876915	1.0396606570339066	0.6133106147481955	1.1980229266632552	0.806878742921283	0.12539234382614098	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	10.0	1238.0	67.0
260000	-245.11791404598887	-27.987100487107806	-217.13081355888107	0.12546191820808134	0.14853495557860924	0.02418119399903053	0.40766078179968807	0.2941611504145908	0.005357877449404468	0.0042241476617622484	0.8857312473598881	0.5021753695279064	0.563875170651749	0.11039152349633302	3.0473897343654066	2.171461980171746	0.08695745291561875	0.5182255237886337	0.21406636779074922	0.715247677784056	4.34174300490048	0.6691830510700894	0.9472923975798682	0.37022264040190306	1.700687060671348	5.68700366759892	0.6911082914457671	7.580313731035498	0.8853620328598827	0.07623332576962549	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	12.0	1233.0	68.0
270000	-231.0325449307978	-16.674037897967814	-214.35850703282998	0.1197561447840499	0.14159715091147798	0.03580238502192545	0.4024646631915381	0.3003796560910085	0.003919297356370522	0.005017797186978549	1.1251764905198396	0.06396559760693786	0.8465968656964867	3.433138264165464	0.49078092338923496	1.4536452508627735	0.00421085621047393	0.08507159040125294	0.29401470244027406	0.27235439453782995	0.299353513514354	1.3004356221648867	0.7195998378402786	2.734237141428941	0.38340207014299643	1.4227113801159508	0.8269700328826858	2.039487712933352	1.65998111611578	0.7119332519242799	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	479.0	85.0
280000	-223.7780261193659	-10.376453280659968	-213.40157283870593	0.11520640422044941	0.2234462560150226	0.03208488701864015	0.35838779644141894	0.2708746563044691	0.0018895377418198622	0.0052297637866133275	0.25024270475390054	0.1474329936330608	0.3221051180581315	0.774379470130304	0.7035063772514463	1.5900171049534904	0.033287495451505	0.029462321066330222	0.10794132186335142	0.3003506974804514	1.7144343892427976	0.38267128230789343	0.6129099311119691	0.3318565489195112	0.16752677341496627	1.807922455171832	1.3283061202933237	2.0349603477726137	0.30583771022421447	0.19577580077540976	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	14.0	479.0	68.0
290000	-223.15624344693458	-13.183464193861658	-209.97277925307293	0.023569531684509686	0.1817682140076297	0.06318611113750103	0.34573471680033196	0.38574142637002784	0.0063627855756327855	0.005165975607389661	0.27007833515407775	0.39626628230150757	0.8830930262033677	1.0533589220674202	0.3178059332683712	1.0256026937729135	0.07748133738669015	0.03446874406158022	0.07870352764687463	0.33369042643122504	0.2974539667740292	0.40913863540509016	0.35647852700921406	1.5607582534078024	1.931784788055379	1.011142732772875	2.170171579390754	2.5950043278363975	0.5673146343228282	1.3093830210829307	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	12.0	1238.0	64.0
300000	-228.5657541882366	-14.046554495392714	-214.5191996928439	0.03462255939200976	0.16346160031848356	0.06415870490160755	0.31278356588536943	0.42497356950252985	0.0035688194138356662	0.00483450392747704	0.6279871763409872	1.410898278196172	0.331158876690879	2.201983026326813	0.4247678372738735	0.5630653653199397	1.604345543524056	0.30565670693794506	0.31386550178568345	0.26006754692716466	0.1372382495554904	0.7982278502923222	0.21387967797623725	1.3122897129333437	0.8641977706592219	1.1332719260293982	0.8829379802495722	2.7737478436149163	1.011573043530227	0.6971081510839139	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	12.0	1238.0	67.0
310000	-224.8444078425793	-14.276054048752513	-210.5683537938268	0.04968208524360802	0.12164053304357729	0.028224790042889004	0.3613808196316499	0.43907177203827574	0.01983148890632255	0.004896650460958801	0.3906457064630268	1.0723248024906165	0.5504806709241666	0.6062183403006247	0.16564436567782953	1.2285300355418929	0.2106544310188396	0.29162666223888806	0.3783213663815583	0.04355707393481769	0.5802888320694053	0.7702309996583758	0.2679802988559277	0.6705761361594045	3.1031547244374047	0.822991010427894	0.05864902535901501	3.036308939654874	0.9686237219404272	0.8091762291637263	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	14.0	1238.0	63.0
320000	-234.69099180741753	-14.162227452380746	-220.5287643550368	0.08551116752804155	0.04554876571732006	0.057042762230464866	0.3682010377124625	0.44369626681171104	0.017610428925506405	0.004503744608770936	0.0987942780414642	0.24615511125192532	0.4410660068538156	1.2444843889324713	0.01452409721054998	1.0374669405974348	1.1163897328773125	0.10645415408978248	1.8051461815794352	0.6822156086460138	0.2643059953594528	0.44867656527057737	0.47383434401718727	0.23078454089134265	1.7975839390722679	0.6773261870642358	0.614240174162423	2.546742984388567	1.3868266578760837	0.8495888966384317	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	1242.0	60.0
