# BEAST v1.10.5 Prerelease #8a10723
# Generated Tue Sep 12 16:58:44 CEST 2023 [seed=1694530707738]
# -beagle_double HBV-D_updated_geo_priors_completeHistory_posterior_run3.xml
state	posterior	prior	likelihood	location.root.frequencies1	location.root.frequencies2	location.root.frequencies3	location.root.frequencies4	location.root.frequencies5	location.clock.rate.exp.mean	location.clock.rate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	Current Tree	c_allTransitions[1]
0	-1009.2562555356434	-27.712853134066464	-981.5434024015769	0.2	0.2	0.2	0.2	0.2	1.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	1549.0	2044.0
10000	-321.0059515090442	-11.666834471387611	-309.3391170376566	0.24090362692684694	0.17619313000844647	0.15659939633730893	0.183245429405693	0.24305841732170466	0.002349543453766898	3.0527924923293436E-4	0.11923796464322384	0.08286807982733962	0.7994420505052006	1.0848381315709958	0.4174065336095283	0.9334590468467486	0.6355893975563306	1.5814785404589573	1.9122021623040872	0.5883177205520486	1.5966910245158539	1.7700749899131254	0.14118776938653768	0.2941777358962359	0.05916356736253977	0.6123035184563731	2.5573838690609523	0.6377116224418878	0.8184188888405566	0.976576970715423	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	1684.0	79.0
20000	-329.1143469709541	-11.058216498922967	-318.05613047203116	0.25621676602813004	0.22762282992761604	0.12675296438542882	0.17906848316766472	0.21033895649116047	0.0012194508445635649	4.228216998999426E-4	0.17070295896982085	0.3553457155860496	0.15200574258767938	1.0747796274279324	0.40490791346572746	0.11519005888578242	0.8280794082479436	0.22198464513284602	0.36190363184468255	2.319179226960627	0.6268386266316262	2.9847965000086156	0.23114144761237188	0.5557506750722746	0.08582470092682808	0.9639035579525189	0.33209215758338023	1.9949241351309108	1.0284314032681507	1.6876918544682231	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	15.0	1019.0	85.0
30000	-336.06667692389385	-20.762958766997354	-315.3037181568965	0.15239627051840784	0.3276313223033983	0.1157556085259395	0.21170626969341436	0.19251052895884013	3.634543212854359E-4	3.068559856741433E-4	0.8138033482359469	1.2029268882933586	2.080758302997862	0.6316984497205731	2.1203792875076926	0.09657701374848317	4.412980672978506	0.11768395792239618	0.057941134807322804	0.3242570076566516	0.49221635178143563	0.05300772816444488	1.3794828122991285	2.0343618637985377	0.32969901171660315	2.966278909333524	1.150932410173848	3.1017340898321883	2.5656407450794187	2.3284296557273474	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	126.0	82.0
40000	-323.7378125381469	-7.223449651519015	-316.5143628866279	0.20191729359910457	0.2995599107878255	0.10027518587767127	0.1754991206249647	0.22274848911043402	1.354631986697536E-4	2.970443521863858E-4	0.39163601065203774	0.3838617342444061	0.061671186566090205	0.425191317329664	0.42176093444163976	0.6413795470845963	0.5492275865926347	0.028496970161392687	0.2994008274497614	0.760848186342765	1.7025836604899554	0.22295134543544706	1.3721614623074707	1.347451543109424	0.49765335619388384	1.7358849602102548	0.01537864385551971	1.3743229309957494	1.2521595515030641	1.631639279217369	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	12.0	1684.0	80.0
50000	-329.3437557735705	-18.5458152395368	-310.79794053403367	0.15655115094384295	0.26600609227091226	0.18453813226411953	0.13806848473734598	0.25483613978377945	1.1766784939760966E-4	1.9409777321313646E-4	1.141869337089471	0.24805825376077145	0.5530369743397386	0.52715433064046	0.7116963418933424	0.07811335889826197	2.5610500337620397	0.06844228896458668	0.43435876496455733	2.682255694183464	0.975977346796414	0.17679758440267948	1.3450878858741964	1.8411503172998729	0.1267413908224934	3.6709619311021466	0.02506427223574986	2.5966320328242074	3.2643733237553767	2.689425332072159	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0	875.0	84.0
60000	-324.9802831725489	-11.305456814480596	-313.67482635806834	0.09929214023999726	0.2906573810746712	0.24855658881262235	0.11085697451977503	0.25063691535293453	8.064845905827218E-4	4.691697423169719E-4	0.5728459227490896	1.1061112575736016	1.2075308925361252	0.816105665312482	1.1557912517191675	0.1975290385180511	1.212206636654413	0.11500026329676498	0.8345784114177548	1.0416786554420336	0.14963037188920916	0.1245463168932327	1.2443392342537143	1.0731522581712094	0.09243326893353401	0.8882168499198493	0.02891568047410963	2.6973250064674925	1.7075957406169087	1.866880895588514	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	1019.0	84.0
70000	-328.22034208374737	-17.625331077616057	-310.5950110061313	0.08616519404826044	0.28192158162672853	0.26694108608194744	0.08748228377166317	0.27748985447140073	0.0015096241812413765	4.110522945379406E-4	1.6982535073536906	1.5245552926363677	0.7829925912304666	1.1033327179605288	0.2963546345720528	0.04354553226695615	0.6832318246067668	0.8359438610643432	0.43171504502590524	1.1213338263559627	0.010856020268609132	0.38683737984306427	0.6907341544503562	1.2417655838220418	0.3224179886374217	3.971764697961032	3.5598149872323237	1.554474374082989	1.9960313740034137	1.5650429464164997	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	1019.0	83.0
80000	-333.34949875997006	-20.786164374891964	-312.5633343850781	0.10241666644602446	0.278401456788189	0.30138638220914465	0.07760374572553559	0.24019174883110664	0.019517238550296453	4.582134409580607E-4	0.11576719295937213	0.6091057080256574	4.211902089912519	0.3721072876772684	0.8056181059263121	0.5848834819475836	0.17053551745713316	0.7217807250535283	0.4456975718523546	0.2863615905233182	0.06478096265732763	0.5595867191174629	1.2279272510169597	0.9008852160266935	0.41497235886421846	4.036080951267009	0.44188066072609455	3.8123656929240757	1.7205494805481667	1.8796936712596437	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	1684.0	88.0
90000	-324.72212000712733	-16.33854798134565	-308.3835720257817	0.12892489654157457	0.30680432242452454	0.30691837930881377	0.0928759494322975	0.16447645229279004	0.0015228391367629762	3.6376493358525666E-4	0.0884108088870205	2.1486184703987687	0.8982833300013188	0.5383626801418355	0.8058875925512693	1.8513943842227938	0.046309466286163364	0.18046892997859326	0.17747074138191354	1.0946882895717354	0.2765145096889679	0.18105065555985553	0.060959659517287504	1.0103188709412183	0.667237289944078	3.0506502590787328	1.00152273402049	4.339744392557382	1.1313657575553293	2.4064547195237513	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	14.0	1684.0	83.0
100000	-329.908997754946	-18.342431473587844	-311.5665662813581	0.12087919925187984	0.31947321801102846	0.3330846164276521	0.054124982620437356	0.17243798368900265	0.001016651044037973	3.6998758737941275E-4	0.36951136174414567	0.7891530957440746	1.7522853341639515	0.2613769408970328	0.7772376959438821	1.478047923275911	0.40013303862286015	0.7563038332811294	4.523546063611036	1.0080408374817753	0.9629679484836764	0.27227260171111467	0.43732165473917145	0.8359809642142957	1.538289684020856	1.2483781056017536	0.05811235635344847	3.6463411306143723	1.3608822266902278	1.9647061429602282	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	14.0	1684.0	78.0
110000	-330.84663446785066	-13.29115331360051	-317.5554811542502	0.12119518669936158	0.31456688207420735	0.2740187790873332	0.08803475988340045	0.20218439225569793	8.401307157086852E-4	3.966927654813429E-4	0.1281712172056795	3.28159585665113	0.24486728579668304	0.20090372412354665	1.7892571040278484	2.2651989301718847	0.7821769172355543	0.12985337450170065	0.7245441880584917	2.0981681752816654	0.3594845793992468	0.5017416251515059	0.6748072780579749	0.5979811960987887	0.14119282285645648	1.5239920113938314	0.019064520375311617	2.5124737849506897	1.1049864464562242	1.0858900794842195	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	1239.0	84.0
120000	-323.6626846569635	-11.844135732676264	-311.81854892428726	0.1140311071912503	0.27767332718912974	0.2866073140264295	0.09558047004481743	0.22610778154837344	1.9995492183862005E-4	3.1445370107637883E-4	0.8418905968919054	0.793674403034003	1.1762737854274625	0.30174469140162175	0.5911274845076904	0.584862463193622	0.48969818837416035	0.5253022597988826	0.4411731057323454	1.5665770907645011	0.0668882224974688	0.37820697964167355	0.49346040073135267	0.5066030320023042	0.011529624170004598	2.4348420241135744	0.3447888669172965	2.7344071262168264	2.5183822008347776	1.9666746381411377	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	15.0	1677.0	82.0
130000	-324.56749664010374	-15.549255152813895	-309.01824148728986	0.11740887226472538	0.19130727519582338	0.2947922746585073	0.1502099478523368	0.24628163002860756	2.929288532262103E-4	3.783977141889681E-4	0.28010399386183005	0.7360430822344977	0.4512217990370102	2.2942686507187915	1.009630444809674	0.19280946907757762	0.5787052116970517	0.3211110398997579	1.6304424704307545	1.4258958070731478	0.6857709113014477	0.11115451064809528	1.4436896010406552	0.7560189070556228	0.05613637872624829	2.7228516913660505	2.705374221901834	2.886670988987794	1.0511610729853909	2.028835833598537	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	1677.0	85.0
140000	-325.93996407191105	-16.125284414165694	-309.81467965774533	0.11981693172767752	0.1786341066253799	0.30282979466142346	0.1291640078319025	0.2695551591536172	2.7826688489871577E-4	3.6797804390348966E-4	0.746377837676891	1.0632630884444942	0.666526658217059	0.6874776301931907	1.2335623173102064	0.579930410720935	0.3159336353666512	2.528210191616326	0.29071934082011197	0.8450277842670549	3.636205946483251	0.15151452696950052	0.6066239520662978	0.49696471956076527	0.15437934073764742	2.3192846830312623	0.8172052073661239	2.7171040692000266	1.4803803977672392	2.208959687955743	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	1677.0	86.0
150000	-330.9016206145386	-12.939454521744747	-317.9621660927939	0.06038086345234264	0.15740036051989414	0.3569828198916053	0.14808461626386735	0.27715133987229107	5.201725409768504E-4	3.487742053268356E-4	0.0509725462776862	0.4688211789649935	1.3489424800639	0.5992776693281079	0.8027415486427684	1.0209625535523952	0.4156664640590214	0.5962423246718715	1.807635817720146	0.7764595507149222	0.23213379221067348	0.21667124007452185	1.462403091685142	0.24905613278073033	0.7841675788423904	3.410505395482099	0.8661282961808652	0.9815966820154771	1.5125199568442576	2.4703217974919003	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	1684.0	85.0
160000	-321.1048412405526	-12.89636456752586	-308.2084766730268	0.007774797605244253	0.14210799797581922	0.4049443841833284	0.15010960050626818	0.29506321972934063	0.0018215439062093364	3.717974716962247E-4	0.09823188850815302	0.776242834009324	0.5530092524491242	0.6274048872060496	0.07007240162476448	0.13660581176655517	3.3802446010662957	0.7472436282648992	0.44587744179243266	0.9958239394050131	0.1400296178691732	0.8908353408055889	0.22093481562555722	0.4532385067003975	1.86259149217854	1.8052930675042635	0.46040994409328967	3.102514431280163	1.2798948333224522	1.1094499622717713	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	1677.0	84.0
170000	-327.09273696571785	-20.8596638322024	-306.23307313351546	0.04944776833077642	0.1452153382924033	0.40719564540649206	0.14934054470278338	0.24880070326754528	0.07384373351504601	3.1708658877549223E-4	1.4100535903598674	0.6495699948937302	0.3769440915847652	1.216517450402194	1.068545627553476	0.5567692357941558	0.7157327046422874	0.36528845054627634	0.10186789611453652	0.6614653871837767	4.366707377956448	0.5575984850337556	0.1303925611700084	0.42586658292265217	0.06239321753576304	1.5797589949531547	3.601830261086703	1.4862800013046826	1.1576843930129121	1.2383876551911983	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	1684.0	81.0
180000	-323.64174843521425	-14.360671961636207	-309.281076473578	0.04185354769256043	0.16044741334470344	0.4154989298681048	0.1790871600548818	0.20311294903975005	3.752371610048292E-4	2.6246701433717425E-4	0.11923584116553791	0.8127493886320721	0.8715522420286845	0.06870887167902823	0.6333786295900461	1.2062252631496004	0.648280427638516	0.30889930411326544	1.3276039178439076	2.8411148209859656	0.21232449845472934	0.17663455284382926	0.2371937514788363	1.1446763917277025	0.27517734156403184	2.7923210979604822	0.7233064645187057	2.9367988715535014	2.1698864014860026	2.449378867982339	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	1684.0	79.0
190000	-317.49418704846613	-10.311411700062676	-307.1827753484035	0.050761775786730946	0.1831152693781992	0.4486286477883835	0.1430362728665597	0.17445803418012734	0.0037220911525896127	3.173996846333937E-4	0.0017811104323588037	3.443025703431305	0.42330018879530684	0.006693950460751901	0.4667660526818394	0.09175093738559148	1.8048440309177791	0.8034248736928394	0.21426781028571565	0.24433463767513466	0.9745883819079136	1.0839297642175598	0.22238512154936388	0.3235224939482218	0.0417371025513838	0.6295813660916898	1.3816389808610665	1.6039153363596126	0.7367511259175384	0.8411096588464947	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	1684.0	85.0
200000	-327.3322300441573	-18.646183266695623	-308.6860467774617	0.01962783095894797	0.17101888279086494	0.4439995969628262	0.21298868566563078	0.1523650036217309	0.025063933332355726	3.270091842928656E-4	2.695982463681504E-4	0.32195822519115824	1.1532209090040237	2.441165580267867	1.5780573975649432	2.937194587708683	0.8176523487160107	0.6658697427624881	0.7950403748027619	0.4846704358007128	0.1458006944611433	0.09956603627359861	0.3710144377754262	0.8752892627911482	0.014781579532341431	2.1552162219898268	0.9608983136749873	1.9187717326507583	1.5040154319143837	1.372143287514904	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	13.0	1684.0	79.0
210000	-326.53717014795166	-14.693617709644176	-311.8435524383075	0.01763203407184626	0.12631971058489305	0.43433862135589796	0.27968929386011254	0.14202034012725065	0.01139910393197247	3.387924146363213E-4	0.385089726827317	0.412680713969547	1.5460073308173532	1.244698604281631	0.21943702067593257	0.4949012774552521	0.10023161898026368	0.45192151632827626	0.07852088677444403	1.3285050305860289	0.0618336383219404	0.0029138077462832136	0.44548149546608395	0.4442465278859361	1.1587885637582016	1.9937541655925182	1.2675332253640126	1.18988631282738	2.093570221733107	1.7000891456071434	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	16.0	1684.0	77.0
220000	-323.27838361422664	-8.769376925476108	-314.50900668875056	0.0351050508097566	0.12130940222953204	0.46012117208006803	0.2601160227369659	0.12334835214367798	2.71303126917614E-4	2.288159681444852E-4	1.9267106072171318	0.42264934363356177	0.6434550853283308	1.436448031246523	0.4718670319666124	0.25368480793995435	0.4775532318162228	0.5099702493662271	0.5687425147863016	0.7123972401428565	0.08230376064032074	0.025655475060274928	0.42511939905892426	0.45023807949959177	0.6513802113710224	2.250714748043437	0.04641199321050384	1.7321644304745973	1.380533688396099	2.7787559017314027	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	875.0	88.0
230000	-324.950593881878	-11.805119986702262	-313.1454738951757	0.07861067352649244	0.12132464410855744	0.4806851324027179	0.1356193126323062	0.18376023732992647	3.38871738335725E-4	2.0465959755190053E-4	0.7949587479042745	1.530042102914232	0.37695904566006355	3.0045547480094146	0.3554494989210964	0.3220024781911121	0.4868072391906859	2.9039312703887004	0.5968752972133836	1.3407800638193255	0.2375313461938791	0.5161027364145769	0.5435862439176318	0.36127958712141006	0.1069008071535325	1.0964093976291036	0.7868597973442465	1.8855759498653966	1.1259537001248163	1.2757834971497726	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	13.0	875.0	84.0
240000	-326.2169432436383	-18.02611808072195	-308.1908251629163	0.06610330722541517	0.1399051025394557	0.5417870048570084	0.0582568094130853	0.1939477759650362	2.49359351451158E-4	2.522340787401612E-4	0.2006731141900803	2.1842857302054295	2.01581672208751	1.5264688382153786	1.2695420870350747	0.6869079084084446	0.2927627545876706	0.14159358694685165	0.35082041831196886	1.4375539923091476	0.1399897795931889	0.3451247865291682	0.6018099674389671	0.8788321245983273	3.6607115480214123	2.811936379592607	0.34793735842986473	3.4464326560329037	1.7353619089799126	2.1096946597483517	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	875.0	81.0
250000	-327.8934973385686	-19.349405877151522	-308.54409146141705	0.05911215547765488	0.16549127492467272	0.5839247897711424	0.014494492435544633	0.17697728739098606	9.116280323619327E-4	3.3793859366216525E-4	3.6910906989282766	0.22740083599783814	1.1182651844874516	0.9453260357218927	0.7927179232642141	2.2862415872233837	0.6315334142973373	0.4939563210710608	0.027541108539333375	1.9892875731877615	1.033591607371594	0.8087774733728254	0.7221954612127058	0.8617448206475345	0.8259512919482818	1.6878072923105334	0.9438541911833003	3.1829138345584993	2.079422059180157	1.853919305069586	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	1684.0	80.0
260000	-355.6838839901419	-32.71428033081656	-322.96960365932534	0.05742451491426227	0.10422388163988715	0.5955851518191888	0.07121382987295158	0.17155262175371075	3.9362913916111817E-4	2.9466777609890777E-4	0.1719002152874729	1.8854896135501273	2.421363064708124	0.41358055575864	2.634945325621545	0.10730793356514406	1.0029767984587683	0.08250026755181399	0.3667063602880993	2.8835061100228585	0.2430540168429444	0.5588868354830954	0.3264622196609499	0.9922715704127432	2.5182010747513797	9.249392712746126	0.14125692187815606	2.1586555467770085	2.77950657173843	8.50824593865447	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	15.0	583.0	86.0
270000	-323.93206911734364	-14.297616832837784	-309.63445228450587	0.0399602508986247	0.018299059339623072	0.5741849806716259	0.14368610729822215	0.22386960179190513	0.0012896349797815719	3.082140683112762E-4	0.2818098393349154	0.580389202772648	0.24727009796700639	0.5022910509563495	0.9650717638736227	1.2512861116133989	0.3584573674542094	0.0046405362902726425	4.652698213514601	0.7160662974030265	1.7948834883671163	0.8871631542636063	0.5408087662359097	0.3184193740805637	0.5895876155634084	1.497695721022646	1.0003977140412617	2.0204651555587145	1.6586368974024361	1.1725343041725853	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	403.0	90.0
280000	-327.03438132530346	-18.466792094328174	-308.5675892309753	0.014944301296542084	0.015157007170896426	0.5964897687172562	0.16085110112839532	0.21255782168691098	0.004640652331908922	3.2713130627450596E-4	2.158737748446037	2.1252762090631645	1.7167073156380974	2.0329485863074113	0.584610679643302	1.2681785544950934	0.9510593089988459	0.25308859405049755	0.4045288098615508	0.4667253686522771	0.3982503989448658	1.1750297005145987	0.2876490099026569	0.7033886664452371	0.7817805795193121	2.8666602325559176	0.8454345143331117	1.7886620558249136	1.1373715557946162	1.4144314975764156	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	1684.0	80.0
290000	-326.13011382956427	-10.098760518123207	-316.0313533114411	0.029685736450885094	0.023837318621116505	0.5709369316481648	0.1340241184544176	0.24151589482541647	4.256602932154987E-4	3.5305372722851323E-4	0.7066737145210309	0.15738997009278996	0.8487558457962633	0.3052219603494217	1.762638023253699	0.5580794638051136	0.2741856385890391	0.5987057541200635	0.36876586617909207	0.9223545614835609	0.3813975647815321	1.0185315365043683	0.5363887982623268	0.3484819563049378	0.2047710500295584	3.0905108760066757	1.4525450139619602	0.9935112114475981	1.7624564613938345	1.3454279233070945	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0	1239.0	86.0
300000	-331.5301513139668	-15.47879979899663	-316.0513515149702	0.03712704913521501	0.017347800030450316	0.5452602639283758	0.19938656777536454	0.20087831913059492	4.1786259722127516E-4	3.8628224845968506E-4	0.37575825665651835	1.2091995071646569	0.8788000547781138	1.4227260073893597	2.1002606557711547	0.04696965558524416	3.104895054208513	0.04446695044039073	0.6101141047238566	1.4481929478761222	0.5232074971447193	0.08642397043430436	0.22345039466554667	0.8367792761517928	0.005946186087107018	2.5036171036282746	0.980475213516178	3.3369606494064796	1.742307348932178	1.4690208781130512	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	978.0	82.0
310000	-316.3780796455225	-9.773692212887546	-306.60438743263495	0.024380972701873956	0.05117498469370514	0.5626537916735643	0.21906038399984412	0.14272986693101275	0.0013678753965674043	4.2481788231231E-4	2.2645495873574015	0.12811540373646904	0.6309206184950545	1.5187299886501064	0.9839967019244428	0.26886391894764355	0.15483825350399877	0.0670366167157698	0.3899129825674227	0.7857370002328447	0.7886720769483602	0.5390286085441486	0.30778197149286385	0.43243661079632295	0.30647804622689384	2.5386575503275246	0.061752796976668946	1.937774545574996	1.1025044714298666	1.053587315553795	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	1684.0	84.0
