# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 06 17:32:56 CET 2019 [seed=666]
# -beagle_gpu -overwrite -seed 666 -save_every 100000 -save_state checkpoint.state HBV-D_ancientDNA_HMCskygrid_geo.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(AncientDNA)	age(AncientDNA)	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	default.ucld.mean	default.ucld.stdev	location.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.MiddleEast	location.rates.Africa.Oceania	location.rates.Africa.Russia	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.MiddleEast	location.rates.Americas.Oceania	location.rates.Americas.Russia	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.MiddleEast	location.rates.EastSouthAsia.Oceania	location.rates.EastSouthAsia.Russia	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.MiddleEast	location.rates.Europe.Oceania	location.rates.Europe.Russia	location.rates.Europe.WestCentralAsia	location.rates.MiddleEast.Oceania	location.rates.MiddleEast.Russia	location.rates.MiddleEast.WestCentralAsia	location.rates.Oceania.Russia	location.rates.Oceania.WestCentralAsia	location.rates.Russia.WestCentralAsia	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.MiddleEast	location.indicators.Africa.Oceania	location.indicators.Africa.Russia	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.MiddleEast	location.indicators.Americas.Oceania	location.indicators.Americas.Russia	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.MiddleEast	location.indicators.EastSouthAsia.Oceania	location.indicators.EastSouthAsia.Russia	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.MiddleEast	location.indicators.Europe.Oceania	location.indicators.Europe.Russia	location.indicators.Europe.WestCentralAsia	location.indicators.MiddleEast.Oceania	location.indicators.MiddleEast.Russia	location.indicators.MiddleEast.WestCentralAsia	location.indicators.Oceania.Russia	location.indicators.Oceania.WestCentralAsia	location.indicators.Russia.WestCentralAsia	location.nonZeroRates	age(LT992438.1DA29/Kazakhstan/1195/Kazakhstan/)	age(LT992439.1DA27/Kazakhstan/407/Kazakhstan/)	age(LT992444.1DA51/Kyrgyzstan/-280/Kyrgyzstan/)	age(LT992454.1DA222/Kazakhstan/850/Kazakhstan/)	age(MG585269-NASD24SEQ/Italy/1578/Italy/)	default.treeLikelihood	default.branchRates	location.branchRates	location.treeLikelihood	skygrid
0	-496226.0768303101	-53886.25140032301	-442339.8254299871	2246.873306134997	-234.87330613499716	5312.474536791933	2246.873306134997	-234.87330613499716	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2300.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	1.0	0.9601253872388538	0.33437363134831777	-0.04063613779059435	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0	849.0	1641.0	2200.0	1167.0	439.0	-440802.69874958426	-11269.5350994549	0.0	-1537.1266804028328	-31890.455306481817
250000	-171571.6759991182	-18461.657561714484	-153110.01843740372	2841.9747578702295	-829.9747578702295	12428.23570104333	2841.9747578702295	-829.9747578702295	0.18815902335262938	7.186140180098393	4.950784866706232	3.4739211192722936	0.7922096214449698	2.01598924929657	4.888782713625393	5.738946126164923	9.398075111309073	4.409188182886034	3.6450404157721854	2.1547369426199996	4.829813977709598	5.056620986494931	6.428801498457314	8.294193106933395	7.645986017689744	10.101739547726153	10.999898788013997	11.402477860610759	12.58741068369804	13.115628626858108	9.905747863340604	7.785041952427128	6.883440619596726	6.3421770806209725	5.530682222486392	7.688643288714412	5.637058066625724	5.8273526461900715	5.843254980244223	6.448508542285842	8.256542929865716	12.825681557804158	12.16153558471501	10.483946609944374	10.579154116261961	10.28970652622641	10.448475309950162	13.748721164389579	13.380367704268064	8.977306512863132	7.575318416207326	7.272049277215911	5.539922037532524	5.6314014835857575	4.4042128795951765	4.599210443823194	3.5301097440897693	0.48480467251621023	-1.0530705057737573	2300.0	3.159526609711226	0.330510635770423	0.25235532492140644	0.16451684030236266	0.2526171990058082	0.37318700841227587	0.006637678710103851	0.01694534544422467	0.010627855486415762	0.002653444391678606	2.3635016161474454	0.0037070710330369336	0.01062785548641574	0.13106731165909147	0.5409458908381748	0.28334423711930007	0.9902917278852079	0.12613131820275175	1.0356700576837399	0.7004444458097052	0.38244845588587073	0.552489103488616	0.9162419415112568	0.06322015458723819	0.36835781466694384	0.39563776497490216	1.3173984629100723	1.0106950121641887	0.08708016051757397	0.2696501615368842	1.6234546183819476	0.3262870681832292	0.621756818458522	0.29289100224676795	0.6110879963241433	0.262672386397753	0.7941218309697564	1.8767621524621594	0.08958694559879045	0.41047313189462786	0.5711238987730828	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	875.3894173022413	2662.571524937408	2841.950349359173	1217.6951011944032	599.5193471667035	-152052.87261270278	-11269.5350994549	0.0	-1057.1458247009398	-6298.63427898062
500000	-159707.35662609004	-18341.981761763946	-141365.3748643261	2664.262659255525	-652.2626592555248	12571.639980185368	2664.262659255525	-652.2626592555248	0.17754524336664787	7.323287927397675	4.9279064860363935	4.350040463153792	1.0070199055188291	4.773809062521131	6.498771105098851	6.535807924447016	7.925802333138155	7.296686599796525	6.797561559204649	5.6699020499413315	9.656027929879363	11.018433579092152	15.398535863244852	15.52850661452743	14.118582635111759	11.728016990481517	11.831886156439614	11.954979434750651	7.5979296388242785	6.179575313667535	6.397628618234071	4.964953340768401	4.372366248273211	3.2155646968491585	6.135384398788984	4.945088906103834	5.271759664179747	4.383553923550046	4.433943559493033	5.957484736387543	6.25041820140444	6.2521098238594615	9.665577711068941	15.467550927210599	12.763493593400005	12.567303940249843	10.839480087300169	7.388755314853031	7.921846381166611	7.700467003524035	8.821907233858328	10.570650699956209	9.627024343191067	8.583723645124124	8.613192337099072	8.462023431400828	7.99855844329376	7.485968487234813	5.680581460747386	2300.0	3.0534301865117	0.334205314726833	0.24792208586574085	0.17315295107579476	0.24471964833163196	0.37337071107867154	0.00528634919413708	0.013195658098920315	0.009765291903461922	0.002158212766197487	2.3592445783658174	4.931124686077638E-4	0.009765291903461922	0.879510109103653	0.9116458705445155	0.7155089547832664	0.07210183911074829	0.7665087543804101	0.6158543394378437	2.0350540242616204	0.6503025289477099	1.4842212130720989	0.21228588668830473	1.3506542177991423	0.06786343803350506	0.18205454475149402	2.4801385234052353	0.8141209582782908	0.05972405217536884	0.7367898775260431	1.119076543496419	0.623460174704743	1.0851186029561504	0.48247311108809715	1.3018887331651996	0.033859084865534066	5.081433276251483	3.6474483944584732	0.21333861856553263	1.3262862660467183	0.6511583875743672	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	13.0	877.2906049249312	2662.571524937408	2207.477485326638	1150.8223801424977	447.28009799768233	-140509.8999571202	-11269.5350994549	0.0	-855.4749072058999	-6350.768647772053
750000	-153189.37957168068	-18333.720065924143	-134855.65950575654	2750.9974152683967	-738.9974152683967	13242.021733108355	2750.9974152683967	-738.9974152683967	0.23734817436001285	7.375500857707125	4.630931608444147	3.463692757436363	2.34331337346939	6.141047947069557	6.953447956432217	7.8002446357620245	8.739454253498671	9.613274024808549	6.028399682323692	7.645776364769909	7.547436351614214	5.980477826080198	9.678604881355275	11.214661052355611	7.7573555519326955	6.63525589323651	10.5917220254908	15.719182229628908	12.921263991830218	10.880027544936707	10.086325924119517	8.686416953525399	3.473171538207622	3.634042427156768	6.5994874186781045	5.486787390955972	4.937444016875731	6.975429257076281	7.595686660991929	4.6635262780461515	7.249198738691491	2.947062222646023	1.5355199124414232	-0.6389118170803123	-2.4309244682149234	0.22186249713303513	2.49737571221764	4.696790961351109	1.058124128650863	3.872626517091869	6.716052301050648	6.909966535744086	5.782859873272588	3.9138987330070183	1.919388127136961	3.9333278113132146	8.595527720648947	5.567822727338349	5.4078681612977375	2300.0	3.061702388744986	0.33169933868049967	0.2547681432094296	0.1681968239293819	0.24533569418068985	0.3768613831344272	0.004561915271885587	0.012111478979611083	0.007877004442681294	0.0017250692661810614	2.2054589553079738	-0.018353415835170122	0.007877004442681277	0.3477314222814689	0.12283540545339833	0.9983565252956328	0.40949335953818283	0.0105416475154616	1.218003170070245	1.4454605228488564	0.26487673499897035	2.2701131915565402	0.8348708410778161	0.09749522645891741	0.02114074369550851	1.700162227791962	2.5140354873493123	1.5336342531224012	0.03074451112150089	0.3702215910330775	3.0566223685277953	0.6365887838477877	1.0799345041697201	0.6590890443369207	2.3133863286867586	3.4492571295313246	0.11978420305134244	7.545318647240684	0.7110533849555076	0.4324791621410989	0.08973085653662584	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	820.0794119261603	2662.571524937408	2211.890690060828	1152.3819310661072	525.2309057367598	-134108.1984481477	-11269.5350994549	0.0	-747.4610576088194	-6363.742216538624
1000000	-148320.0079272348	-18385.59954441166	-129934.40838282314	2680.5709624968854	-668.5709624968854	13610.38846679703	2680.5709624968854	-668.5709624968854	0.11261734365036258	7.4762784206080894	4.797937261712062	4.0732909046520245	5.767143491001409	6.297204203193196	11.3223980429348	14.315671889754746	12.911234105396646	11.354976195133949	12.233498814218532	16.714797416827675	10.60016705934862	11.817945006764868	10.901857464374684	17.38751429565715	13.886854546452836	13.705199286057468	19.36873911361955	16.338902434000687	12.087305925156924	13.197502704595912	10.515741554993557	5.606116976968533	6.146791189467537	5.053829807229736	9.031823152384813	5.0459105153411015	6.53583256317396	3.3270374520427817	0.8962891746316572	0.45048043187231274	-1.01334525327404	-3.6522101312878212	-1.3285193609441108	-4.144885143258655	-4.752144154424587	-4.081084128327791	-4.293570154627234	2.878590071186733	8.901451821982787	6.906230544465529	4.741481535020762	2.198139239250171	-1.4958882572946395	3.943119866792584	4.525170181592384	7.407787145583686	7.680199829635096	8.980327529354087	4.998209111305831	2300.0	3.0189319900204574	0.3317049376542006	0.24992567777418903	0.17707388763618578	0.24129549693542582	0.36345557147493057	0.004401421348266708	0.011887709785648673	0.005856961202787714	0.0017240423452346476	2.2307571693978856	-0.0065120135275799265	0.005856961202787705	0.07799755663974942	1.6872553585561534	0.5104084815885239	0.892290104291679	0.11073223868241747	0.7504356491107199	0.781933371828262	1.1220416350762659	2.291971677314819	0.8208555879413493	2.2788427686096258	1.1923693833143614	0.7139991833073138	1.3682638027178675	1.0747933922312458	0.1933558113226549	1.3153222872321768	2.9489063124604566	1.6342957995803444	0.45214688322770746	0.8588675637123173	2.052711203713376	0.4184174078316427	0.39929890045432154	6.485718521250047	1.7089236796347977	0.0782316966851294	0.37326854280035937	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	814.82426955465	2662.51501024447	2196.895711530169	1153.8875809034746	481.879071263529	-129240.09371651063	-11269.5350994549	0.0	-694.3146663125071	-6446.290031913401
1250000	-146054.85248470103	-18365.92498660604	-127688.92749809497	2714.7932040903825	-702.7932040903825	13617.245613110377	2714.7932040903825	-702.7932040903825	0.5291468069853242	7.493169915505903	5.0645790415555485	3.684623860701259	5.311326088643818	5.95209897958289	4.991478958511634	5.553560844467949	5.573447010044475	4.295178453481203	5.6330093522862565	7.22092274647704	5.827203308060675	6.915050391946313	5.3054259209027625	6.427272530189569	9.722326920251307	10.586533224983839	9.035408787666354	6.00797629888507	5.247419898223661	5.350237388764172	5.1385048322025195	4.60933666477062	4.8958811924300365	5.695325687028774	4.273417696588333	3.4631264110755104	4.5625833073041475	4.305501393624236	3.1584010733103836	3.716068920938228	1.7140880680461108	3.5583712569484702	2.287135107475588	3.951963910009041	4.239805806517717	3.1796433827628783	4.3396819487413225	4.635727917983137	2.720289729694449	1.8513357881058874	2.3642040711944734	2.7037819591105214	2.157708201833898	-0.5733129090683287	1.7247990876580022	0.9525037298932744	3.492110704821954	4.2893394969832785	5.743655992514969	2300.0	2.863900445234191	0.3265230134718451	0.2527021452322597	0.17555703334905035	0.24521780794684672	0.36761032759130224	0.004270355963713081	0.011398866682981105	0.006250783476928745	0.0017475073627789305	2.1446855303853405	0.03654117349758322	0.006250783476928744	0.15716463598409497	3.0306266599453644	1.000560815021388	1.3694786644700523	0.2582430846709798	1.4168287914036566	0.6813086405555702	0.18297257575594333	1.0288677524392793	0.32225061301436064	1.9682472460514222	0.5402193155047355	0.6433014867156863	0.910633134449322	1.1923727139908424	2.106401069858851	0.4158466041723	1.154829337361049	0.33674581806222736	0.22710698820812647	0.3974342311710809	0.349805428196612	1.3993169295617134	0.46637333455007535	2.346250055260383	0.6805158694900189	2.743073381758571	3.084324565195119	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	855.8171916834394	2662.022819789077	2218.898219074533	1191.475055908693	506.3581033967664	-126994.97410861876	-11269.5350994549	0.0	-693.953389476211	-6424.500458779716
1500000	-144541.85040248	-18373.934976683326	-126167.91542579666	2734.628972734829	-722.628972734829	13758.68531850208	2734.628972734829	-722.628972734829	0.4200583412302373	7.515829854242709	4.902396409347737	2.651659067599968	2.9948695907006964	3.8395488271232137	4.709891892086403	3.9851045213159506	2.563716125894348	3.4878446480244367	4.022394635959802	7.14619593678079	3.9893329871130923	4.717460648888395	6.586760467259322	6.522309161872476	6.324412379333312	7.453099282778575	7.257256143584955	6.533458525366135	6.242512095397653	5.849915604796208	2.7643000403037226	4.5781851852849	5.852273613601974	5.89646302036323	5.714936101352057	4.8230016640892925	2.270490233625369	0.7518662483609659	-0.20986113315576618	-2.4515966611819056	-3.0015351748214893	0.5960522016886934	0.9406819666794162	1.0244663786287436	2.3527784655862765	2.2096724947118087	2.0466499194049343	1.4332898042729951	-0.031016457405043732	0.0042545719940692926	0.19564072052619413	1.259262003112949	2.362227213214345	2.486302967637462	5.530548166341187	3.346885106708137	4.273003442203312	4.227903689395196	6.126431301291666	2300.0	2.9186514826497962	0.3326868295812471	0.2560375332256973	0.17037712399046265	0.24089851320259448	0.35622763702966265	0.0037821005584849636	0.009303102897070835	0.006225302284181041	0.0016932440322059207	1.9160439603662474	0.05560342398174245	0.006225302284181034	0.300958748424149	0.041730818960681704	0.5881720623724729	2.2995039205774916	2.7861814418863204	0.22979585139226852	1.542846249078864	0.2588835851967809	1.0675440178920628	1.4423700538271662	0.8379828582476347	3.0884054495526336	0.14311267898974453	1.6632550565236925	0.34524247945101055	1.4838199972325532	0.11632371202368662	1.7723332859635013	0.29073767415502355	0.6153703666416797	0.6552967274142307	1.2558354442757922	1.0039678794908007	4.3952730687969215	3.6960912133565365	0.4568743072903282	0.7322928104679745	0.27816012198129797	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	882.9289624531369	2662.0655725316224	2219.425826930711	1157.3221615902003	454.5739714743132	-125509.14099100334	-11269.5350994549	0.0	-658.7744347933195	-6434.599558198625
1750000	-143412.66811275418	-18415.814714837237	-124996.85339791696	2686.8546630631313	-674.8546630631313	14021.539854686158	2686.8546630631313	-674.8546630631313	0.08565023546235472	7.5844543044454475	4.9665747529699145	1.4585297654409826	-1.0322682868530297	-0.7144501344013887	-0.5990532978133742	-2.442127120210704	2.791956657744634	7.607033290381605	9.940609946564496	10.592823182232308	13.787627786485979	10.184014458024244	14.371946697207372	17.48518885299601	12.806586980909957	14.19626962645819	8.98936006352097	5.355850970897852	8.404175009460506	6.068075611733884	0.12230631193400808	4.532620133336776	-3.7148767569478545	0.941213297879998	6.050633019342465	7.211359793976022	4.344535327351882	6.308368978805603	6.6447998456848225	8.173397699656517	7.988896807215477	10.748037776299357	12.047521713044535	9.00250649817336	12.847574717584067	12.092547706984776	11.557835314820894	9.04689538809306	3.319112868435813	-1.0033628272452781	0.3783013117593675	3.4084633136436358	2.916226218973885	0.04477579550021182	5.049719319956143	5.648992034805689	6.149137096658451	10.116066357822373	4.994621684969701	2300.0	2.955895475156319	0.3328508013377408	0.24697358203674788	0.1787257038858382	0.2414499127396748	0.36165011969404126	0.003678187685165846	0.008540760677418617	0.005182320640851946	0.0017062473849996933	1.5869702188901957	0.06164620807236666	0.0051823206408519356	0.4011929508866093	0.08278163992086	0.5014578535540396	0.42078410536074967	0.2907968193601693	1.050001365142051	0.8915199475487442	0.24775183218309163	0.9945277589444371	3.9025205244770795	0.16085780126000565	0.33821687053798694	0.15233072452187194	2.1188436645143627	0.09101671890959885	0.001755612145129453	0.5347222524585916	0.7171109672465482	0.687856690404866	0.1957953559104149	0.5271709234979524	1.461469443508995	0.1755397259577937	2.6544403220731723	3.6159300955448397	0.3899512904160267	2.204431660161214	0.043831940289566926	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	898.6602568034225	2661.562183043862	2215.08346176263	1179.4835948857792	411.1174557869563	-124347.59536763784	-11269.5350994549	0.0	-649.2580302791217	-6495.202390014707
2000000	-141590.27893885237	-18402.124159431798	-123188.15477942058	2794.9664120685475	-782.9664120685475	13942.771206574347	2794.9664120685475	-782.9664120685475	0.05474698891015142	7.616970117049668	4.740350564028796	1.8362859495501436	5.1852362291550556	6.905483367765936	4.853306717556765	11.920284345245308	7.609332683373215	9.034859050629642	7.729787772142489	11.93350577238982	13.367658606516299	7.051269505446127	7.987851219726117	6.882881115941973	12.301650595907915	14.791558645146592	11.33270246349369	6.239910388385843	5.964989384052873	6.984128401292952	-0.5722041198457283	-2.360874651220235	0.21667579502870374	3.080734125814531	10.721142127669683	4.109639438376996	3.094490166707491	7.700530549662637	4.095213089762776	3.3076154278445133	0.0860992923961494	-3.7728590307337337	-3.322581138528435	-8.732754776992387	-10.887406111507891	-5.545937866193429	-6.610755076380151	-15.108834075577745	-17.53569343412931	-14.648664261152257	-10.461886057666113	-6.06825316751787	-3.3714846596816566	-2.6707906415979212	1.2032547258335948	1.1916442777384777	5.9938486692580515	5.040279597314135	6.722808671942063	2300.0	2.990876527001613	0.33841282819293156	0.25002059690894424	0.17440729113830974	0.237159283759816	0.3565060335111009	0.0038644854843001837	0.009766583492766004	0.005132689489267005	0.0016757484208049336	1.6770592093020271	-0.00533317159136073	0.005132689489266996	0.2585725368436215	0.41281121306467566	1.6200153313165908	0.03865211986240197	2.969085751006239	0.083391886343062	0.8209991769536712	0.963263161953144	2.070651883227514	0.38816804534336075	0.1736525048596766	1.3421561513430107	0.40975245481222394	1.6673470265427113	0.9221217019393078	3.0742944036325075	3.3378183696471777	2.217775644520521	0.20087956601877335	0.6054186308378107	0.5005103044706033	0.9509335507230137	0.08341535263372749	1.8592980937133559	4.645397606567857	0.4536576399405004	3.7792236686338483	1.1267678170856954	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0	847.5376290545009	2660.5388606343	2244.994722771035	1180.5003648984882	499.74356250937467	-122562.02274737088	-11269.5350994549	0.0	-626.1320320497089	-6472.3889141340105
2250000	-139946.27341915882	-18441.44422022126	-121504.82919893756	2671.503243088122	-659.503243088122	13896.518176677724	2671.503243088122	-659.503243088122	0.007148852895794447	7.609932533260327	4.594259346787862	1.6221963002606743	-20.976672872318883	-7.575226193827574	1.322508116476635	1.7197805228066692	11.842796103083035	24.01487374064483	35.931128134174955	14.403811510896823	23.43433277928533	22.74987454211818	5.029973774715099	6.132141366233617	23.87606001084429	20.67531838076585	6.572156811977839	34.14706259200268	16.86935703272304	26.334359837136287	-3.7154914185534107	1.8266422286724557	8.22917661507201	2.6551997182794147	4.913842565663832	12.698287189967425	-1.1646529983985687	-3.4984479384300347	10.880548894374442	2.6173630770303387	-3.9196649958930494	2.667217702053408	0.303851620818258	-9.23598844024269	-32.87745102747538	-16.758817082510692	0.4243375511311214	22.15001405820043	34.949691251708636	28.834031033914926	23.557964685230967	34.05770034283492	22.771518595982688	14.855442417059516	14.410322047380335	19.759610651177592	29.67018194854597	14.458059888834978	5.066455353590235	2300.0	2.9170754728266153	0.3282632070732015	0.25129731666845595	0.17620676178904865	0.24423271446929556	0.34985999508068477	0.003676446324122264	0.00985607698639404	0.004450511871425908	0.0015732978666153502	1.7891054190551714	-0.0014199225995771528	0.004450511871425906	0.29319648351124866	2.4428200098578574	0.3158359453852177	5.356869806621693	3.141244358118562	0.7765698661469	0.8846535975117726	0.1448611087877938	0.8951581499135958	2.1998335976489187	0.4611162977924148	0.4409584781190457	0.26129635218302805	2.472629236635487	1.1969738934135628	0.46452202878890375	0.18866479385057683	1.503489082056723	0.8237611463285347	0.7427766051378208	1.1195217732458471	1.4127158047534567	1.8268758743434854	0.14256736160158714	3.2279955594464402	1.082061727386946	0.6202885543357213	2.4769112878874235	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	866.2503193278557	2660.5388606343	2218.2733427329254	1177.9754907131517	476.16597870686155	-120901.44183346875	-11269.5350994549	0.0	-603.3873654688085	-6529.288152014939
