# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Jun 09 02:30:18 CEST 2020 [seed=1587935552865]
# -seed 1587935552865 HBV-E_phylogeography.xml
state	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates
1570000	0.2918139175228264	2.336710209988993	0.41106403613055165	0.27026406701634037	1.079687511290606	1.1688436000884	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1580000	0.2113789005993759	3.1673181626587286	0.5186502376895886	1.1948959583299492	1.205175461545882	0.3911543037492681	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1590000	0.22301462104331812	1.192427815326069	4.086625338720036	1.2191624120271334	0.8445385757432105	0.1809266315992527	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1600000	0.1149311011594278	1.2902114777370928	0.09121350301163093	0.4210003556103211	0.35976267340969764	0.00760715627783563	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1610000	1.205402030555745	1.2070091886976413	0.2566867239325314	0.16967059446889327	0.6800268976274849	0.4773643920572884	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1620000	0.6526995539967708	1.0420830884664523	0.11992882926705493	0.21206099852710505	1.4538503389469373	0.8749618967828235	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1630000	0.17982198969393298	1.8975692572590883	0.9346296620019835	0.2633040884346681	0.17234014794557198	1.5823360327814269	0.0	1.0	0.0	1.0	0.0	1.0	3.0
1640000	1.0430607881068898	2.574780035318793	0.5145333348025025	0.7902616421255191	1.0886794210354582	2.1101668427389053	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1650000	0.2620706158049928	2.0880123874946372	3.2132266281573587	0.7705656747164944	0.7616150245674556	0.4575238690760634	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1660000	0.12993663217346796	0.6712557987395054	1.7234863435707544	1.3095140531254013	0.256966694449743	1.6845363926559587	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1670000	0.8208743636706305	3.8744505701410956	1.322044477727986	1.4212560375915022	2.3062740997408766	0.2573777049904563	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1680000	0.09187241110971334	1.7216601479805007	0.34232762921368076	0.9239892022797089	0.16022694998221085	0.5629807269733699	1.0	1.0	1.0	1.0	0.0	1.0	5.0
1690000	0.18354845391337365	0.9323836891330386	0.1843193444547042	0.5983589814138737	0.8712119816028497	0.4134751073669223	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1700000	0.12750978640811395	1.6428599594419349	2.1086161458533628	0.3170632845227624	0.4244606689667955	2.4240683197761634	1.0	1.0	1.0	1.0	1.0	0.0	5.0
1710000	0.30752771862610506	2.1320886073937078	0.8515902310742796	1.1469809756026448	0.8297369762708131	0.2597385343594508	1.0	1.0	1.0	1.0	1.0	0.0	5.0
1720000	2.0695145791755887	6.110438581366143	1.9739345890011681	0.524972586668691	0.8639009588804437	1.6971443377844064	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1730000	0.9915509376069103	3.8894654517498197	1.1881703950680222	0.0144442374613841	0.010595964776150237	1.3619533338828769	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1740000	1.0641186672145375	5.129520650877004	0.36277270901361236	0.9406125696441631	0.3045359371015134	0.28473296954440946	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1750000	0.3329504767752781	1.0696719277132964	0.010158025836340078	2.9370753569611674	0.505465702988654	2.079330244183277	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1760000	1.1733577641622959	3.9793118723934198	0.4209391828002506	0.832684429458549	0.3713062256886759	3.950186952128007	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1770000	1.106174624688162	2.583519563655766	0.8829730761481525	0.28170710825287315	3.238305754451456	0.09880393232031816	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1780000	0.2189385192054612	1.1032378963259204	0.4749839947138717	0.016299564150644857	0.7163972126633824	0.3393803928721352	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1790000	0.716672682800185	0.9403615966516478	1.0642591548447837	1.5474206131730668	1.0934529192054678	0.6124620297840798	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1800000	1.0050752532419303	1.4490017352478788	3.3313986440882677	2.3684345541375333	0.6037094812644492	0.42435367753602093	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1810000	0.9521678588415385	3.5411539117577324	0.7198500886789273	0.3028871761918109	0.4734748487990707	0.7407605498451344	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1820000	0.4858469007142379	1.3307775642230457	1.312119922274676	0.42128520313391926	0.22822609993737186	0.27107471918991344	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1830000	0.16978539194031667	3.5125412508127485	0.010491312301708562	2.6185302353276976	1.2162352095496238	0.4963087813024074	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1840000	0.8762959175544435	4.147677202313015	0.8171867030557067	0.5509084884652888	0.8031511035971506	2.003497737180915	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1850000	0.15516567343556828	1.6194935337514795	9.7744130343471E-4	0.636459090108876	0.8014032130746327	0.086286932370053	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1860000	0.5262132383588306	2.115064892235366	1.8291003687277183	0.40468675229825124	0.5425457004820535	0.07656124341908661	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1870000	1.221078747616289	7.2389565559554825	2.0884502020263485	0.9181556680873628	1.3253126958189543	1.0792206011747938	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1880000	0.39643490685559385	1.0616985239355152	0.12118653879003924	0.04155505887126563	0.015121404587948337	0.3207312037380824	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1890000	0.32907962065340823	0.9418149448607123	0.3781017616187229	1.321970009533967	1.6524317551369716	0.9023412719984203	1.0	1.0	0.0	1.0	1.0	0.0	4.0
1900000	0.20155330206382635	1.7975793773073414	1.0261055003405992	0.8456797545155328	0.020407853624278747	1.2758564397728998	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1910000	0.6590572656739556	2.743975495071592	2.2682360932050964	2.6114278995136866	1.2042389526411477	0.46525521383878093	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1920000	1.0457087630288218	2.8208734746021236	0.41025917866539113	0.3200519977017768	0.865549003989487	0.8029545864188129	1.0	1.0	1.0	1.0	1.0	1.0	6.0
1930000	0.2697100681979196	2.2011677319124705	0.1693530491892553	0.016634435224433787	0.5284223398993142	0.28241864206641004	1.0	1.0	0.0	1.0	0.0	1.0	4.0
1940000	0.049695458655481785	3.7581572088482504	1.1331107813822408	1.7565874387896625	0.16326571235784723	0.93814147713779	0.0	1.0	0.0	1.0	1.0	1.0	4.0
1950000	0.152166754301066	0.9289192596959639	0.5830428819087144	1.762592590674332	0.5398185459609569	2.6234398201923996	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1960000	0.4766871496235582	2.0559948142089812	0.274582500250302	1.452466443161875	1.3400779158694796	2.132340118700299	1.0	1.0	1.0	0.0	1.0	1.0	5.0
1970000	0.8534875382399416	5.009051872862381	0.5591096109641248	0.09734298245691908	0.7751956730817934	1.1996673843578496	1.0	1.0	1.0	0.0	1.0	0.0	4.0
1980000	0.42375025790089843	1.3423148243223608	0.9625447808069716	0.09754405075537809	0.3591077403464054	1.9879353427331727	1.0	1.0	0.0	1.0	1.0	1.0	5.0
1990000	0.36961753282192833	1.2196606640925716	0.10015461855536198	0.2029447191329464	0.825188055767475	2.1062970373301657	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2000000	0.15373905640833005	5.010042467268416	0.22835933006656467	0.04647745905556308	0.04623033076561568	0.09124778362886543	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2010000	0.24563205621321157	1.1105353945577945	0.09034348050020315	1.9476548796245838	0.5436040255369444	0.13232882012900096	1.0	1.0	1.0	0.0	1.0	1.0	5.0
2020000	1.0535208644854204	2.9803951462344087	0.1953298676584757	0.06514944365266155	0.5505630750832248	4.914436702267192	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2030000	0.42798254493520854	1.8000244648147012	0.6673870476220453	0.6626880361213798	0.6313049707009525	0.5635678822527126	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2040000	0.30230552603044847	7.053162338115225	0.3871711549184976	0.003876192030855207	0.8530701283123912	0.4268245784759716	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2050000	0.7567216544687543	0.9149983286998219	0.9852845742058443	2.5926444174735876	0.5169926840784218	1.0933763107400862	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2060000	0.8837213761229802	1.0557774232072987	0.4128766025941042	0.39701034002762176	3.6224876426616044	2.4906974917949194	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2070000	0.3225626140727505	1.4925050522495467	0.10353265889195551	0.10100691434930212	2.824431220035001	1.9405622911518734	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2080000	0.7999774906447514	2.609372078938775	1.3808403753613103	0.8880057004328564	0.7724457158157015	1.7924948307110469	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2090000	0.9864978734360978	1.3387836698671671	0.48904106411695064	0.10809879309975014	0.6072728412599024	0.0785711308763892	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2100000	1.9231441323862648	1.391982192287055	0.5763156942243692	0.050131877643614445	0.037096989817250604	3.8086878875780807	0.0	1.0	1.0	1.0	1.0	1.0	5.0
2110000	1.0093881757454135	0.5054725467085098	0.2965185340019535	0.18063744556709227	0.775442361985942	0.3900881218157474	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2120000	0.7006297241884349	2.037875809306847	1.4766719318806938	1.7517752762443126	1.0599426877295095	0.38247771033501743	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2130000	0.3223526560052367	1.6432156627554737	0.6418767594565333	0.042466830516002356	0.23005943137730364	1.1972172061144102	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2140000	1.7012013681283393	2.5388047286164968	0.5584748828464907	4.396971502577725	1.9729231255624466	0.35751923079412556	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2150000	0.8942860126214685	1.9123821861995516	0.031354794876861936	4.155113889087137	0.7513825563808744	2.554082705440264	1.0	1.0	1.0	0.0	1.0	1.0	5.0
2160000	0.3042607181025876	1.860977216319313	1.807345233804307	0.30287159301831446	2.389575535897004	0.5571077227823638	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2170000	0.26200713024315475	0.8825006867641275	0.9202775160014711	0.35398351225211555	0.7388925625860565	0.5053602804747921	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2180000	1.2742682614663323	4.162101353261893	2.3319707526804265	3.7648095702046525	1.4761635319494604	0.5615358667574302	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2190000	0.23616652304515148	1.373342573046553	0.7506668639420258	0.38946345241269315	1.344218117813937	0.8383445012881862	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2200000	0.3217567436082809	3.089238317726894	0.6909628525156588	3.492420670073201	0.35862123151376535	2.3111084211733535	1.0	1.0	1.0	1.0	1.0	1.0	6.0
2210000	0.7504810011493293	1.3373405516010823	0.16569559388630054	1.3943878109322942	0.8379456158780203	0.8332821672875642	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2220000	0.583926322757818	2.379835847039614	0.04168480674080163	0.091724598188894	0.7909794619274614	0.4050818729834498	0.0	1.0	1.0	0.0	1.0	1.0	4.0
2230000	0.17143527206130965	0.6633200720080024	1.0914674172348282	1.3015943732581627	0.10280067147192928	0.9652718325196615	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2240000	0.6075986844290764	2.0817677755123567	1.91947560757427	0.09339476489334915	0.0838254443142901	1.0974150399937792	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2250000	0.0517500647963141	1.2276977864732195	0.788261495909285	1.129744117317734	0.6969220641665625	4.158562281456748	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2260000	0.27756702704848923	2.33909537068523	1.0519990675939705	0.0743941406187768	0.06261384977385633	0.0761876640888613	1.0	1.0	1.0	0.0	1.0	1.0	5.0
2270000	0.09388832041826631	0.7069991478310321	0.9416379794650419	0.8162697069636775	1.8684850965266602	2.232790228299346	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2280000	0.42590422671063116	4.099558215408365	1.3612159032147744	0.9237890078183215	0.9805676307513113	1.8099864303412898	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2290000	0.18118579285917094	1.78133033455893	0.06426258131148714	1.1498727108300573	0.9001351508096354	0.6773870840781486	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2300000	0.3614364738299054	2.7286772957875653	0.9999717247018564	0.09539822021045453	1.1642340719181403	1.4388416588460087	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2310000	0.5258861417673734	3.127357936316539	0.3068363289358771	1.7849116380935863	0.6307949002961922	0.8565698058540397	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2320000	0.1029813271116682	2.138430893904634	1.6993117987162567	4.209712461321508	0.23869789048754275	1.0945813427344628	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2330000	0.6871605763922172	1.8907287712967122	0.85038579649762	1.2946666218523026	0.8838985000488752	0.03860070798375573	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2340000	0.37023649821956384	0.8291855497698658	0.19882121033379238	0.44723926348673815	0.6563370124705991	7.805153323536191E-4	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2350000	0.4571650233146542	1.2267321794714154	0.18638583211794338	0.25883512856999824	0.8905792700146796	0.13195539782705384	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2360000	0.4551516819884116	0.7551629742425486	0.20490688910781904	0.7098738277571188	0.307813007102929	0.44361635054403215	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2370000	0.42858876783450706	2.9768884863023786	0.4046414904927337	0.7665315867656153	3.504729246531739	1.0513344796616988	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2380000	2.200635507805851	2.505314372288516	0.06967961695298987	0.2165204652636778	0.2609432532505782	1.2041696376939712	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2390000	2.0957796778914908	2.481861988593652	0.03813556158145211	2.317442088106478	0.4574484395781314	0.428673554450325	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2400000	0.6259095167228182	0.7553015017391893	0.22595556974184572	2.1140962923696582	2.313934173843712	0.2189169154542629	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2410000	0.3616398156523394	0.8794468696788242	0.5515166495860147	0.4570295469761708	0.21220851822636985	0.3359507782747566	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2420000	0.403553145868869	1.6643637787896566	1.3626844832391676	1.609219631202219	0.49060930385748375	0.819633814085054	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2430000	0.06901432506405784	1.6742792722931903	0.06969872200150647	0.46515467390301135	1.0165671362035649	0.8127517506621305	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2440000	0.6260923956672382	2.440026918972531	0.43871478648781403	0.030724978255316688	0.2906902903124663	1.0336708152836938	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2450000	0.24682359030493065	0.646317173236651	0.4692661103531892	0.2722150105230377	0.7067127510472815	0.2294280357409485	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2460000	0.5334536554294929	2.762432210911179	0.544088670855293	0.4444649909847469	0.8991759570877979	0.2553890241915949	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2470000	0.5764150653583155	2.0703922181397214	0.7559253488191994	0.6173565294950379	0.10479463275856173	1.4367901325162589	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2480000	0.1291128332721699	1.0525866975949123	0.02874145239404802	1.6097643241898851	0.4526689027058977	0.35622796163278575	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2490000	0.2525161237123819	4.062078291468488	0.630126017063769	0.20386394017688333	0.6823445437746606	4.688977520368485	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2500000	0.4934720552761743	1.8563206158916365	1.4917677872079185	1.5530639226921585	0.5573649002267047	0.6491351522626969	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2510000	1.309829102434656	1.929453246091827	0.6144630057332698	1.301022082784477	2.7841930924295872	0.293311931115446	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2520000	1.7916738246087178	1.233475765756217	0.23260834694808236	0.0685475198556839	0.29479591750314277	0.6552434119235978	0.0	1.0	1.0	0.0	1.0	1.0	4.0
2530000	0.5151713956709206	1.2482425408493174	2.740794764642581	0.16923348945840794	1.2206796011590955	2.665269326451719	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2540000	0.49787998914932996	3.155508929847005	1.4931863989389431	0.14604200955259053	1.5454874528523328	1.7502293619709282	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2550000	0.9558511784263004	1.4692792230807519	5.85706226347143	1.7717481817784497	1.4595536322634415	0.15155226786212414	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2560000	0.4212639653032427	3.7480131145047824	2.0449179534195654	0.39530297060734	0.9375393830143618	1.3220352210162067	1.0	1.0	1.0	1.0	1.0	1.0	6.0
2570000	0.29720773750423257	3.59842780089857	2.8703510829458336	1.5639432451748007E-4	1.4951625913082796	0.5909726098316617	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2580000	0.38090562218997026	0.8250911328016655	0.6103977458532389	0.5628768362873942	0.015174076732094246	0.9473420397898752	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2590000	0.05124344866805267	2.138022255849264	0.5875224977911997	0.27112634567964516	0.08610030762914542	1.1425886521081887	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2600000	1.0785701746052345	1.6450152211919575	1.9819422618838045	0.6475940673083838	0.16392600142170086	0.0693570533976799	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2610000	0.2207214034904709	1.4347091576801603	0.3939475680160086	0.5038832588252653	0.01315515868910097	0.8822998524594431	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2620000	0.36208555867774556	2.72501355793714	0.0016281687103104796	0.04365574221398088	0.208567346910358	0.6170185972261031	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2630000	0.5752280674289835	1.1315006270702221	0.44458041056375786	0.7126645958050261	0.9254401573662692	0.681536960654885	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2640000	1.1045082145658462	4.0589283843802555	0.9743732460757475	1.092345074446105	0.062306118189044496	0.5055492662504171	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2650000	0.13872190420128752	1.487151086656898	0.3189635010186653	0.49848069517314214	0.19126610476618347	0.1264590193406343	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2660000	1.3432901271614957	3.7692667717975197	1.309555069894105	1.996089218706758	0.20615772690242334	1.2356690460990787	1.0	1.0	1.0	1.0	1.0	1.0	6.0
2670000	0.17724619240031722	1.4234230994993184	0.15508213730911122	0.3532756798125837	0.3664004528613275	1.1721813938118726	0.0	1.0	1.0	1.0	1.0	1.0	5.0
2680000	1.1240178579413247	0.5582443350781267	0.2763588299107311	0.08641591170333203	0.24878957164536383	0.5400054144460666	0.0	1.0	0.0	1.0	0.0	1.0	3.0
2690000	0.3221869263925615	1.8139009383363711	0.03339605463619306	0.02298664697731786	0.44738021230917097	0.10181305652998789	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2700000	0.19033438332516045	2.0710243780164936	0.18572309989296798	0.8853261309593996	1.906418283039649	0.273500536084193	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2710000	0.7078723979657594	1.1296426469975114	0.5824215822225683	0.8648618449173182	5.288544842671805	0.5465395712479556	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2720000	0.1628476938700124	1.656335784778358	0.841505239539709	2.0047129909290184	0.38118915867821723	0.49515119144399444	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2730000	0.11306908058900465	0.5591076119380171	0.07866073951829357	2.46488210149522	0.05668531947086761	0.0935578899172403	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2740000	0.7999503181406764	3.155066423777507	0.39595843138442116	0.30375813383702166	0.24482208874754072	0.4533525212474264	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2750000	0.5084722636905457	1.4753132575042591	3.318647351943328	1.1339663345459938	0.7633417781838989	0.060609242956386006	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2760000	0.48149040673335175	2.261152635684378	1.9710889482140137	0.4215533239236328	1.8885784084757107	0.03856831644740613	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2770000	0.6924909588939402	2.35745874174121	1.0260169696910404	0.33778183147100704	0.2891278300256516	0.1163804326549189	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2780000	1.2240264384917015	2.9643342015720586	0.6698273016508919	0.5742061244483171	0.7762697484049783	1.1116403086577735	0.0	1.0	1.0	1.0	1.0	1.0	5.0
2790000	0.26754532364953687	1.7516118049072356	0.6017580115452794	1.0087525801951667	0.11575710893317434	1.555082098563628	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2800000	1.5218856833506451	0.707402628178273	0.3531046610111209	0.8577478660405677	0.3367823637607781	0.3892259061638474	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2810000	0.28983407114242277	1.1789360573461534	1.7312651329611453	3.38619902171364	0.8503400232397688	1.1547544285707612	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2820000	0.059457595446968436	0.8596584834338259	0.40415547127942514	0.4651150709511348	1.1676129826497543	0.3133858938162775	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2830000	1.3488773834781125	2.887750194914373	1.5336171692112892	0.24300957149600544	2.9779225555505553	2.3246607055982462	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2840000	0.9104700976143718	6.22577416861598	0.36563963726588516	2.049707252577743	2.4893029456908984	1.2690899965023112	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2850000	0.3138248026451312	3.287475822231289	1.1301682379183537	0.2685232443700208	0.01801701775983736	0.20102491785456872	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2860000	0.44416282379638955	1.4045800307307472	0.8910570961657488	0.6370892730573355	0.3595771845036766	0.36751054330626914	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2870000	0.25975419480674555	2.012615340939053	0.4513485791379893	0.8965414606870007	0.4232009823230671	1.2959662932216363	1.0	1.0	1.0	0.0	1.0	1.0	5.0
2880000	0.4158660318791245	1.8008944621051601	0.2463545109102757	0.9405091983479877	0.3732424211598929	0.21873768253583126	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2890000	1.184044308153006	2.3645781851712986	0.38839914555328914	0.35491384990637626	1.9055006666259144	0.44640808435093904	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2900000	1.2101668976835993	2.6507058598383892	1.0651364220524637	0.1706703985967191	0.01273803611839502	0.07605580620338717	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2910000	0.17863609213022874	2.8693858498942375	0.5581175394537194	0.2783702306372306	0.3608668257199389	0.043976200791330126	1.0	1.0	1.0	1.0	0.0	1.0	5.0
2920000	0.31073196131816794	0.5607850128073677	0.02085928432519614	0.8317321777485198	0.3585230008917838	0.8625693024327492	1.0	1.0	1.0	1.0	1.0	0.0	5.0
2930000	2.2984649532178514	3.645021839800249	0.7629643575097531	0.3633533964033425	1.5981054925537812	3.1539695597180093	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2940000	0.39657405593044714	4.644095976929573	1.328709624996511	0.3795485354915978	0.33027275724202454	0.4752265342591223	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2950000	0.22770103419217758	3.1233871330521232	1.1333392521556958	0.3535861130702622	0.4464031436139035	2.100093180327383	1.0	1.0	1.0	0.0	1.0	0.0	4.0
2960000	0.0400859449091352	1.1935708547639796	0.2526892882725101	0.7985885410204648	0.5774984164889394	0.8481116613529937	1.0	1.0	0.0	1.0	1.0	0.0	4.0
2970000	0.3149095496639053	0.9070374028814805	0.849445025753791	0.20747277427786276	0.04726263679494743	0.47826069887941297	1.0	1.0	0.0	1.0	1.0	1.0	5.0
2980000	0.7816616539801114	2.5201400942554413	0.12612509347500137	0.18574157282663495	1.499617081355688	0.3725548212258494	1.0	1.0	0.0	1.0	0.0	1.0	4.0
2990000	0.3736832276628893	1.437351992918517	1.4653824154489201	0.9887771784942737	0.35525221006252644	0.704730148410521	1.0	1.0	0.0	1.0	1.0	0.0	4.0
3000000	0.25365256690229154	0.7365694681639169	0.48358563835285506	0.1284973750398942	0.8408180960550228	0.31271444225792905	1.0	1.0	0.0	1.0	0.0	1.0	4.0
3010000	1.1606327786048043	1.9086765566575787	0.7707523308195738	0.9667391275949624	0.3865735626178592	1.3056346458624084	1.0	1.0	0.0	1.0	1.0	1.0	5.0
3020000	1.3777056492842095	2.443314037900793	0.9517232484629267	4.918127775369685	0.44753645448984397	0.7732185225995892	1.0	1.0	1.0	0.0	1.0	1.0	5.0
3030000	1.7109026876453497	3.064903352349734	0.18670183032946266	1.76410713447835	0.15877898636453808	0.3541228497394864	0.0	1.0	1.0	1.0	1.0	1.0	5.0
3040000	0.147737190450297	1.3314504307262016	0.35456621508035585	0.7849544888770492	0.4311643111858011	0.22483665705463074	1.0	1.0	0.0	1.0	0.0	1.0	4.0
3050000	0.2060100027183128	0.620834566595853	0.24480288058180577	2.4759657450002543	0.6212946097840182	0.838615606833126	1.0	1.0	1.0	0.0	1.0	0.0	4.0
3060000	0.2374754432253226	0.7981823314405398	0.7170723459868031	0.5646742410667495	0.38578437462854037	0.34226460701338446	1.0	1.0	0.0	1.0	0.0	1.0	4.0
3070000	0.2592511808393962	2.1889895181540187	0.6362644996027234	0.5560162010214227	0.24508972624386455	0.050907538395088096	1.0	1.0	0.0	1.0	1.0	0.0	4.0
3080000	0.3653382468515522	1.3441187033140132	0.631153243570191	0.08600859190734234	0.2950830028937643	0.578944857375542	1.0	1.0	1.0	0.0	1.0	0.0	4.0
3090000	0.4172946658866877	1.3203228790481347	0.297329140982533	0.08730226597948697	0.5951414787219705	2.1444650580346503	1.0	1.0	1.0	1.0	1.0	0.0	5.0
3100000	0.3560523084898018	1.620123959265045	0.022032823639822945	0.4174685764515736	0.39674874551354644	0.06662889233721253	1.0	1.0	1.0	1.0	0.0	1.0	5.0
3110000	0.19233983051335504	0.8387283867647999	0.12051186948997943	1.1328152776187939	0.6817171556052224	0.25771920592413916	1.0	1.0	1.0	1.0	0.0	1.0	5.0
3120000	0.03740188361909388	2.7237500143202396	0.33328434119627565	1.9569536322751717	0.8794537467778832	0.06514595339946164	1.0	1.0	0.0	1.0	0.0	1.0	4.0
3130000	2.6733383562930135	3.8916738729849767	0.0781801624428285	0.23002215911965165	2.092598046506852	5.083982487011877	0.0	1.0	1.0	0.0	1.0	1.0	4.0
3140000	1.4064591777788655	1.6410057246436782	1.3275387010167443	0.5251227437474986	0.9745017502932636	0.3687343195607931	1.0	1.0	0.0	1.0	0.0	1.0	4.0
3150000	0.2542543897685921	1.9339670464160068	0.5343407994239163	0.19862694751903245	0.24751355115766008	2.4492524109781533	1.0	1.0	1.0	1.0	0.0	1.0	5.0
3160000	0.5627312359833084	1.595474597386907	1.5141772686574784	0.43644959285208057	0.03381842019663769	1.0073667640111896	1.0	1.0	0.0	1.0	1.0	0.0	4.0
3170000	0.3356093491622288	1.4781122595472342	0.13308329293166057	0.17177163503741863	0.09563097378464133	0.1793435400386535	1.0	1.0	0.0	1.0	1.0	0.0	4.0
