# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Jun 09 02:30:18 CEST 2020 [seed=1587935552865]
# -seed 1587935552865 HBV-E_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates	location.branchRates	location.treeLikelihood
700000	-45.750055309778226	-4.064814596877371	-41.68524071290086	0.0010164969327514446	0.0010164969327514436	0.48269578242503597	2.1847945233259316	3.066554136645029	0.28272570188085516	0.19536022041456935	0.10483768514697046	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.68524071290086
710000	-41.07162320695816	-0.4974545250332989	-40.57416868192486	4.7519575412047243E-4	4.7519575412047205E-4	0.903332364985182	2.271714579501123	0.2085640148543688	0.421803865144147	0.34227820359600825	0.39186493955983076	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-40.57416868192486
720000	-47.55367644663878	-1.7518087606688977	-45.80186768596988	3.3646938615705966E-4	3.3646938615705923E-4	0.19573756377639862	1.3697424513312069	0.10715023629528518	1.3843047737889618	1.1237548739936483	0.7590989530755393	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-45.80186768596988
730000	-53.12885169485828	-6.643289270879071	-46.485562423979204	0.0010731150215380532	0.0010731150215380536	1.2600835465357196	4.692402419752834	0.0679702264310392	0.03831278320491097	0.43408959802936303	0.19065610923995088	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-46.485562423979204
740000	-45.49117977559871	-6.278977541159998	-39.21220223443871	8.290531693205487E-4	8.290531693205491E-4	0.1826769465496103	2.208102870269634	1.880424419014935	0.20713351041378575	0.340243150422555	3.5437808546440253	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-39.21220223443871
750000	-50.533849312906234	-9.460245376385698	-41.073603936520534	0.001256715394519265	0.0012567153945192634	0.46747596054457624	2.214369997225524	1.9640153438930668	0.5539918697764612	3.2283945002672554	0.18101598433803232	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-41.073603936520534
760000	-48.57797561334854	-4.38896494507994	-44.1890106682686	5.56668537743354E-4	5.566685377433538E-4	1.0540360722307316	3.1176768703526374	0.11055195770962661	0.011408894401531346	2.9463240810492985	0.9608661716171208	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-44.1890106682686
770000	-42.84802572581948	-0.46916707731246365	-42.37885864850702	3.8714936130383325E-4	3.871493613038337E-4	0.4415766836641785	2.4030994802989527	0.14562976929720226	0.313073433411153	1.8320581206979343	0.047670217210748246	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-42.37885864850702
780000	-50.9150468122869	-7.869161487808392	-43.04588532447851	8.547674107651368E-4	8.547674107651379E-4	1.3334433827855738	1.383614246784158	1.6278079860148424	1.8575383242679697	1.437958480299042	0.6477353691090646	0.0	1.0	1.0	0.0	1.0	1.0	4.0	0.0	-43.04588532447851
790000	-47.877232811885804	-6.120831663582473	-41.75640114830333	0.00120121439437681	0.0012012143943768113	1.2787660659666644	2.3703979551434173	0.09360390048356572	0.2814034882222362	0.7727716007501855	0.0894214395793498	1.0	1.0	1.0	0.0	1.0	1.0	5.0	0.0	-41.75640114830333
800000	-49.707345282784175	-8.581397491487314	-41.12594779129686	0.0010336924245325715	0.0010336924245325722	0.3141567828319494	2.578488434252897	2.645068893835273	2.623637873886308	1.3430902876155142	0.029833437960698386	1.0	1.0	1.0	0.0	1.0	0.0	4.0	0.0	-41.12594779129686
810000	-44.85815151406528	-4.232820753362875	-40.625330760702404	4.8160156359084913E-4	4.8160156359084864E-4	0.7895633238388481	3.3209475718810415	1.4478457121497177	1.2062516157066177	1.0277221713338163	0.2668343798388368	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-40.625330760702404
820000	-49.525169482563825	-6.205585608873504	-43.31958387369032	0.0011857419770791853	0.0011857419770791846	0.5063644125117891	0.6075578845310137	0.3655884575603564	0.9835434447661853	1.6267672259844452	1.692936323235864	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-43.31958387369032
830000	-49.740649222420714	-9.750688827098124	-39.98996039532259	5.89957440711888E-4	5.899574407118878E-4	0.1192928418434908	3.536449940905365	2.0587215620870363	0.19670125609698064	0.9100014352860085	1.260634882826088	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-39.98996039532259
840000	-42.13376310669709	-2.0181419282024464	-40.11562117849464	0.001069609378160282	0.001069609378160282	0.1593247988596753	1.178191225009518	0.9745586695191624	0.034365520579184516	0.1000435015381281	0.4638474731090365	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-40.11562117849464
850000	-42.84279407292318	0.6517292688237655	-43.49452334174695	3.061302455814071E-4	3.0613024558140704E-4	0.08258708620515448	1.044561320976801	0.2793154190958704	0.09275141202749583	0.1219583277598906	1.4460331925233822	1.0	1.0	1.0	1.0	1.0	0.0	5.0	0.0	-43.49452334174695
860000	-56.04097695745425	-13.296650108306048	-42.7443268491482	0.0015984993916618262	0.0015984993916618253	0.7134310768337964	1.4201180708249252	1.1077518444591146	3.92157224396318	0.46195057189873123	1.1166283286717469	1.0	1.0	1.0	1.0	1.0	1.0	6.0	0.0	-42.7443268491482
870000	-47.24645717576883	-5.462412118196235	-41.7840450575726	0.0011266235148238617	0.001126623514823859	0.4178920080783994	0.9235644282794492	0.05824306529143927	0.5387936605110416	0.05287219603614206	3.4397112990679233	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-41.7840450575726
880000	-46.610304618551204	-3.148282149102407	-43.4620224694488	4.841719639938879E-4	4.8417196399388746E-4	0.06975868846435314	4.915248055831321	0.9257137129008072	0.30922132405994773	0.7558120592758968	0.5529116908216246	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	-43.4620224694488
890000	-47.237107862440894	-3.080478311321631	-44.15662955111926	5.018588557880869E-4	5.018588557880872E-4	0.4331227491921499	1.8710012329401442	2.129940057121721	1.5155418399089016	1.3867209830256273	0.22998508783748384	1.0	1.0	0.0	1.0	0.0	1.0	4.0	0.0	-44.15662955111926
