# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Dec 11 15:18:20 CET 2019 [seed=101010]
# -beagle_gpu -seed 101010 -save_every 250000 -save_state checkpoint.state HBV-D_with_ancient_aligned_constpop.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-1.2199670444775611E7	-1.1871607845828215E7	-328062.59894739586	2295.0	-283.0	81981.0	1.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.18E-5	0.3333333333333333	2.2747861655682993E-6	18.03998442904426	-0.0040269342614316595	-328062.59894739586	-11269.5350994549	-1.1860118E7
25000	-142236.40960321703	-19950.161242856913	-122286.24836036013	2974.5530062293574	-962.5530062293574	109933.02367150263	22255.726343694503	2.8996544000094633	0.3339161397679009	0.2447145545545154	0.1770113123066804	0.24435799337090314	0.34757966949358604	2.692148980238487E-4	2.870647977316892E-4	1.9874513086730157E-4	1.0452986044224468	0.06318589659502931	-122286.24836036013	-11269.5350994549	-8454.863717293409
50000	-137301.2031556822	-19962.699133101683	-117338.5040225805	2885.287353905748	-873.2873539057482	107044.26755223231	22450.243112460546	2.885334565855386	0.32845344984782626	0.24544179191010787	0.17722088317405538	0.24888387506801057	0.33026730820192063	2.9246351468861244E-4	3.9233085399623384E-4	1.972236778051224E-4	1.268975465120043	0.04411565380413471	-117338.5040225805	-11269.5350994549	-8467.181888349696
75000	-136117.12385645063	-19953.37476338543	-116163.74909306521	2836.1988127885884	-824.1988127885884	106306.84629888074	21737.59359566387	2.9155307554302903	0.3317098496849613	0.2419741537224549	0.17739491679847563	0.2489210797941083	0.34073628781511117	3.2336498419327964E-4	5.129049490545124E-4	1.9677067496433375E-4	1.4623203451503857	0.032541117273700605	-116163.74909306521	-11269.5350994549	-8457.50490904568
100000	-135272.0930133941	-19931.351524977952	-115340.74148841616	2834.8559180883008	-822.8559180883008	104589.08242339759	22325.35379838182	2.910865279144595	0.32941498735543756	0.2466764437583325	0.18007131351064568	0.2438372553755844	0.34577295442463285	3.407864483936915E-4	5.763175858849446E-4	1.9655205279047822E-4	1.5556155338572848	0.04654032953613245	-115340.74148841616	-11269.5350994549	-8435.302960638703
125000	-135056.10248393452	-19944.77650425898	-115111.32597967554	2991.3571135805178	-979.3571135805178	106773.88233731232	23151.754090412815	2.893696287089424	0.32982437580974	0.2492473925801932	0.1773526395845574	0.24357559202550957	0.3466432756909705	3.479903584343145E-4	6.235349589283666E-4	1.9792928887171437E-4	1.630685768389925	0.04393333948784963	-115111.32597967554	-11269.5350994549	-8448.663888158395
150000	-134779.30353642078	-19948.94548749779	-114830.35804892298	3764.5671242311123	-1752.5671242311123	107831.17417081761	21822.177682480982	2.847837002531028	0.33248930892525325	0.24513610658995003	0.17967140045270258	0.24270318403209462	0.33469399851343884	3.699829618440247E-4	7.082343317328827E-4	1.979916032710085E-4	1.734775424355061	0.03160303489157865	-114830.35804892298	-11269.5350994549	-8452.671171953252
175000	-134652.78025086827	-19961.38361745505	-114691.39663341323	3375.8709481619194	-1363.8709481619194	109262.89603563213	22281.693886883844	2.921992287207359	0.3331480259224033	0.24901359426602487	0.17721701500854836	0.24062136480302393	0.3365863952249748	3.523098723620129E-4	6.636142838004489E-4	1.8990300152004264E-4	1.7279953463947724	0.04702451506499441	-114691.39663341323	-11269.5350994549	-8465.240408462409
200000	-134561.4287578594	-19960.02498511377	-114601.40377274562	3417.133489721633	-1405.133489721633	108918.08841827895	21981.758591055685	2.9070992003894394	0.32494231342291013	0.24694956405918161	0.17907804016835877	0.24903008234954985	0.35220302069567144	3.546076469678016E-4	6.880349561917473E-4	1.8883794135345056E-4	1.7878150804959954	0.032852408543939934	-114601.40377274562	-11269.5350994549	-8463.834458085652
225000	-134427.66791470587	-19964.98933614941	-114462.67857855646	3321.166309814119	-1309.166309814119	110035.85167959324	21124.81017920924	2.835724430483709	0.33426148737912026	0.24499109984611125	0.17933579098738386	0.24141162178738493	0.3378283873324954	3.5721906073433524E-4	7.025067408377414E-4	1.8964663266453442E-4	1.80893704243591	0.041252612594135867	-114462.67857855646	-11269.5350994549	-8468.829113589463
