state	from	to	time
400000	Africa	Europe	57.09047916300278
400000	Africa	Europe	11.646730077867065
400000	Africa	Europe	16.13572422608287
400000	Africa	Europe	14.677191785181524
400000	Africa	Europe	10.38714211963569
400000	Africa	Americas	26.883526717800116
400000	Africa	Europe	22.18058842385198
400000	Africa	Europe	22.888773684734442
410000	Africa	Europe	19.970479703793227
410000	Africa	Europe	20.994792568808638
410000	Africa	Europe	20.52786688825843
410000	Africa	Europe	40.05881498264388
410000	Africa	Europe	14.021613145217664
410000	Africa	Europe	22.286723052967204
410000	Africa	Europe	22.39703290512427
410000	Africa	Americas	13.843408190886175
420000	Africa	Europe	18.4878920849688
420000	Africa	Europe	12.773250634276966
420000	Africa	Europe	13.02192580971735
420000	Africa	Europe	10.132323441039615
420000	Africa	Europe	8.477707483592411
420000	Africa	Europe	15.723472458337143
420000	Africa	Europe	9.645796420012024
420000	Africa	Americas	16.828480519652636
430000	Africa	Europe	11.823099116570404
430000	Africa	Europe	10.182803111302638
430000	Africa	Europe	12.164194222235762
430000	Africa	Europe	18.490640216566153
430000	Africa	Europe	14.85640329605967
430000	Africa	Europe	10.947328956448773
430000	Africa	Europe	20.4293878304491
430000	Africa	Americas	13.27199963893235
440000	Africa	Europe	57.22790266328031
440000	Africa	Europe	40.119257668498605
440000	Africa	Europe	179.47552802536518
440000	Africa	Europe	11.760193140801725
440000	Africa	Europe	32.03412474509127
440000	Africa	Europe	96.68635892008572
440000	Africa	Europe	24.34715015904377
440000	Africa	Europe	67.70315847069172
440000	Europe	Americas	56.61463171201823
450000	Africa	Europe	12.92462250880962
450000	Africa	Europe	7.658597355103704
450000	Africa	Europe	14.44829674202305
450000	Africa	Europe	18.081063520661797
450000	Africa	Europe	7.066055916177069
450000	Africa	Americas	13.47471569779054
450000	Africa	Europe	18.24779991511652
450000	Africa	Europe	17.353521249965887
460000	Africa	Europe	8.025981028992174
460000	Africa	Europe	14.929379263743021
460000	Africa	Europe	25.8224513788696
460000	Africa	Europe	7.933823466502332
460000	Africa	Europe	19.24103274954424
460000	Africa	Europe	9.51146671902916
460000	Africa	Europe	32.21263053839183
460000	Africa	Americas	13.82644097741365
470000	Africa	Europe	32.968235488983694
470000	Africa	Europe	16.49482360838163
470000	Africa	Europe	12.566004357630195
470000	Africa	Europe	15.62602738466348
470000	Africa	Europe	3.4926016365518606
470000	Africa	Americas	20.868338403409275
470000	Africa	Europe	14.752993963289788
470000	Africa	Europe	21.490501583737153
480000	Africa	Europe	32.28571582567986
480000	Africa	Europe	19.999239673414575
480000	Africa	Europe	30.800586938532774
480000	Africa	Europe	7.534573358896658
480000	Africa	Europe	26.630877690740874
480000	Africa	Americas	21.59355141446607
480000	Africa	Europe	23.17366956527284
480000	Africa	Europe	18.066685292114613
490000	Africa	Europe	20.836722833627768
490000	Africa	Europe	19.261941851175205
490000	Africa	Europe	22.142373405976517
490000	Africa	Europe	9.156233448753571
490000	Africa	Europe	13.277953341753346
490000	Africa	Europe	17.875874106463073
490000	Africa	Europe	16.059140828537334
490000	Africa	Americas	9.260686880426489
500000	Africa	Europe	26.121036678766217
500000	Africa	Europe	12.678503219332967
500000	Africa	Europe	48.33480118498755
500000	Africa	Europe	20.618605511748584
500000	Africa	Europe	7.191547670216526
500000	Africa	Americas	79.75884644958786
500000	Americas	Africa	12.895422820465129
500000	Africa	Europe	25.62187695126444
500000	Africa	Europe	8.637877450643241
500000	Africa	Americas	16.29817088262986
510000	Africa	Europe	17.6729379238691
510000	Africa	Europe	26.507510416872293
510000	Africa	Europe	55.75364205996066
510000	Africa	Europe	4.54555284750972
510000	Africa	Europe	8.538657751368362
510000	Africa	Americas	18.595927929512477
510000	Africa	Europe	21.89097405512476
510000	Africa	Europe	21.43476898097316
520000	Africa	Europe	13.134982485955826
520000	Africa	Europe	8.968993716297305
520000	Africa	Europe	20.5574122028915
520000	Africa	Europe	8.24918160738293
520000	Africa	Europe	12.408242181604946
520000	Africa	Europe	14.334787291110016
520000	Africa	Europe	20.178521349918697
520000	Africa	Europe	20.203923977314982
520000	Europe	Americas	11.91993984580192
530000	Africa	Europe	10.338117219470597
530000	Africa	Europe	14.341142051970682
530000	Africa	Europe	39.577591185174846
530000	Africa	Europe	8.946696954988607
530000	Africa	Europe	19.584912371572017
530000	Africa	Americas	16.521357627069335
530000	Africa	Europe	14.63967476877567
530000	Africa	Europe	23.740221618024353
540000	Africa	Europe	14.841691151898758
540000	Africa	Europe	9.019126997346971
540000	Africa	Europe	20.75551186331966
540000	Africa	Europe	9.020070733007266
540000	Africa	Europe	8.37134167938947
540000	Africa	Europe	17.578050243107494
540000	Africa	Europe	16.819950187847937
540000	Africa	Americas	8.675494815143333
550000	Africa	Europe	33.54398361183388
550000	Africa	Europe	18.43060171387298
550000	Africa	Europe	39.85832903320778
550000	Africa	Europe	17.984020859856013
550000	Africa	Europe	19.10701193143031
550000	Africa	Europe	11.728556997830031
550000	Europe	Americas	10.096147863415432
550000	Africa	Europe	17.697099845484285
550000	Africa	Europe	15.184776891394602
560000	Africa	Europe	21.537576722710035
560000	Africa	Europe	8.580009126605747
560000	Africa	Europe	33.404633258599276
560000	Africa	Europe	4.658514527889887
560000	Africa	Europe	5.00570885080145
560000	Africa	Americas	11.211640252529534
560000	Africa	Europe	7.708115815566
560000	Africa	Europe	30.15810912151633
570000	Africa	Europe	11.80775982594389
570000	Africa	Europe	19.807906556771606
570000	Africa	Europe	33.291416005285214
570000	Africa	Europe	7.909370778093363
570000	Africa	Europe	22.207663937306666
570000	Africa	Europe	33.96862523881342
570000	Africa	Europe	17.543880985719525
570000	Africa	Americas	18.150846983944483
580000	Africa	Europe	23.538505622977212
580000	Africa	Europe	8.625790585184262
580000	Africa	Europe	15.512686193172296
580000	Africa	Europe	9.474778851824208
580000	Africa	Europe	6.710541546320691
580000	Africa	Europe	13.362938667075644
580000	Africa	Europe	29.7412120802371
580000	Africa	Americas	9.290086711502543
590000	Africa	Europe	22.4097358900418
590000	Africa	Europe	12.07439640021545
590000	Africa	Europe	13.363903624801697
590000	Africa	Europe	30.60258479508989
590000	Africa	Europe	21.51666210434634
590000	Africa	Europe	25.54352143192416
590000	Europe	Americas	24.34136718509174
590000	Africa	Europe	18.33210269640276
590000	Africa	Europe	16.516174839674065
600000	Africa	Europe	29.23995892434615
600000	Africa	Europe	26.0103088377868
600000	Africa	Europe	13.508971754291167
600000	Africa	Europe	7.665206110365426
600000	Africa	Europe	3.706424175019915
600000	Africa	Europe	17.8274352423054
600000	Africa	Europe	18.876338063578586
600000	Africa	Americas	8.283802811374608
610000	Africa	Europe	19.52343817085214
610000	Africa	Europe	20.629634659774343
610000	Africa	Europe	57.68457647229154
610000	Africa	Europe	6.919593406531204
610000	Africa	Europe	14.266395417869566
610000	Africa	Europe	20.470731477953088
610000	Africa	Europe	22.044759900323196
610000	Africa	Europe	20.21875095430573
610000	Europe	Americas	14.471730918146573
620000	Africa	Europe	14.758327433752003
620000	Africa	Europe	11.369130440087407
620000	Africa	Europe	20.449604314743997
620000	Africa	Europe	6.32460556442905
620000	Africa	Europe	5.142984749447551
620000	Africa	Europe	17.40563820642083
620000	Africa	Europe	15.24520060409435
620000	Africa	Americas	9.029670326558033
630000	Africa	Europe	35.82458492805964
630000	Africa	Europe	43.337350151936604
630000	Africa	Europe	11.074916897515905
630000	Africa	Europe	14.68362734230741
630000	Europe	Africa	51.57513121232923
630000	Africa	Americas	14.226608438715955
630000	Africa	Europe	15.249299684306564
630000	Africa	Europe	39.36588604754989
630000	Africa	Europe	118.3230217630447
640000	Africa	Europe	50.8963469311799
640000	Africa	Europe	16.278388000647773
640000	Africa	Europe	27.755310628893184
640000	Africa	Europe	11.062762024965739
640000	Africa	Europe	11.217304316779627
640000	Africa	Europe	8.048906659286478
640000	Africa	Europe	21.214078033136097
640000	Africa	Americas	14.85707455490102
650000	Africa	Europe	16.648786615119
650000	Africa	Europe	20.258242654475175
650000	Africa	Europe	17.087382267247875
650000	Africa	Europe	4.939675261255868
650000	Africa	Europe	10.469906273483614
650000	Africa	Europe	17.462744593817906
650000	Africa	Europe	14.588035152754438
650000	Africa	Europe	16.504320164902587
650000	Europe	Americas	12.59976682709533
660000	Africa	Europe	13.654314910679155
660000	Africa	Europe	16.260783374890067
660000	Africa	Europe	18.984472924654288
660000	Africa	Europe	6.353290345005506
660000	Africa	Europe	12.318266734732433
660000	Africa	Europe	17.06293074284707
660000	Europe	Americas	13.999531621122134
660000	Africa	Europe	16.47527530583783
660000	Africa	Europe	18.966957623775432
670000	Africa	Europe	41.33306457144221
670000	Africa	Europe	15.560939329475216
670000	Africa	Europe	46.66860978632706
670000	Africa	Europe	13.65062321668388
670000	Africa	Europe	8.018544274890097
670000	Africa	Europe	19.59976400072747
670000	Africa	Europe	18.476018617739825
670000	Africa	Americas	14.703935122022362
680000	Americas	Africa	146.83619961825474
680000	Africa	Europe	21.093486071752288
680000	Africa	Europe	7.17926188190301
680000	Africa	Europe	12.390931815130509
680000	Africa	Europe	11.538562759944675
680000	Africa	Europe	22.763125123680453
680000	Africa	Americas	10.793706469087615
680000	Africa	Europe	27.895077739062348
680000	Africa	Europe	18.772594726728094
680000	Americas	Africa	183.15715563814194
690000	Africa	Europe	54.57713536324093
690000	Africa	Europe	21.133066997192543
690000	Africa	Europe	25.431525363231025
690000	Africa	Europe	7.562351101088878
690000	Africa	Europe	7.896515515502816
690000	Africa	Americas	18.919642675115686
690000	Africa	Europe	18.289400152346214
690000	Africa	Europe	16.754678028666078
700000	Africa	Europe	9.617617807785109
700000	Africa	Europe	11.91813780819028
700000	Africa	Europe	25.049479200629754
700000	Africa	Europe	8.55049066603889
700000	Africa	Europe	14.323292622936227
700000	Africa	Americas	12.775248089423139
700000	Africa	Europe	21.282165494739573
700000	Africa	Europe	25.967694862588672
710000	Africa	Europe	90.01454756606964
710000	Africa	Europe	7.282100945433809
710000	Africa	Europe	46.10330479908215
710000	Africa	Europe	27.380650927877987
710000	Africa	Europe	5.520567985699368
710000	Africa	Americas	7.364486909187154
710000	Africa	Europe	17.891677064863117
710000	Africa	Europe	21.9404743560606
720000	Africa	Europe	35.49013528181374
720000	Africa	Europe	18.658270544022827
720000	Africa	Europe	14.618694430322996
720000	Africa	Europe	31.026907290631044
720000	Africa	Europe	7.760508442714407
720000	Africa	Europe	22.907653760405637
720000	Africa	Europe	13.089914959549958
720000	Africa	Americas	16.477529074814857
730000	Africa	Europe	10.451112518548541
730000	Africa	Europe	12.543677085971693
730000	Africa	Europe	22.017413027569717
730000	Africa	Europe	5.253265904700077
730000	Africa	Europe	3.7989781649489984
730000	Africa	Americas	13.972470857545009
730000	Africa	Europe	24.001810549414436
730000	Africa	Europe	10.62848950972905
740000	Africa	Europe	50.92478279597033
740000	Africa	Europe	20.28172446008033
740000	Africa	Europe	25.41857846008238
740000	Africa	Europe	6.174176706583426
740000	Africa	Europe	10.791873216093189
740000	Africa	Europe	25.065401951212174
740000	Africa	Europe	16.48692141227864
740000	Africa	Americas	12.298908859636956
750000	Africa	Europe	91.95673859301274
750000	Africa	Europe	13.059713562332387
750000	Africa	Europe	26.843618015996523
750000	Africa	Europe	5.897110007015417
750000	Africa	Europe	15.512484877722976
750000	Africa	Europe	23.96504246894127
750000	Africa	Europe	18.200936977582963
750000	Africa	Americas	8.38470454114192
760000	Africa	Europe	11.773239520789083
760000	Africa	Europe	12.244869042147458
760000	Africa	Europe	15.399333613326252
760000	Africa	Europe	3.1749148798264635
760000	Africa	Europe	4.364153216397794
760000	Africa	Americas	19.031399686756945
760000	Africa	Europe	19.558586157334947
760000	Africa	Europe	20.434123221512266
770000	Africa	Europe	21.41487458739916
770000	Africa	Europe	11.526575897960868
770000	Africa	Europe	21.36684963478004
770000	Africa	Europe	11.664581548233347
770000	Africa	Europe	19.981752681893084
770000	Africa	Americas	8.631161573756998
770000	Africa	Europe	12.593137493767813
770000	Africa	Europe	19.559679231253558
780000	Africa	Europe	26.499221571095916
780000	Africa	Europe	30.525861165590648
780000	Africa	Europe	47.90543032765935
780000	Africa	Europe	12.502404592669997
780000	Africa	Europe	16.554004211859596
780000	Africa	Europe	21.741963724482822
780000	Africa	Europe	33.473979509849784
780000	Africa	Europe	22.809758514225102
780000	Europe	Americas	16.578309063845566
790000	Africa	Europe	28.86940474123074
790000	Africa	Europe	20.894596590869998
790000	Africa	Europe	21.435244902924623
790000	Africa	Europe	18.338574963397978
790000	Africa	Europe	25.306559285123583
790000	Africa	Europe	26.790722557846095
790000	Africa	Europe	15.474386047797902
790000	Africa	Americas	12.253661816952226
800000	Africa	Europe	23.08919284285942
800000	Africa	Europe	13.06181188708703
800000	Africa	Europe	22.871352965265377
800000	Africa	Europe	6.193728395663763
800000	Africa	Europe	21.879535183008443
800000	Africa	Europe	24.628704712591528
800000	Africa	Europe	11.767854254580348
800000	Africa	Americas	15.202080094620095
810000	Africa	Europe	47.190410049413174
810000	Africa	Europe	26.46072336004496
810000	Africa	Europe	43.12091159178817
810000	Africa	Europe	4.228565361487362
810000	Africa	Europe	7.555012692187782
810000	Africa	Europe	18.475279954237667
810000	Africa	Europe	23.922790258228826
810000	Africa	Americas	12.72574724519418
820000	Africa	Europe	13.302027223551294
820000	Africa	Europe	22.622014338877914
820000	Africa	Europe	17.431869703395233
820000	Africa	Europe	17.007534622929498
820000	Europe	Africa	11.91881932112748
820000	Africa	Americas	12.284741277770554
820000	Africa	Europe	21.430734596488517
820000	Africa	Europe	12.417287274839566
820000	Africa	Europe	56.987404102798905
830000	Africa	Europe	53.619736879080946
830000	Africa	Europe	27.489146721105584
830000	Africa	Europe	23.438988737871284
830000	Africa	Europe	19.52443249350932
830000	Africa	Europe	8.559427822745661
830000	Africa	Europe	15.601725737198807
830000	Africa	Europe	36.6196581566838
830000	Africa	Europe	46.350401795768434
830000	Europe	Americas	21.16311900112477
840000	Africa	Europe	37.79867995781625
840000	Africa	Europe	10.250032397645537
840000	Africa	Europe	16.5643525052669
840000	Africa	Europe	8.751637407469683
840000	Africa	Europe	12.204717117839852
840000	Africa	Europe	6.588696451435105
840000	Africa	Europe	19.352071099228272
840000	Africa	Americas	9.64103909376354
850000	Africa	Europe	9.011404025875763
850000	Africa	Europe	18.13050402346716
850000	Africa	Europe	50.01097591394166
850000	Africa	Europe	4.60818122823423
850000	Africa	Europe	14.120724021980582
850000	Africa	Europe	22.86765884147659
850000	Africa	Europe	9.008743977482974
850000	Africa	Americas	12.1365324354537
860000	Africa	Europe	14.40551130055625
860000	Africa	Europe	21.529343693833756
860000	Africa	Europe	36.01887114283977
860000	Africa	Europe	4.03245637560728
860000	Africa	Europe	18.64411606373763
860000	Africa	Europe	23.482094395429005
860000	Africa	Europe	14.876274100353253
860000	Africa	Americas	15.275796995503773
870000	Africa	Europe	16.435119291504634
870000	Africa	Europe	19.58174965499056
870000	Africa	Europe	30.017916250232936
870000	Africa	Europe	5.513548376444115
870000	Africa	Europe	7.002649138259263
870000	Africa	Europe	11.38620338303851
870000	Africa	Europe	21.325300998236738
870000	Africa	Americas	40.69967315667209
880000	Africa	Europe	12.831018986964903
880000	Africa	Europe	13.729199926018634
880000	Africa	Europe	27.556285429898335
880000	Africa	Europe	7.5722410703518035
880000	Africa	Europe	8.196416909098637
880000	Africa	Europe	17.92052035284987
880000	Africa	Europe	8.568196073247027
880000	Africa	Americas	5.06877405224246
890000	Africa	Europe	38.94270091348294
890000	Africa	Europe	17.75095163484432
890000	Africa	Europe	12.7911152736442
890000	Africa	Europe	3.9099958818162865
890000	Africa	Europe	7.4261165755139364
890000	Africa	Europe	19.889292425217796
890000	Africa	Europe	21.473423089270067
890000	Africa	Americas	8.975902244882626
900000	Africa	Europe	13.20013948629822
900000	Africa	Europe	7.68916205636917
900000	Africa	Europe	15.986940564018052
900000	Africa	Europe	4.306387072912969
900000	Africa	Europe	13.359485976399817
900000	Africa	Europe	18.887485584003784
900000	Europe	Africa	10.066145468126079
900000	Africa	Europe	17.686264188542538
900000	Africa	Europe	27.634798987948408
900000	Africa	Americas	8.62563905958729
910000	Africa	Europe	12.277541880621394
910000	Africa	Europe	11.996683513415803
910000	Africa	Europe	15.437180542221743
910000	Africa	Europe	10.114529023164229
910000	Africa	Europe	10.884698150308864
910000	Africa	Americas	8.667840642104721
910000	Africa	Europe	18.22948021621777
910000	Africa	Europe	17.592090900376604
920000	Africa	Europe	18.399697674833014
920000	Africa	Europe	14.544106328335726
920000	Africa	Europe	50.755395453646884
920000	Africa	Europe	17.825776965818346
920000	Africa	Europe	15.571987440538818
920000	Africa	Americas	14.831151303360823
920000	Africa	Europe	20.795431534924624
920000	Africa	Europe	29.32100543684305
930000	Africa	Europe	86.43461348326204
930000	Africa	Europe	17.383743304991526
930000	Africa	Europe	24.700340401978934
930000	Africa	Europe	6.212659350911487
930000	Africa	Europe	4.686144673387293
930000	Africa	Europe	33.71337841334982
930000	Africa	Europe	19.968195586334417
930000	Africa	Americas	15.573039740851609
940000	Africa	Europe	35.99631518279084
940000	Africa	Europe	8.171425844611313
940000	Africa	Europe	25.78039347547817
940000	Africa	Europe	7.804632491324589
940000	Africa	Europe	3.6275088476101445
940000	Africa	Europe	6.492316325950828
940000	Africa	Europe	17.76102510021265
940000	Africa	Europe	32.047319874601996
940000	Europe	Americas	22.557054162672053
950000	Africa	Europe	57.306196368238346
950000	Africa	Europe	11.745404803098598
950000	Africa	Europe	42.2474819526759
950000	Africa	Europe	15.875616138625807
950000	Africa	Europe	21.016044550984493
950000	Africa	Europe	25.111875035963397
950000	Africa	Europe	26.853127680301807
950000	Africa	Americas	23.251600610542376
960000	Africa	Europe	26.470454351880043
960000	Africa	Europe	8.120945674173639
960000	Africa	Europe	22.626281974430526
960000	Africa	Europe	15.695570304886491
960000	Africa	Europe	10.157395840817887
960000	Africa	Americas	13.782832594692037
960000	Africa	Europe	29.64038238161114
960000	Africa	Europe	15.340076663776127
970000	Africa	Europe	26.371538494683193
970000	Africa	Europe	24.278795098414516
970000	Africa	Europe	18.334365187055234
970000	Africa	Europe	22.299367696233272
970000	Africa	Europe	18.934678848560782
970000	Africa	Europe	25.664494740235472
970000	Africa	Europe	18.137513967282214
970000	Africa	Americas	11.486035657237956
980000	Africa	Europe	19.179620782659484
980000	Africa	Europe	11.306544454651513
980000	Africa	Europe	15.453203467401703
980000	Africa	Europe	3.2570597999004995
980000	Africa	Europe	5.702398193143713
980000	Africa	Americas	15.816674880360296
980000	Africa	Europe	21.769570803896265
980000	Africa	Europe	15.585583096784
990000	Africa	Europe	40.25202188990738
