#node	date	numeric date
A/75a/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000247	1007-01-21	1007.059666
A2/GQ477482/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000249	1055-11-23	1055.896777
A1/AB222707/Uzbekistan/2004/Uzbekistan	2004-01-01	2004.000000
NODE_0000250	1088-03-07	1088.182727
NODE_0000251	1239-03-12	1239.196899
A2/GQ477485/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477499/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000252	1166-12-05	1166.930812
A2/GQ477497/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477504/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000254	1116-06-09	1116.438628
NODE_0000255	1501-09-17	1501.713474
A2/AL51CJ/Belgium/2000/Belgium	2000-01-01	2000.000000
A2/EU859938/Belgium/1999/Belgium	1999-01-01	1999.000000
NODE_0000256	1520-03-26	1520.232974
A/DQ788725/Germany/1992/Germany	1992-01-01	1992.000000
NODE_0000257	1663-03-27	1663.236441
A/DQ788729/Germany/1996/Germany	1996-01-01	1996.000000
NODE_0000258	1708-11-03	1708.841111
A/DQ788726/Germany/1993/Germany	1993-01-01	1993.000000
NODE_0000259	1746-05-11	1746.360304
A/DQ788728/Germany/1996/Germany	1996-01-01	1996.000000
A/DQ788727/Germany/1995/Germany	1995-01-01	1995.000000
NODE_0000260	1024-09-04	1024.676963
NODE_0000274	1181-10-08	1181.769600
A2/GQ477480/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477502/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000270	1088-10-02	1088.754739
A2/GQ477487/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000271	1133-11-27	1133.907181
A2/GQ477478/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477479/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000357	1282-05-31	1282.414326
A2/EU594387/Latvia/1991/Latvia	1991-01-01	1991.000000
NODE_0000269	1416-10-18	1416.797261
A2/GQ477472/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477496/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000261	1052-07-19	1052.549300
A2/GQ477468/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000262	1068-02-09	1068.110923
A2/EU859944/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000263	1186-02-09	1186.111101
A/G19925a/Belgium/1999/Belgium	1999-01-01	1999.000000
A2/GQ477473/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000265	1114-05-03	1114.337118
A2/GQ477489/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000266	1287-06-29	1287.493521
A/G1072/Belgium/2007/Belgium	2007-01-01	2007.000000
A2/GQ477484/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000275	1034-06-03	1034.422498
NODE_0000276	1067-12-25	1067.984939
A2/GQ477475/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000277	1192-10-08	1192.770146
A2/GQ477486/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000278	1226-11-18	1226.883318
A/42z/Belgium/2007/Belgium	2007-01-01	2007.000000
A2/GQ477495/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000279	1044-07-27	1044.569490
NODE_0000280	1177-08-25	1177.650065
A2/GQ477463/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477481/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000281	1059-10-03	1059.756993
A2/GQ477465/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000282	1085-02-21	1085.144741
A2/GQ477476/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000283	1168-07-20	1168.551099
A2/AB937797/Japan/2012/Japan	2012-01-01	2012.000000
A/AB453985/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000285	1302-06-01	1302.416654
A2/GQ477494/Poland/2006/Poland	2006-01-01	2006.000000
A2/GQ477501/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000289	1114-03-13	1114.199484
NODE_0000380	1258-08-11	1258.611756
A/EU414133/Belarus/2005/Belarus	2005-01-01	2005.000000
NODE_0000381	1284-03-01	1284.164905
A2/GQ477490/Poland/2006/Poland	2006-01-01	2006.000000
A/AB270536/Mongolia/2005/Mongolia	2005-01-01	2005.000000
A2/GQ477492/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000374	1579-08-13	1579.617934
NODE_0000373	1615-08-26	1615.652763
A2/GQ477470/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000376	1615-08-26	1615.652763
A/G10572a/Belgium/1982/Belgium	1982-01-01	1982.000000
A/G10543a/Belgium/1993/Belgium	1993-01-01	1993.000000
NODE_0000377	1583-10-09	1583.772299
A/G1HZ25a/Belgium/1987/Belgium	1987-01-01	1987.000000
NODE_0000378	1583-10-09	1583.772299
A/G10731a/Belgium/1979/Belgium	1979-01-01	1979.000000
NODE_0000379	1583-10-09	1583.772299
NODE_0000299	1609-04-05	1609.260363
NODE_0000302	1630-03-26	1630.233196
A2/GQ477471/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000303	1903-10-31	1903.833455
A/61a/Belgium/1987/Belgium	1987-01-01	1987.000000
A/G10135a/Belgium/1993/Belgium	1993-01-01	1993.000000
NODE_0000306	1672-11-11	1672.862472
NODE_0000400	1734-02-07	1734.104157
A/G10425a/Belgium/1994/Belgium	1994-01-01	1994.000000
NODE_0000308	1784-02-26	1784.157583
A2/AL31LJ/Belgium/1995/Belgium	1995-01-01	1995.000000
A/G1HX41a/Belgium/1988/Belgium	1988-01-01	1988.000000
NODE_0000309	1686-04-01	1686.251332
NODE_0000310	1796-12-13	1796.950260
A/80a/Belgium/1987/Belgium	1987-01-01	1987.000000
A2/EU859955/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000311	1698-03-22	1698.223573
A/FJ349222/Belgium/1998/Belgium	1998-01-01	1998.000000
A2/EU859956/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000408	1616-08-09	1616.607350
NODE_0000305	1688-09-30	1688.748671
A/G1036a/Belgium/2002/Belgium	2002-01-01	2002.000000
A/G10532a/Belgium/1988/Belgium	1988-01-01	1988.000000
NODE_0000412	1712-09-15	1712.708851
A/GU563558/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000312	1858-07-11	1858.527264
A/71a/Belgium/1984/Belgium	1984-01-01	1984.000000
A/11z/Belgium/2003/Belgium	2003-01-01	2003.000000
A/FJ349224/Belgium/2000/Belgium	2000-01-01	2000.000000
A/85a/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000316	1916-05-18	1916.378230
A/39Z/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000418	1964-12-24	1964.981935
A2/AL40LMJ/Belgium/2001/Belgium	2001-01-01	2001.000000
NODE_0000419	2002-01-01	2002.000000
A/33a/Belgium/2002/Belgium	2002-01-01	2002.000000
NODE_0000426	2003-01-01	2003.000000
A/86a/Belgium/2003/Belgium	2003-01-01	2003.000000
NODE_0000429	2005-01-01	2005.000000
A2/EU859918/Belgium/2005/Belgium	2005-01-01	2005.000000
A2/EU859914/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000322	1929-10-23	1929.812137
NODE_0000433	1968-12-22	1968.974769
A2/EU859919/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000435	1969-12-10	1969.943677
A2/EU859912/Belgium/2006/Belgium	2006-01-01	2006.000000
A2/EU859915/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000325	1939-08-24	1939.648269
A2/EU859907/Belgium/2007/Belgium	2007-01-01	2007.000000
A2/EU859927/Belgium/2005/Belgium	2005-01-01	2005.000000
A2/EU859901/Belgium/2006/Belgium	2006-01-01	2006.000000
A2/EU859911/Belgium/2007/Belgium	2007-01-01	2007.000000
A2/EU859924/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000320	1968-10-14	1968.786963
A2/EU859917/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000321	1968-10-14	1968.786963
A2/EU859916/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000323	1969-04-01	1969.249537
A2/EU859921/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000324	1969-06-25	1969.482846
A2/EU859920/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000326	1969-10-18	1969.797874
A2/EU859913/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000327	1970-06-21	1970.471497
A2/EU859925/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000328	1970-11-16	1970.877085
A2/EU859906/Belgium/2007/Belgium	2007-01-01	2007.000000
NODE_0000329	1971-05-13	1971.365610
A2/EU859910/Belgium/2007/Belgium	2007-01-01	2007.000000
NODE_0000439	2004-03-08	2004.185227
NODE_0000444	2005-01-01	2005.000000
A2/EU859922/Belgium/2005/Belgium	2005-01-01	2005.000000
A2/EU859926/Belgium/2005/Belgium	2005-01-01	2005.000000
NODE_0000446	2005-03-08	2005.185227
A2/EU859908/Belgium/2007/Belgium	2007-01-01	2007.000000
NODE_0000451	2006-01-01	2006.000000
A2/EU859928/Belgium/2006/Belgium	2006-01-01	2006.000000
A2/AL69HMM/Belgium/2006/Belgium	2006-01-01	2006.000000
NODE_0000452	1583-10-09	1583.772299
NODE_0000290	1608-06-15	1608.456080
A/AB453982/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000455	1743-10-11	1743.777642
NODE_0000291	1779-10-16	1779.793061
A2/KJ854710/Brazil/2007/Brazil	2007-01-01	2007.000000
NODE_0000292	1924-11-21	1924.891400
A1/KJ854708/Brazil/2007/Brazil	2007-01-01	2007.000000
A2/KJ854709/Brazil/2007/Brazil	2007-01-01	2007.000000
NODE_0000458	1855-02-09	1855.111121
NODE_0000294	1969-07-31	1969.582847
A2/EU594394/Russia/1997/Russia	1997-01-01	1997.000000
A2/EU594395/Russia/1997/Russia	1997-01-01	1997.000000
NODE_0000296	1909-09-18	1909.715288
A2/EU594391/Russia/1997/Russia	1997-01-01	1997.000000
NODE_0000297	1997-01-01	1997.000000
A2/EU594390/Russia/1997/Russia	1997-01-01	1997.000000
A2/EU594392/Russia/1997/Russia	1997-01-01	1997.000000
NODE_0000464	1660-10-17	1660.795327
A/JQ687529/Serbia/2007/Serbia	2007-01-01	2007.000000
NODE_0000465	1660-10-17	1660.795327
NODE_0000467	1820-06-13	1820.451556
A2/EU594393/Russia/1997/Russia	1997-01-01	1997.000000
NODE_0000471	1820-06-13	1820.451556
A/EU414132/Belarus/2005/Belarus	2005-01-01	2005.000000
NODE_0000472	1820-06-13	1820.451556
A2/EU859942/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000375	1850-04-27	1850.322460
A/JX507080/SouthAfrica/1997/SouthAfrica	1997-01-01	1997.000000
NODE_0000475	1910-12-23	1910.977494
A2/EU859953/Belgium/1998/Belgium	1998-01-01	1998.000000
NODE_0000477	1910-12-23	1910.977494
A/GU563554/Belgium/2008/Belgium	2008-01-01	2008.000000
A2/AL62MD/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000345	1685-01-09	1685.026490
A2/GQ477498/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000361	1920-09-23	1920.729296
A2/AL21SE/Belgium/2001/Belgium	2001-01-01	2001.000000
A/62a/Belgium/2001/Belgium	2001-01-01	2001.000000
NODE_0000347	1717-09-29	1717.746619
A2/EU594388/Latvia/1991/Latvia	1991-01-01	1991.000000
NODE_0000348	1834-06-27	1834.489949
NODE_0000349	1849-09-11	1849.698053
A2/KJ843188/Argentina/2012/Argentina	2012-01-01	2012.000000
NODE_0000350	1928-10-06	1928.766561
A2/KJ843166/Argentina/2013/Argentina	2013-01-01	2013.000000
A2/KJ843215/Argentina/2004/Argentina	2004-01-01	2004.000000
NODE_0000351	1907-02-26	1907.156360
A2/KJ843216/Argentina/2003/Argentina	2003-01-01	2003.000000
NODE_0000488	1964-12-26	1964.988063
A2/KJ843214/Argentina/2001/Argentina	2001-01-01	2001.000000
A2/KJ843192/Argentina/2013/Argentina	2013-01-01	2013.000000
NODE_0000491	1731-11-07	1731.852556
NODE_0000356	1767-11-13	1767.867976
A2/AL66DMML/Belgium/2007/Belgium	2007-01-01	2007.000000
A/G10649a/Belgium/1982/Belgium	1982-01-01	1982.000000
NODE_0000358	1933-04-13	1933.283528
A2/AL72GMG/Belgium/2009/Belgium	2009-01-01	2009.000000
A/GU563562/Belgium/2008/Belgium	2008-01-01	2008.000000
NODE_0000495	1744-06-07	1744.432947
NODE_0000496	1799-03-19	1799.215358
A/77a/Belgium/1980/Belgium	1980-01-01	1980.000000
NODE_0000500	1892-10-05	1892.763339
A/GU563546/Belgium/2001/Belgium	2001-01-01	2001.000000
A2/GQ477461/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000362	1816-07-01	1816.499314
A/G19613a/Belgium/1985/Belgium	1985-01-01	1985.000000
NODE_0000363	1858-03-11	1858.193305
A2/AL32VLE/Belgium/1995/Belgium	1995-01-01	1995.000000
A/18zreal/Belgium/1998/Belgium	1998-01-01	1998.000000
A2/EU859951/Belgium/1999/Belgium	1999-01-01	1999.000000
NODE_0000364	1941-09-16	1941.711065
A2/EU859948/Belgium/2000/Belgium	2000-01-01	2000.000000
A2/EU859949/Belgium/1999/Belgium	1999-01-01	1999.000000
NODE_0000368	1910-12-04	1910.927093
A2/EU859947/Belgium/2001/Belgium	2001-01-01	2001.000000
NODE_0000369	1952-01-13	1952.037872
A2/EU859940/Belgium/1998/Belgium	1998-01-01	1998.000000
A2/AL79VM/Belgium/2005/Belgium	2005-01-01	2005.000000
A2/EU859946/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000516	1437-12-15	1437.956666
NODE_0000519	1685-07-04	1685.508847
NODE_0000420	1776-02-22	1776.147139
A2/KF779336/USA/2001/USA	2001-01-01	2001.000000
NODE_0000421	1803-09-27	1803.741002
NODE_0000422	1830-04-10	1830.274772
A2/KF779319/USA/2000/USA	2000-01-01	2000.000000
A2/KF779379/USA/2001/USA	2001-01-01	2001.000000
NODE_0000423	1842-01-08	1842.024385
A/KF779231/USA/2003/USA	2003-01-01	2003.000000
NODE_0000424	1870-12-21	1870.972374
A2/EU859945/Belgium/2000/Belgium	2000-01-01	2000.000000
A2/EU859950/Belgium/1999/Belgium	1999-01-01	1999.000000
NODE_0000525	1685-07-04	1685.508847
NODE_0000403	1772-05-04	1772.341055
A/KF779278/USA/2005/USA	2005-01-01	2005.000000
A2/GQ477467/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000406	1776-09-19	1776.720036
A/KF779373/USA/2005/USA	2005-01-01	2005.000000
NODE_0000407	1802-05-05	1802.344707
A/KF779352/USA/2003/USA	2003-01-01	2003.000000
NODE_0000409	1829-11-09	1829.858938
NODE_0000410	1876-10-22	1876.809342
A2/KF779326/USA/2001/USA	2001-01-01	2001.000000
A/GU563553/Belgium/2001/Belgium	2001-01-01	2001.000000
NODE_0000411	1945-11-27	1945.907544
A2/JX096952/Latvia/2005/Latvia	2005-01-01	2005.000000
A2/JX096953/Latvia/2008/Latvia	2008-01-01	2008.000000
A2/GQ477503/Poland/2006/Poland	2006-01-01	2006.000000
NODE_0000413	1825-12-18	1825.965351
NODE_0000414	1878-03-30	1878.245683
A2/KF779322/USA/2001/USA	2001-01-01	2001.000000
A2/KF779386/USA/2001/USA	2001-01-01	2001.000000
NODE_0000415	1857-02-06	1857.102712
A/KF779367/USA/2004/USA	2004-01-01	2004.000000
NODE_0000416	1882-02-14	1882.124671
A2/KF779334/USA/2001/USA	2001-01-01	2001.000000
A/KF779347/USA/2003/USA	2003-01-01	2003.000000
NODE_0000417	1939-04-08	1939.268525
A/KF779279/USA/2005/USA	2005-01-01	2005.000000
A/KF779346/USA/2003/USA	2003-01-01	2003.000000
NODE_0000425	1474-08-14	1474.618918
A/KF779360/USA/2004/USA	2004-01-01	2004.000000
NODE_0000427	1578-06-21	1578.471529
A2/KF779337/USA/2001/USA	2001-01-01	2001.000000
NODE_0000428	1655-05-07	1655.350386
A2/KF779295/USA/2001/USA	2001-01-01	2001.000000
A2/KF779252/USA/1998/USA	1998-01-01	1998.000000
NODE_0000540	1788-03-20	1788.217233
NODE_0000431	1980-12-17	1980.962070
A/KF779246/USA/2004/USA	2004-01-01	2004.000000
A/KF779247/USA/2005/USA	2005-01-01	2005.000000
NODE_0000432	1876-01-20	1876.057017
A/KF779244/USA/2004/USA	2004-01-01	2004.000000
A/KF779245/USA/2004/USA	2004-01-01	2004.000000
NODE_0000434	1912-09-19	1912.719571
A/KF779248/USA/2005/USA	2005-01-01	2005.000000
A/KF779366/USA/2004/USA	2004-01-01	2004.000000
NODE_0000436	1527-06-28	1527.490278
A2/KF779329/USA/2001/USA	2001-01-01	2001.000000
NODE_0000437	1551-11-15	1551.874842
NODE_0000438	1816-02-05	1816.099359
A/KF779240/USA/2004/USA	2004-01-01	2004.000000
A2/KF779385/USA/2000/USA	2000-01-01	2000.000000
NODE_0000445	1740-10-26	1740.818754
A2/KF779290/USA/2000/USA	2000-01-01	2000.000000
A2/KF779298/USA/2001/USA	2001-01-01	2001.000000
NODE_0000447	1945-10-30	1945.831523
A2/KF779286/USA/1999/USA	1999-01-01	1999.000000
A2/KF779287/USA/1999/USA	1999-01-01	1999.000000
NODE_0000440	1570-06-28	1570.491433
A2/KF779215/USA/1999/USA	1999-01-01	1999.000000
NODE_0000441	1820-06-15	1820.456211
A2/KF779299/USA/2002/USA	2002-01-01	2002.000000
NODE_0000442	1854-09-20	1854.721577
A2/KF779323/USA/2001/USA	2001-01-01	2001.000000
NODE_0000443	1900-01-27	1900.075747
A2/KF779324/USA/2001/USA	2001-01-01	2001.000000
A2/KF779325/USA/2001/USA	2001-01-01	2001.000000
NODE_0000448	1646-06-24	1646.480219
NODE_0000449	1778-10-31	1778.832975
A2/KF779257/USA/1999/USA	1999-01-01	1999.000000
A2/KF779317/USA/2000/USA	2000-01-01	2000.000000
NODE_0000450	1687-01-10	1687.029081
A2/KF779255/USA/1998/USA	1998-01-01	1998.000000
A2/KF779333/USA/2002/USA	2002-01-01	2002.000000
A2/KF779284/USA/1999/USA	1999-01-01	1999.000000
NODE_0000453	1736-05-25	1736.399404
A2/KF779297/USA/2001/USA	2001-01-01	2001.000000
A2/KF779304/USA/2002/USA	2002-01-01	2002.000000
NODE_0000460	1771-05-31	1771.415595
A2/KF779258/USA/1999/USA	1999-01-01	1999.000000
NODE_0000461	1805-01-21	1805.060085
A2/KF779315/USA/1998/USA	1998-01-01	1998.000000
A2/KF779316/USA/1999/USA	1999-01-01	1999.000000
NODE_0000454	1796-10-20	1796.802882
A2/KF779314/USA/1998/USA	1998-01-01	1998.000000
A2/KF779313/USA/1998/USA	1998-01-01	1998.000000
NODE_0000456	1844-05-02	1844.336536
A/KF779310/USA/2005/USA	2005-01-01	2005.000000
NODE_0000457	1911-05-08	1911.353096
A2/KF779251/USA/1998/USA	1998-01-01	1998.000000
A2/KF779262/USA/1999/USA	1999-01-01	1999.000000
NODE_0000462	1491-08-29	1491.660312
A2/KF779378/USA/2001/USA	2001-01-01	2001.000000
NODE_0000463	1503-11-07	1503.851976
A2/KF779254/USA/1998/USA	1998-01-01	1998.000000
NODE_0000566	1745-04-13	1745.282682
A/KF779238/USA/2004/USA	2004-01-01	2004.000000
NODE_0000569	1746-04-02	1746.252942
NODE_0000466	1782-03-19	1782.213684
A/KF779232/USA/2003/USA	2003-01-01	2003.000000
A2/KF779259/USA/1999/USA	1999-01-01	1999.000000
NODE_0000571	1783-11-06	1783.850147
NODE_0000468	1948-12-05	1948.928192
A/KF779355/USA/2003/USA	2003-01-01	2003.000000
NODE_0000469	2001-01-01	2001.000000
A2/KF779338/USA/2001/USA	2001-01-01	2001.000000
A2/KF779339/USA/2001/USA	2001-01-01	2001.000000
NODE_0000470	1848-05-05	1848.344340
A/KF779350/USA/2003/USA	2003-01-01	2003.000000
A2/KF779266/USA/2000/USA	2000-01-01	2000.000000
A2/KF779291/USA/2000/USA	2000-01-01	2000.000000
A/KF779371/USA/2005/USA	2005-01-01	2005.000000
NODE_0000474	1885-01-03	1885.010542
A/KF779227/USA/2003/USA	2003-01-01	2003.000000
A/KF779351/USA/2003/USA	2003-01-01	2003.000000
NODE_0000476	1949-02-24	1949.152599
A/KF779243/USA/2004/USA	2004-01-01	2004.000000
A/KF779307/USA/2003/USA	2003-01-01	2003.000000
NODE_0000478	1513-01-10	1513.029013
NODE_0000479	1547-10-20	1547.803682
A2/KF779221/USA/2001/USA	2001-01-01	2001.000000
NODE_0000480	1644-08-11	1644.613113
A2/KF779253/USA/1998/USA	1998-01-01	1998.000000
NODE_0000481	1694-01-21	1694.060152
A/KF779271/USA/2003/USA	2003-01-01	2003.000000
A2/KF779268/USA/2000/USA	2000-01-01	2000.000000
NODE_0000483	1714-03-21	1714.221248
A2/KF779256/USA/1998/USA	1998-01-01	1998.000000
A/AB549213/Japan/2009/Japan	2009-01-01	2009.000000
NODE_0000485	1548-03-15	1548.203241
A/KF779370/USA/2005/USA	2005-01-01	2005.000000
NODE_0000486	1563-03-05	1563.177457
A/KF779305/USA/2003/USA	2003-01-01	2003.000000
NODE_0000487	1634-01-29	1634.080777
A/KF779383/USA/2005/USA	2005-01-01	2005.000000
NODE_0000489	1664-09-30	1664.749077
A/KF779272/USA/2003/USA	2003-01-01	2003.000000
A/KF779282/USA/2005/USA	2005-01-01	2005.000000
NODE_0000490	1644-10-15	1644.789022
NODE_0000587	1856-03-02	1856.169743
A/KF779306/USA/2003/USA	2003-01-01	2003.000000
A/KF779270/USA/2003/USA	2003-01-01	2003.000000
NODE_0000492	1661-08-06	1661.598669
A/KF779273/USA/2003/USA	2003-01-01	2003.000000
A/KF779274/USA/2003/USA	2003-01-01	2003.000000
NODE_0000494	1688-11-06	1688.850400
A/KF779308/USA/2004/USA	2004-01-01	2004.000000
A/KF779381/USA/2004/USA	2004-01-01	2004.000000
NODE_0000497	1787-01-02	1787.007104
A/KF779283/USA/2005/USA	2005-01-01	2005.000000
NODE_0000498	1836-04-26	1836.318372
A/KF779280/USA/2005/USA	2005-01-01	2005.000000
A/KF779281/USA/2005/USA	2005-01-01	2005.000000
NODE_0000499	1701-04-05	1701.262087
NODE_0000593	1894-11-16	1894.877733
A/KF779309/USA/2005/USA	2005-01-01	2005.000000
A/KF779249/USA/2005/USA	2005-01-01	2005.000000
NODE_0000501	1706-06-06	1706.430282
A/KF779372/USA/2005/USA	2005-01-01	2005.000000
NODE_0000502	1737-07-08	1737.518330
A/KF779374/USA/2006/USA	2006-01-01	2006.000000
NODE_0000504	1885-01-10	1885.030103
A/KF779269/USA/2003/USA	2003-01-01	2003.000000
A/KF779349/USA/2003/USA	2003-01-01	2003.000000
NODE_0000505	1742-09-07	1742.686378
A/KF779239/USA/2004/USA	2004-01-01	2004.000000
NODE_0000506	1751-06-04	1751.426658
A/G1953a/Belgium/1989/Belgium	1989-01-01	1989.000000
NODE_0000507	1755-09-06	1755.683816
NODE_0000508	1779-03-29	1779.242935
A2/KF779260/USA/1999/USA	1999-01-01	1999.000000
A2/KF779265/USA/2000/USA	2000-01-01	2000.000000
NODE_0000509	1767-08-08	1767.603161
A2/KF779335/USA/2001/USA	2001-01-01	2001.000000
NODE_0000510	1773-04-09	1773.273273
NODE_0000511	1779-05-14	1779.369295
A2/KF779311/USA/1998/USA	1998-01-01	1998.000000
NODE_0000512	1836-02-26	1836.157675
A2/KF779264/USA/2000/USA	2000-01-01	2000.000000
NODE_0000513	1856-04-17	1856.293048
A2/KF779261/USA/1999/USA	1999-01-01	1999.000000
A2/KF779263/USA/1999/USA	1999-01-01	1999.000000
NODE_0000514	1898-04-10	1898.275757
A2/KF779312/USA/1998/USA	1998-01-01	1998.000000
NODE_0000515	1911-03-08	1911.184708
A2/KF779331/USA/2001/USA	2001-01-01	2001.000000
A2/KF779342/USA/2002/USA	2002-01-01	2002.000000
NODE_0000517	1937-05-15	1937.370184
A2/KF779330/USA/2001/USA	2001-01-01	2001.000000
NODE_0000518	1954-12-06	1954.931768
A/KF779354/USA/2003/USA	2003-01-01	2003.000000
NODE_0000610	1967-04-30	1967.329361
A/KF779359/USA/2004/USA	2004-01-01	2004.000000
A/KF779358/USA/2004/USA	2004-01-01	2004.000000
NODE_0000520	1525-05-16	1525.372447
NODE_0000553	1547-01-20	1547.056243
A/AB453984/Japan/2006/Japan	2006-01-01	2006.000000
NODE_0000554	1577-02-06	1577.103057
A/G10726a/Belgium/1992/Belgium	1992-01-01	1992.000000
A2/KJ843184/Argentina/2013/Argentina	2013-01-01	2013.000000
NODE_0000536	1536-08-15	1536.622242
A/78a/Belgium/2003/Belgium	2003-01-01	2003.000000
A/GU563557/Belgium/2000/Belgium	2000-01-01	2000.000000
NODE_0000538	1563-03-18	1563.210956
A/KC836880/Japan/1996/Japan	1996-01-01	1996.000000
NODE_0000539	1839-02-08	1839.107394
A/KC836878/Japan/1994/Japan	1994-01-01	1994.000000
A/KC836881/Japan/1996/Japan	1996-01-01	1996.000000
NODE_0000541	1551-05-24	1551.394639
A2/KJ843172/Argentina/2010/Argentina	2010-01-01	2010.000000
NODE_0000542	1569-02-14	1569.124200
NODE_0000543	1844-10-10	1844.776920
A2/HE576988/France/2007/France	2007-01-01	2007.000000
A2/HE576989/France/2007/France	2007-01-01	2007.000000
NODE_0000544	1585-01-02	1585.007095
NODE_0000545	1814-02-01	1814.089409
A/EU185786/Argentina/2001/Argentina	2001-01-01	2001.000000
NODE_0000546	1967-07-22	1967.557191
A/EU185788/Argentina/2001/Argentina	2001-01-01	2001.000000
NODE_0000623	2001-01-01	2001.000000
A/EU185789/Argentina/2001/Argentina	2001-01-01	2001.000000
A/EU185787/Argentina/2001/Argentina	2001-01-01	2001.000000
NODE_0000548	1754-10-25	1754.817522
NODE_0000549	1879-11-16	1879.877274
A/AY738143/Germany/1997/Germany	1997-01-01	1997.000000
A1/AY738139/Germany/1997/Germany	1997-01-01	1997.000000
NODE_0000550	1919-08-04	1919.594018
A/AY738142/Germany/1997/Germany	1997-01-01	1997.000000
NODE_0000551	1941-12-27	1941.990646
A/AY738141/Germany/1997/Germany	1997-01-01	1997.000000
A2/AY738140/Germany/1997/Germany	1997-01-01	1997.000000
NODE_0000628	1645-07-16	1645.539372
NODE_0000530	1681-07-23	1681.558896
A/MB133/Belgium/2007/Congo	2007-01-01	2007.000000
A/JQ687533/Serbia/2008/Serbia	2008-01-01	2008.000000
NODE_0000630	1680-12-25	1680.983758
NODE_0000521	1936-01-30	1936.082757
A2/AB697493/Japan/2005/Japan	2005-01-01	2005.000000
NODE_0000482	1949-02-16	1949.129004
NODE_0000632	2005-01-01	2005.000000
A2/AB697495/Japan/2005/Japan	2005-01-01	2005.000000
A2/AB937792/Japan/2008/Japan	2008-01-01	2008.000000
NODE_0000524	1985-02-21	1985.145039
A2/AB775198/Japan/2010/Japan	2010-01-01	2010.000000
NODE_0000528	2010-01-01	2010.000000
A2/AB775200/Japan/2010/Japan	2010-01-01	2010.000000
A2/AB775201/Japan/2010/Japan	2010-01-01	2010.000000
NODE_0000635	2010-01-01	2010.000000
A2/AB775199/Japan/2010/Japan	2010-01-01	2010.000000
NODE_0000636	2013-01-01	2013.000000
A2/AB937794/Japan/2013/Japan	2013-01-01	2013.000000
A2/AB937793/Japan/2013/Japan	2013-01-01	2013.000000
NODE_0000637	1680-12-25	1680.983758
NODE_0000533	1744-01-04	1744.012134
A2/AB697492/Japan/2005/Japan	2005-01-01	2005.000000
NODE_0000534	1939-08-06	1939.598751
A/32a/Belgium/2005/Belgium	2005-01-01	2005.000000
