# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Nov 08 13:19:13 CET 2019 [seed=151515]
# -beagle_cpu -overwrite -seed 151515 -save_every 100000 -save_state checkpoint.state HBV-D_ancientDNA_HMCskygrid_geo.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(AncientDNA)	age(AncientDNA)	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	default.ucld.mean	default.ucld.stdev	location.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.MiddleEast	location.rates.Africa.Oceania	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.MiddleEast	location.rates.Americas.Oceania	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.MiddleEast	location.rates.EastSouthAsia.Oceania	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.MiddleEast	location.rates.Europe.Oceania	location.rates.Europe.WestCentralAsia	location.rates.MiddleEast.Oceania	location.rates.MiddleEast.WestCentralAsia	location.rates.Oceania.WestCentralAsia	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.MiddleEast	location.indicators.Africa.Oceania	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.MiddleEast	location.indicators.Americas.Oceania	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.MiddleEast	location.indicators.EastSouthAsia.Oceania	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.MiddleEast	location.indicators.Europe.Oceania	location.indicators.Europe.WestCentralAsia	location.indicators.MiddleEast.Oceania	location.indicators.MiddleEast.WestCentralAsia	location.indicators.Oceania.WestCentralAsia	location.nonZeroRates	age(LT992438.1DA29/Kazakhstan/1195/Kazakhstan/)	age(LT992439.1DA27/Kazakhstan/407/Kazakhstan/)	age(LT992444.1DA51/Kyrgyzstan/-280/Kyrgyzstan/)	age(LT992454.1DA222/Kazakhstan/850/Kazakhstan/)	age(MG585269-NASD24SEQ/Italy/1578/Italy/)	default.treeLikelihood	default.branchRates	location.branchRates	location.treeLikelihood	skygrid
0	-476055.230653214	-48350.56457977369	-427704.6660734403	2326.141952527157	-314.1419525271572	5007.7743667427685	2326.141952527157	-314.1419525271572	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2300.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	1.0	1.0021073255686535	0.33418812717876256	-0.012240064743268164	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	849.0	1641.0	2200.0	1167.0	439.0	-426255.48608360643	-11269.5350994549	0.0	-1449.1799898338713	-26993.864268027686
250000250000	-174963.70378175614	-17757.619551842152	-157206.08422991398	2478.8361097189513	-466.8361097189513	10190.056937367119	2478.8361097189513	-466.8361097189513	0.08275065112119134	7.026973347480239	3.9533984546585756	2.0892905582504206	0.5957706812989408	1.914380110339566	2.0521264161873765	1.0231532639453405	3.49097592544575	8.209896362771637	13.426430052801543	14.297180340809259	12.706352755623818	18.18298069519983	12.57609042911727	11.990585824962682	5.962216759186801	6.702015186900128	1.0646536698183817	7.368075293229581	4.644799214624821	0.9751871981151129	5.010188628216524	8.24614560522946	16.35174293869537	15.077924441438844	11.616102823745072	5.908628930057598	4.85229015130735	2.3127898961151097	-1.9813924751723038	2.305383386508957	0.6328180611889171	3.3323649095574157	9.297928251727047	9.230799270200572	17.461687297264454	15.874742172398554	12.71114119030516	6.725808474484544	5.380296783959229	7.914320423244545	5.570000224563038	-0.4340681567028396	0.6468534842938252	-1.5138827468425071	-6.455530574996993	-10.042328451849023	-11.209215367677514	-14.74302795211423	-11.301572220275377	2300.0	3.184684566431006	0.32794648736062126	0.24869806622519172	0.17419403545067655	0.24916141096351016	0.37227544346804203	0.006767458602538939	0.018957993632400544	0.014973740949845767	0.0030932992278237407	1.9459837805240323	0.029423922128161323	0.014973740949845781	0.6781704051283677	2.884115946929105	0.5572542016700284	0.4461084575959739	0.06325233287674144	1.2391619075330682	3.589175904932527	1.2099987168614983	0.30824616265200583	1.4653730465929204	0.3701265498756357	2.035646434433774	1.2906297426031115	0.062361622239964505	2.1044379861718485	0.7050251126488024	0.7780094009222432	1.702581676035622	4.2334104033649185	1.1430357573078564	0.23618785520280608	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	13.0	874.80135811968	1799.002514236593	2478.836074348198	1174.375936029672	592.7445519723414	-156163.0457187538	-11269.5350994549	0.0	-1043.0385111601706	-6171.638242879093
40439796159	-141158.87110183758	2241.759114346893	-229.75911434689306	12288.215379683901	2241.759114346893	-229.75911434689306	0.0859935826131088	7.3956431859051905	4.10983105237457	13.199044236724621	12.179470214260167	13.860878523929605	9.950411158437449	8.089659043473569	5.633551451213752	9.005761228269684	6.846157244531619	7.0451133318966095	14.295977364003214	12.623369984434156	8.024323973075308	8.654202045409033	6.040403634222578	3.7124741102144756	5.713863069878851	2.624647510131477	4.308787494814478	5.044578887164272	6.881400508408868	4.647259908452233	-0.850967372103749	9.565334679652983	11.469473473125893	10.869701702542207	11.802712742468694	5.884823054394159	1.5723702790922214	0.13544100269338022	5.839082704767432	9.086580227674377	7.506438778190009	7.3846572508233015	11.951893635972235	6.777901481766107	4.905267369657341	3.1283926849487247	4.88537042670494	5.523699563226767	13.235554993105845	8.869515515066372	6.85383228695113	3.182792091463395	5.781530511775051	6.420012898558072	1.5847027664858573	-2.076778412857826	-0.5137733784024001	2300.0	3.102227186279592	0.3266003513667576	0.24709670206296144	0.17330868571909752	0.2529942608511836	0.37137927197075155	0.0050857241725037194	0.012431920991632319	0.009344608071854258	0.002414348354041077	1.7564703835625899	0.03884404308614385	0.009344608071854284	0.05725002019309036	0.5817941342166704	0.28022341948389046	0.9405552023054828	0.04141544033847666	1.0115222412361689	0.6899292754612899	0.5433954306275675	0.5409539661210689	0.16197157397000103	0.20089408041804654	1.8688850212964732	0.2997071698813311	0.42883226734867447	1.4453916473052955	5.5605020983704065	0.38872440069038333	1.092848476386726	0.010391908325846152	2.7366009286440955	4.406321999307127	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	14.0	838.3009794998264	1570.5353074411205	2216.5302728568154	1304.6394654337923	464.9802896119871	-140303.88945735648	-11269.5350994549	0.0	-854.9816444810965	-6386.703461282637
750000	-152793.08535607363	-17878.01989736403	-134915.0654587096	2205.9693549552603	-193.96935495526031	12665.991547403471	2205.9693549552603	-193.96935495526031	0.2127882966917935	7.5072306222757055	3.9405911731626215	6.8013992809022765	11.809056464637587	12.161582572316526	9.64684672027948	9.058851054446992	8.30189850242245	9.535379853711321	9.149925509847101	9.056901046595273	11.346470647401807	12.248221067417376	7.271558607763082	11.90383473719047	10.669625212610663	11.533753690283282	11.234219305732548	5.159407667679407	4.155063205282901	4.753581752466519	4.358171179765101	6.67886177246785	6.63401906398545	5.396083909506954	6.042741114718304	6.838605614582663	3.5960369628535758	7.873462708938954	11.39386099083866	12.117168214333974	12.862692423083349	13.51622948839332	11.07356757060185	10.672292204142304	11.829528697517938	6.869689786196554	4.6848070509612585	1.035121014406485	2.498068866771731	0.3774992853152103	-1.6668157564268362	0.26853207104489596	-0.25722740552995843	2.7038767773157577	3.053787735005509	1.577214984333195	0.4018504540991101	1.142124789541082	4.637048970304776	2300.0	3.0381607467555694	0.33761656682844915	0.24780565568551238	0.1709697403521891	0.2436080371338492	0.36779949995636974	0.0044661415504240074	0.011202353226958464	0.007966332119785188	0.002299230602193763	1.535674382558764	0.08736151479186507	0.007966332119785193	4.314115021726479	0.2889979655559408	0.46424339156997235	0.40129198609030264	0.5905753597733369	0.5749578949511168	0.9845172983157472	0.7195046672403398	2.8699412683907704	0.8393526994917443	0.07938045783542734	1.1926359862053932	0.5302123905919254	0.378246974125595	1.447113398306805	0.03650977944592216	0.03436148996261678	0.8372148711936035	0.476919490010575	3.014559296339741	0.817832490924244	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	14.0	863.0031985290698	1632.9916708039805	2194.377159783313	1165.557351812753	414.60983747550245	-134146.8045899099	-11269.5350994549	0.0	-768.2608687996953	-6404.373627790514
1000000	-148922.69193631233	-17847.455220135736	-131075.2367161766	2195.636493060031	-183.63649306003117	12603.115995774255	2195.636493060031	-183.63649306003117	0.49392968128705517	7.4269054230873035	3.8909418556808246	6.070643707585785	7.064725592790771	5.244477286570725	6.01803884713773	6.572669634500291	7.180297916747316	9.202166297821753	7.925849424609615	7.528482982769038	8.224043564532716	7.309073393001861	8.042132002304369	8.191917458716503	6.52144395361877	5.102294765281181	4.529346357000747	4.775518154709151	5.198355421766303	3.728539472440733	1.1241500715613184	2.839996030353158	3.865625710466642	5.871124625615748	6.169250455500777	4.061105332904315	5.7550318881918985	6.97347269382109	7.5549787062176845	8.708293615777647	7.706187773793712	7.899208597953804	8.10206233731097	6.718337775726407	7.715056884054516	5.313616298265669	2.7656095649228547	1.540824120473973	1.4141289639456667	1.9446807563300208	1.5479626896924197	2.643865544215537	5.292216613586514	1.8065182977038794	1.7180734694469177	2.5723310057921416	1.7276276283328198	0.15547076079190408	0.8298853425385215	2300.0	3.011601506680892	0.33745136117628177	0.24654528018073746	0.1717766128754301	0.2442267457675497	0.3697342790604649	0.004018227725096604	0.009677679585290939	0.0073479341031927135	0.0021280341113172328	1.4588610543782805	0.05520385938676151	0.007347934103192707	1.0804103252355124	0.8447801426114551	0.25004383130161334	1.3733475518488318	0.8739260376134084	1.8336740915760532	0.6393772692437575	0.6231616611667262	0.8076015546653874	0.4498094690892764	0.4895585898573382	2.3908637669985144	0.18590912932304943	0.5205160360562181	3.487067058194558	0.6374708511933289	0.6738642895932463	1.5305891525104933	1.0139891287317109	2.9458046579363275	0.10871272326836051	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	14.0	823.8645406053305	1648.430986944363	2188.088526657628	1216.6242628963266	431.30627411776027	-130366.65150148621	-11269.5350994549	0.0	-708.5852146903661	-6383.770425294915
1250000	-145700.59211810384	-17841.378324917496	-127859.21379318634	2192.7162715995655	-180.71627159956552	12781.887171156599	2192.7162715995655	-180.71627159956552	0.687207793622529	7.522413855190768	3.7786574726450377	6.107217374293241	4.797921232228019	6.160809332812661	6.7993255710982226	9.16230520430507	10.44981317890252	8.637540001240229	6.748197206239464	6.231975555636046	7.708817693977417	6.557233822003942	6.141721042695588	6.236126787863995	5.494782801542167	6.614125304785128	5.421340144303692	3.7159807017264983	3.856045731663507	1.553049432766448	1.5706047374806087	1.815672223596795	2.789293970580737	1.7772835190641272	3.0925574816135377	5.426851716795556	5.017482378668649	6.206876818553359	6.354973350995545	5.798491396352671	5.4930412038455225	4.943691431690337	4.693054956648666	5.347922946452577	5.560469998818441	3.7356346854549676	4.976852966265475	3.7766652809122077	3.7392793545439718	3.8739327738537366	4.131473056571563	3.4203495070947434	3.674324577310612	3.9811936902872103	4.162486321101257	3.8343367062598013	4.586511468789675	5.225777333867178	5.097666877329173	2300.0	2.9082249111598633	0.3393574999011875	0.24462191868458644	0.1758654317630751	0.24015514965115012	0.3657070815990641	0.003636133084090662	0.008448971407502184	0.00640592590982547	0.0018789715430939304	1.4408131047820225	0.0439977019976095	0.006405925909825471	1.0933139269867624	2.4030771666957564	0.5486225696823889	0.5562444177551942	3.9872298936214783	1.5351848825161691	2.2448342935780974	1.2034082488153544	0.8080049248962577	0.6756380706022199	0.6066655685389384	2.8813341390601477	1.1194760894960467	0.46598644171941617	3.2253587620319295	0.36579226575992857	0.0246003336214881	1.8603538950992382	2.546088573938453	4.5788945262241825	0.2493201027510319	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	13.0	837.9343781952338	1661.380035522706	2190.162444978874	1242.7529154681304	508.17487497836396	-127201.76634712981	-11269.5350994549	0.0	-657.4474460565183	-6381.273566992336
1500000	-143142.66597457213	-17870.705870180704	-125271.96010439142	2181.3486818003735	-169.34868180037347	13280.135655826089	2181.3486818003735	-169.34868180037347	0.10484452296417376	7.65227482927782	4.1227827515071835	7.898841899053509	8.224710397416306	7.659108856768817	6.9907443148287385	10.02039565066811	10.219153091388092	8.994268007035242	8.82725140354296	9.535282399356635	6.293650154288889	5.782443069428552	9.474930223362328	7.655637548064921	5.6489325635318615	4.821454926993295	7.442259639489189	4.4176418589607875	5.17084916933641	4.5235983588536115	8.792682936922727	11.795279677543613	11.776163067089954	9.168032934681925	4.844549662837167	2.860577308486329	3.6075652922711323	9.389808563528131	6.723777578894811	2.4735469065137807	4.104510624697142	3.2628117670776255	3.1620830646335794	10.203175853923206	5.484286447921809	5.442649214071934	3.413514024770449	6.072248577284239	4.0504391614397415	6.838163244775539	8.26639982644564	2.472303611352406	5.120599429598289	2.6908258823844715	3.9287761455875514	6.385048514399782	3.9959643551661514	6.37875440793891	7.367482547682689	2300.0	3.047220453153969	0.34261093999230047	0.24581808159407398	0.16919540990497692	0.24237556850864794	0.36137121911561065	0.003221008330201402	0.007428047365552046	0.005765638680328753	0.0016609341740557143	1.3947815366775613	0.04538636671213287	0.005765638680328751	0.20915635324664456	0.18299916962835316	1.1202679574897585	0.15232655714102966	0.5364223491748498	1.117625987992971	1.4144567233542436	1.7147995311265165	0.7868591694269335	0.5361785554487858	0.3544781673654896	3.868721750944185	0.17505789651921122	0.21376471642930545	3.880878962661511	1.349367431398031	0.966831077360896	2.008185280896356	1.0021117386302139	3.262494613049236	0.285749007986947	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	13.0	828.7931448416374	1658.3960097640243	2172.9175815548815	1122.4211097010989	397.2054918954856	-124619.89873799768	-11269.5350994549	0.0	-652.0613663937336	-6431.979397492484
1750000	-141476.4099424903	-17896.47582107593	-123579.9341214144	2242.67623671115	-230.67623671115007	13542.839189223076	2242.67623671115	-230.67623671115007	0.083768906757475	7.650088812143951	4.018923097125428	6.149289486365494	5.128418609206615	7.48848415268917	9.339493912161137	7.593588559019941	6.989590175909414	11.603160149532842	7.414377424641576	8.65832860248164	7.195031687916064	8.278240047512687	5.946628786593546	4.831546212618932	8.182764596901414	4.033713302162024	5.105000246177294	2.7068691981242834	10.904362597350472	12.867777197002988	9.47164833412315	8.490809367473412	6.490217914834202	5.302524508964047	4.178537294465519	1.0152663848249202	0.28593144865094156	4.1985523085511955	2.405079943349762	2.0842679854979114	-1.3588934854995491	-0.14479269662928268	4.902028120464008	4.226095215672636	4.1779692163899425	3.1222084839475412	4.09356684345786	9.517166278985853	12.383454457124138	6.567457650952847	-1.7915055392022303	-4.307743662262965	-6.722956806309969	-6.872244781721437	-1.0543120849735297	-4.755321784918415	-3.1203137415010826	-1.0005939986703096	-4.7465368165367385	2300.0	2.933735922929793	0.3307986961126182	0.25139853441278764	0.17279399069565152	0.24500877877894212	0.35598311316960013	0.0030133897247102194	0.007343644626592703	0.005361625557535097	0.0015881938826756534	1.4761226947872148	0.034883414443279	0.005361625557535107	0.7288021384697403	0.3166275363050808	0.4294178714548075	0.18825356040356991	1.9347114953574713	0.6804443343825156	0.26760314499835675	0.7224074536954491	0.647571308812433	0.21419905892546787	0.5624144136975554	1.066150605118084	0.14302863645104955	0.14916860854508154	0.8532206050514889	0.36264199869780905	1.1368921726399852	0.6355513415342022	0.5539507736200274	1.9279551506918944	0.08038150590315986	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	13.0	810.3729070362792	1667.351724398491	2242.617050861269	1172.2709383085914	449.8311827328272	-122979.76505132412	-11269.5350994549	0.0	-600.1690700902751	-6476.833493471624
2000000	-140110.2704946242	-17915.272760463064	-122194.99773416112	2245.7507469985535	-233.7507469985535	13987.20636093709	2245.7507469985535	-233.7507469985535	0.07246006461339803	7.741284609513024	4.299047970755653	9.987290343889804	14.47716264844395	17.27722023326802	20.28812116920753	15.250943766717043	13.729902417775854	18.312973033015272	14.453788125729526	3.0612146678210816	7.083607263799541	11.132907290291703	13.690357072869935	11.211021932360937	15.210042168327291	10.273249633666367	7.196808154019442	4.0049870669291625	1.9210840864860461	4.487874136042944	4.593141653083831	7.627814189999794	4.111725018227896	3.729816612776981	3.2593183176938023	4.582361380760692	5.431912387505289	1.7828086624169621	0.8670881946227855	1.9860594014166826	5.811342273232954	3.3688766575374176	4.88236190066866	5.771269585179078	4.463382073454578	8.151385545292632	9.900695675041112	4.313218707341398	6.531954509708003	4.788256051287726	-0.221656613851424	2.018638223778216	1.9515361388607158	1.5542643792068096	2.3859390258412057	-4.63648610485062	2.549434641687587	1.1673316707112453	3.8553975375677365	2300.0	2.917992707506838	0.326784468517412	0.24915733935194362	0.1751137594607715	0.24894443266987265	0.3601981936469909	0.002917114133023897	0.006742430976311455	0.005089841796630833	0.0015603045306796666	1.3704108886352149	0.028318504484422448	0.005089841796630843	1.031812190316554	0.2773602448415664	0.8394192382846156	0.21083239284278615	0.4838240254154628	0.893416325549871	0.6719394410336806	0.7429199861720178	0.3021618455552921	0.3769847113842065	2.360105291047742	2.027836989719518	0.7134419692135346	0.14381150918346322	1.9151068596502967	0.34954026021682233	0.14583121583988215	1.1305735068101264	0.14922097202726256	2.7544908612985695	0.14744042455992654	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	13.0	828.1543598733264	1639.9823333016768	2241.583705795283	1181.014503180322	450.48515212084124	-121629.4397059804	-11269.5350994549	0.0	-565.558028180726	-6494.290763860496
2250000	-139153.3459426556	-17915.41069724135	-121237.93524541425	2215.6351713572813	-203.63517135728125	13938.154118196351	2215.6351713572813	-203.63517135728125	0.06524929511549228	7.721405236400968	4.323321480361267	11.16828149979052	18.843931311740448	20.058303819954418	19.737293513164357	13.9157628889127	10.61956771711407	9.62009048398484	6.258290121810461	8.131710191035673	6.576334704143811	8.330227212550193	10.873851610546655	14.503241125287007	10.663665977467744	7.4705185996310215	6.253213346846861	4.219564882859682	1.3906703004755308	1.8928196822464252	-2.6606217968822126	0.597731538840067	4.17757425130242	3.528996232853277	2.951683581537796	3.462995748906832	7.660334588217618	10.559134415009382	10.046512449385517	15.85534935880706	18.739572794657235	13.772698104001297	11.932642236492924	11.711385417710636	5.112328776154635	1.7109916939242003	-0.5844060716824778	-1.8356951321618882	0.08508223618090878	-1.964125641886851	-0.7535024819958318	1.5118322320877875	1.4227984328775605	-0.07925349155983487	-1.3110329797013394	-3.8051752216322203	-5.886288646618449	0.10952637735729713	-0.15982532729757243	2300.0	2.922381518056382	0.3327597936445969	0.24964968035655966	0.17185102914479086	0.24573949685405228	0.3517097044436719	0.003113362668151132	0.007692838980979645	0.005054383196322994	0.0016205720254977038	1.432274759108281	0.027836059713494517	0.005054383196322993	1.3383271321565566	0.7732998785750123	0.8987046908155657	1.9883977597105802	1.4343528209180552	0.6356475477460195	0.19249511952371315	1.4014637224146482	1.1695849456891112	0.4571347143896277	0.21689236716437924	2.260528033613413	1.0467059639958671	0.20964988733592693	1.4567842001123446	0.8993852549835782	2.7599070907491843	1.3744902650483455	0.70306957760035	2.4870325874660986	0.2299948462297653	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	11.0	833.7363939766678	1624.8430051638493	2215.6328549180726	1213.988596334239	431.1221531949225	-120680.55491403019	-11269.5350994549	0.0	-557.3803313840574	-6489.646541288102
