# BEAST v1.10.5 Prerelease #8a10723
# Generated Tue Sep 26 14:41:02 CEST 2023 [seed=1695732055077]
# -beagle_double HBV-E_updated_geo_priors_completeHistory_posterior_run2.xml
state	posterior	prior	likelihood	location.root.frequencies1	location.root.frequencies2	location.root.frequencies3	location.clock.rate.exp.mean	location.clock.rate	location.rates.Africa.Americas	location.rates.Africa.Europe	location.rates.Americas.Europe	location.rates.Americas.Africa	location.rates.Europe.Africa	location.rates.Europe.Americas	location.indicators.Africa.Americas	location.indicators.Africa.Europe	location.indicators.Americas.Europe	location.indicators.Americas.Africa	location.indicators.Europe.Africa	location.indicators.Europe.Americas	location.nonZeroRates	Current Tree	c_allTransitions[1]
0	-96.56875712025007	-10.416516013195332	-86.15224110705473	0.3333333333333333	0.3333333333333333	0.3333333333333333	1.0	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	48.0	32.0
10000	-45.61672703361187	-4.7920747604697596	-40.824652273142114	0.2961835021942363	0.35551790773461034	0.3482985900711534	0.05993621101386664	0.045864144705847876	0.5152230715017241	0.11037325649717512	0.9623467853575524	1.0167639995838138	2.6019309330411433	0.3094210972967872	0.0	1.0	0.0	1.0	1.0	1.0	4.0	162.0	51.0
20000	-43.139430640864425	-1.554897938402997	-41.58453270246143	0.33773211781396106	0.38310955632430477	0.2791583258617342	0.020424901150214437	0.007228760343541967	0.02341888586125361	0.49152941959831337	0.01854145221863569	0.09012441719143945	2.0309673214126738	1.9578245840453008	0.0	1.0	0.0	1.0	0.0	1.0	3.0	754.0	9.0
30000	-48.38273638230627	-7.928984587689898	-40.45375179461637	0.3859495284605283	0.3365263285889952	0.27752414295047656	0.4193774882100349	0.020442428540709448	0.6033054104297131	0.2812596642425617	0.6270700162583274	1.2121523135618293	1.9494927510587674	1.5982035394878678	0.0	1.0	0.0	1.0	1.0	1.0	4.0	51.0	13.0
40000	-48.72933789775066	-8.123551012024443	-40.60578688572622	0.3526809228430778	0.30239929498072504	0.3449197821761972	0.08698052800378846	0.08842443469170459	3.567205733415319	0.11086137363881837	0.44697683885835576	0.42914416194895144	2.399654359561919	0.5593556060834278	0.0	1.0	1.0	1.0	1.0	1.0	5.0	598.0	63.0
50000	-41.076668806212965	-2.4729152015280578	-38.603753604684904	0.4038009582601253	0.3313257948806051	0.26487324685926966	0.07052484221018829	0.051170893851055166	0.46050438901969415	0.05410915472964962	0.03294948562252264	0.6800260908642461	1.655044284432733	0.10458894580338579	0.0	1.0	0.0	1.0	1.0	1.0	4.0	502.0	41.0
60000	-41.510222267436795	-0.667863353590664	-40.842358913846134	0.2960958811698408	0.41621457688471253	0.2876895419454469	0.009817090797150334	0.0020527205598611263	0.20089701727621162	0.17183855145025828	2.438249861743542	0.2556106660278463	0.7833286965756552	0.8368358605655352	0.0	1.0	0.0	1.0	1.0	1.0	4.0	853.0	14.0
70000	-43.16695854672127	-3.371780565359776	-39.79517798136149	0.29480385911894247	0.4021759552545112	0.3030201856265466	0.0033932797916962853	0.0019847206683428994	2.2846455941288637	1.7644559151572146	0.6648791098401171	0.14870455165413868	2.6715621468955457	1.0773334601485003	0.0	1.0	1.0	0.0	1.0	1.0	4.0	991.0	9.0
80000	-41.37687517695488	-2.7527708450700583	-38.62410433188482	0.2894736891504134	0.3892782164867518	0.321248094362835	0.015152675914891812	0.02133120109576923	1.0666442669302667	0.13145964743948713	0.4568880935628227	0.5064655141269554	2.301783320401601	0.4560262337038612	0.0	1.0	0.0	1.0	1.0	1.0	4.0	516.0	26.0
90000	-41.12658596216016	-1.744084998316823	-39.38250096384334	0.20320515384017243	0.4212538954990657	0.3755409506607619	0.0028594317696863385	0.0014883519164041396	0.2721847576960055	2.1595503845739206	0.17526158003595957	1.7058479116058325	0.49225964117741483	1.9893745252892043	1.0	1.0	1.0	0.0	1.0	1.0	5.0	969.0	8.0
