# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 20 10:51:43 CET 2019 [seed=888]
# -beagle_gpu -overwrite -seed 888 -save_every 100000 -save_state checkpoint.state HBV-A_ancientDNA_skyride_geo.xml
state	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.nonZeroRates
600000	0.6056450505528324	2.734947518638042	0.8029742685100572	0.030594751094579313	0.9226011731479788	1.9186380827439151	1.0158029496911452	1.0364185324215522	0.25736648911286614	0.3014324957939467	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
625000	0.7592538365637094	1.4041775808445325	1.7689934817061246	0.8701691735122985	1.8849088650736958	1.5264900302936257	0.726577187158748	3.1223691405533245	1.2538005128949807	0.12870065315414886	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
650000	0.48236683864055296	1.0804760117478691	0.539308839251156	1.058110807325923	0.5646202092950083	1.095893654675733	0.9436246451118467	0.4675360279247165	0.445696429772243	0.08981321804284652	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
675000	0.6775494224153223	1.0042149422461566	0.6848250105659022	1.4311401746000296	1.1243008631940998	0.934811356694154	0.41550396409640417	0.8280409060047581	1.0833113124200884	0.163495569905019	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
700000	0.3877873070519121	1.8405172352432093	0.575818746342784	2.063009391509546	0.679193453608372	1.1967920976900304	0.5047242996069754	0.6771648488393578	0.6404085325161426	0.3134070839621994	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
725000	1.2081898200408256	0.5179794349870939	0.8473519318537435	0.03715506269658735	1.8662259836986452	2.4389420660036327	0.12395823454267947	1.760022028867922	0.5830265713496293	0.19250607305555745	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
750000	0.5518549707933411	1.742766813831084	0.5484799108062394	0.8053564350624073	0.8522626627297764	1.474289302107702	1.6292836367188517	1.4289956829477197	0.05605364602584607	0.13420461214007554	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
775000	1.0067569460979773	1.4778520464246336	0.2760527770598463	0.7464275714901546	0.9080726596555719	1.4526804803463924	0.04060628075056975	0.8185464874732841	0.030448649961272924	0.13610635287331044	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
800000	0.21426193020282305	0.5902654989599746	0.5516310914407246	4.368418877193319	0.5496155958858182	1.08103349152714	0.3842640348569642	0.5297875538294818	0.9861316513717036	0.030764276670220643	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
825000	0.8667747497906293	0.0723310825109639	2.099426100802292	3.073365251907199	2.291965098816446	4.271495103544715	0.3401830282749371	2.382162844233206	1.09401236219125	0.5604853465208751	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
850000	1.4752670254047417	0.08184801700073528	1.409066520171171	0.07516408024973806	1.4038466129647473	2.1955957491031812	1.5151021781838376	1.5069649259795077	0.22002625150713628	0.17726991996649907	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
875000	1.90084873546555	0.4424168140105931	1.1740336657413377	0.12002826314696932	1.9417111729112806	2.4461093863557597	0.5823239934666068	1.98096111169546	8.861996630736352	1.3711253448223326	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
900000	1.1860388520737943	0.8122986306237923	1.2934360521370876	2.659663925233299	1.6730963741426141	2.13469283795851	1.7532247047960108	1.938866240876877	0.36141054240735826	0.3516929236151159	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
925000	0.28589590181410235	1.5348245139473848	0.4858070397800385	0.12421821860795673	0.4848073305101221	0.7435028156944982	0.24534842489969366	0.584802701092858	1.810783810448488	0.08706815350732663	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
950000	0.7630384500682038	0.017194293559185336	1.1509808180244538	2.781374416348062	1.3760106819153335	2.8999574259707157	1.1719938728463175	3.0933177816536848	2.905491314225057	0.2735424040958513	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
975000	1.5653380759139102	0.28264069121255575	1.4961085252226294	0.7944685713756754	2.064400283526496	2.4147575575194327	0.24731124405105206	1.7847082398924958	0.15494047522629126	0.2781455420784528	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1000000	0.7193389826882189	0.3912982314972202	0.8169098620465306	0.34895604270537584	1.1744262293468282	1.112957740869184	0.5856316736831192	1.6293324145255357	0.5306868516365983	0.14413264323591787	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1025000	1.1594569002728725	0.16094575188538862	1.4871003253125197	0.359774990327495	1.4814470844883665	2.1361066664581045	0.09324164320257936	1.032767482800982	1.167504320945231	0.2565388671488597	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1050000	1.9446936217049453	0.2515179165585355	1.4062246973009354	1.6567050332552784	2.200198255870134	2.3469087653807468	0.9170644964120372	2.47082879513825	0.32402438030685826	0.9314913448167741	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1075000	0.7490897946079215	0.8967880480645106	2.645971374104524	0.1052600183541411	2.77499867420672	1.1274216321991308	0.8732113021477456	2.228486316314666	2.0329823071493287	0.3527758606801105	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1100000	0.43193484007254673	0.12337711905581955	0.4627085096854429	0.12335634070396823	0.3035942665549469	0.4918235552898237	0.2587015182767317	0.6772354762860842	0.21207074410962634	0.07017146185304055	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1125000	0.43579023850106313	0.07090426762096233	0.7640273241145498	0.7424837575025961	0.6625523503827411	0.530222849248548	0.05730802427633042	0.3014222344352947	1.9207281395628335	0.1711172736641707	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1150000	0.33125875362363133	1.8650916320103015	1.2112537432746115	0.31716352224348277	1.1994343925716409	0.8384507943613027	1.6523886417074245	0.9191030633053324	0.482218669861048	0.29233101615272955	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1175000	1.0542896947949976	0.13724363808770568	1.2679712888820296	0.06130862089039294	1.0606362520647135	1.6733594907787652	0.49885734509683816	1.1652472314636046	0.29613601033829	0.3895809750783124	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
1200000	0.9671811038671495	0.3098349103087719	2.471475025650005	0.13354939882051092	1.7698281799192217	1.5838629776357493	1.925660462145854	2.3020316904481244	0.4449874255941379	0.727557725490654	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1225000	0.23837539953233478	1.1490582519718504	0.6658038691270446	0.4864637479327252	0.9458648549414945	0.979531234530905	0.062386768125045	0.5630220558326998	1.066280604201032	0.13918609889709804	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1250000	1.086687727011146	4.793587437450879	1.4465962468494664	1.8242226479829253	1.9022040671053926	2.4314686612961576	0.15175147228409272	1.7137645009024758	0.043490218357413526	0.1859697058379262	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1275000	0.9167002313984578	0.9909587670461373	0.979958141891616	2.886695505096507	1.1527379540977254	0.8793807808746004	0.8230946333189844	1.3373022237616863	1.597023335032488	0.3286748716369541	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1300000	1.2829301033757508	1.1592314887659876	1.6394370171278563	0.4031013061240925	2.3250111957043385	2.8248696357641245	2.115783984408155	2.3478149569758644	0.41025407533046204	0.10318325086585192	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1325000	0.7865001210303233	1.8718004593351958	1.4472252711993465	0.31565143052800887	0.6887200989509662	1.5634839495738864	0.7928387232939034	1.8816334332313798	0.18604912280112518	0.30860136614291106	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1350000	0.5403412793557306	1.8416352276902364	1.1753840275421474	0.09272228775883053	0.3554678827561612	1.4014148132638014	0.9731065700006026	1.1536377903467838	1.0547338799887425	0.1604418570407138	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1375000	0.4749459952283428	1.366833106057034	1.164496971650481	0.19849970932507202	0.971889333916246	0.9295492993494987	0.14599713726144473	1.1513082293341235	2.496777645195233	0.28891335714275046	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1400000	1.4059548851856183	1.2132537247617072	1.2884797362731926	0.22575537892508982	2.0923762943654816	2.2398576981602454	2.443293275047624	2.768355555879835	1.7983811436555497	0.17814213248721247	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1425000	0.590981483864359	0.1020147168373972	0.5804969989185615	0.15895487119158086	0.9825691000015476	1.7121522624763081	0.017621468871775302	1.447918219416915	0.29766346876641875	0.07561517984863711	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1450000	0.5298983978747859	0.24543642576384783	0.5642608469675038	2.307700840820812	0.7483768257398193	0.8563304616376186	3.6966113214014387	1.0054889258348765	0.5788452597544883	0.01928988082461048	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1475000	0.2381478843165575	0.127233926083917	0.6491601899481957	2.96187607932296	0.5135959192138334	0.8509176321876845	1.7265580840913746	0.8315116582123916	1.675960020006426	0.15359141150948083	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1500000	1.0120173168468836	0.3189322331624101	1.3091187235444122	1.5826152318536841	1.4720392254103167	2.951462073254138	0.34354477386699067	1.8277718051139995	1.9529298505093098	0.652322907396123	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1525000	0.45047262449272113	1.3782049585503815	0.9050266748746634	0.7922272343743981	0.7364340663371882	1.430535356426163	1.1906114054882362	1.690902876260652	0.7844323689238717	0.27520476089498785	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1550000	0.9692574087980443	1.570891507993875	0.940553413991651	4.89818610814323	1.2162537040792605	0.9138538713117329	2.053283098983754	1.8353508089404622	3.097928863302109	0.5408308396611691	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1575000	1.1244219028228406	0.8825166434197617	1.1035825361687255	0.768825874275664	0.9164392474312134	1.7074727746029341	0.8399861533015166	1.8155188931483799	0.012972505336191613	0.1959273325428222	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
1600000	0.7384896055576657	0.3781221107584235	1.1697744352034216	1.2286997001109283	1.30462653013911	1.708242959043324	0.05182833548721525	1.7283018514164414	0.8313708544997456	0.050785793382766314	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1625000	0.6756611832987005	2.3037696554014406	1.4340468378036992	0.44705705740104673	0.8468262492975237	1.7780484924927051	1.619364738176431	1.4850326040897888	0.20118286525405965	1.7669874972805557	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	6.0
1650000	0.1676079939357397	0.3582791002333717	0.29748073965657923	0.17737290638625208	0.4082638812061702	0.4031806172224652	0.1463147180690878	0.48411371584372415	0.7995167430835478	0.1854295932849748	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1675000	0.5045697173425805	0.45699589501359333	1.066913852864328	2.0009141924875005	0.6870981292739873	0.5202798215842976	1.489735798052281	0.7131839890336805	0.43633324532883666	0.08763423455466282	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1700000	0.724482696123634	2.5046856952128334	0.97406084475164	1.0000304741228545	1.4112863125300015	2.096296216000727	0.23794111062211368	1.1138606875951265	0.08145046693734057	0.42022777475589207	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
1725000	0.6094222062967135	1.5039778050860824	1.040202580870151	0.05748594158653515	1.6132416465357446	1.047677297970119	0.06687654897688627	0.9437093257796302	2.945928952873098	0.21899916386110532	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1750000	0.735669225710777	0.19943818471691252	1.549679076324769	0.35904406730890986	1.7055916386638315	1.0880134040347873	1.5633003469161704	0.45520679742897335	3.2614280216055525	0.07887513585061263	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1775000	0.18057423546699333	1.457999190687914	0.5720603419620791	1.0890532663463288	0.4595605940560369	0.6928781341233312	1.2482698798475402	0.8151164136946331	0.4086600781007557	0.12574691241282385	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1800000	0.3662312405453407	0.23680311012071392	0.7385562439778073	2.9573608889346086	1.223416929247955	1.0101484960809333	0.12245597102185748	0.4927626232382901	0.22252569366569785	0.1393755279010449	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1825000	1.008503446701981	0.27318671304093445	2.9452048926790475	0.4057872280587362	2.1258755880337614	2.462902447722879	0.5824417212730937	2.12271873638324	1.5452533044173338	0.40121025347767225	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1850000	0.3354859904720481	0.06344415148153933	0.4893055617893349	2.758309927127947	0.6686177094704333	0.869071278612515	3.210084354912206	0.7265513609850187	1.842754410037339	0.16829031225946145	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1875000	0.8698479332237481	1.1206908337198687	1.0922728972305285	2.4000757541611724	1.9253668577653613	0.7589914850380407	2.5837924397325884	1.1768502073402465	1.0635266400988523	0.49236628317494796	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1900000	0.5587270067969695	0.5089704584038771	0.8920013870154431	0.40928181494798016	1.4989672669678957	0.94982311507701	0.4606319572290356	1.2146227772098444	0.08419645542340624	0.167380566922363	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	6.0
1925000	1.107679325452034	0.43835442878266273	0.6093633450722055	0.2301302516103909	1.4912683041743058	1.4907609349480901	1.9608792048856833	2.0233055113706913	0.32371812807721007	0.4168925271090821	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
1950000	0.5814256458883403	0.17323747841620318	1.1762299940924044	0.6106645096981265	0.9996394901526766	1.0672259653794585	0.16301341996327073	1.1207872886875148	0.24719375898988302	0.22702160053070067	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	7.0
1975000	1.528374208779526	0.6077144886296392	1.1570177299336921	1.4378705658516273	2.3021854344616686	0.931603274981716	0.2237546537978529	0.9338331957153128	0.10005873924696228	0.09146384051326902	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
2000000	0.6988705265237218	0.6105876670619622	2.563975631140023	1.2524073160844456	1.6898583988927238	1.4124478814133112	1.0013317494918177	1.9390431273768889	0.04001909122865421	0.4490357835413548	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2025000	0.33485183235383886	2.6442521944601007	1.5096138125830176	0.5382154814011042	0.9560059077068565	1.2217798393764847	0.8461073672867288	0.890768387895924	1.654068938452569	0.5153713169446682	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2050000	0.602756202337119	1.0167040168243056	1.274851153572195	0.15209631042978916	1.0525090696091266	1.461148920852311	1.5592130858502042	3.1594735542642645	0.8450282597686357	0.5407077319356132	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2075000	0.4904081643117658	0.33449349497639275	0.9530711632692951	0.163363983100482	1.4013623178004184	1.078210210408806	0.6520938078521344	1.616692976243024	1.732311225027477	0.2959238639694228	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2100000	0.4348968199550837	0.029310610260861802	0.8534953437374234	2.1419980270773435	1.0234766846843764	0.9698591159609149	0.6178248973823343	1.398739288810358	0.3474297103244235	0.2086225970842839	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
2125000	0.5013292833494599	0.5528576028742315	0.9448455060499855	0.10678453448958555	1.0186831732954957	1.436095466700885	1.8396362926828378	0.9211993316857204	0.49262031631095987	0.4567615704105407	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2150000	0.6780553723627597	2.0692268741459077	1.0860186762397375	2.389834535561035	0.8245641467016225	0.6790418254426576	0.9930216259802627	1.011215559095405	1.7544802817461997	0.21310050707577105	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2175000	0.22409453254915065	0.39629356983291064	0.28641383215749766	0.3165232149694205	0.3436162512952523	0.6817877783936439	2.2495770292247474	0.39884312566003993	4.926437634515833	0.044619231281519976	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2200000	0.6879992015952877	0.23566247748239064	1.8439197817746336	0.4468994702131545	1.697380541181842	2.3213079956674143	0.11821849723393629	0.8324134152560693	3.1907088807617017	0.4800160407871777	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
2225000	1.1698237429216167	1.0867157757544998	2.7097353973082203	0.27525225505226475	2.435507103065716	2.8349159125192402	0.24926352256465145	2.9243130107195454	0.6621048610115459	0.3101789883125231	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	6.0
2250000	0.8980109146349138	0.3738860051354334	1.9614766667362298	0.7442831102182516	2.5769537025016267	1.8430098669863526	0.003711085864719268	1.2360728967631909	0.4866197731124411	0.6286168093796424	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	7.0
2275000	1.140252832237451	0.02546873862790168	0.8291216704692658	1.2525991257895535	0.6494728761716215	2.0548921793921227	0.2491447124328019	1.5209719419611685	0.08442440432387038	0.12435681915065155	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0
