# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Feb 07 11:16:21 CET 2020 [seed=1581070566592]
# -beagle_cpu -save_every 1000000 HBV-D_phylogeography.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Africa.Americas	location.rates.Africa.EastSouthAsia	location.rates.Africa.Europe	location.rates.Africa.WestCentralAsia	location.rates.Americas.EastSouthAsia	location.rates.Americas.Europe	location.rates.Americas.WestCentralAsia	location.rates.EastSouthAsia.Europe	location.rates.EastSouthAsia.WestCentralAsia	location.rates.Europe.WestCentralAsia	location.rates.Americas.Africa	location.rates.EastSouthAsia.Africa	location.rates.Europe.Africa	location.rates.WestCentralAsia.Africa	location.rates.EastSouthAsia.Americas	location.rates.Europe.Americas	location.rates.WestCentralAsia.Americas	location.rates.Europe.EastSouthAsia	location.rates.WestCentralAsia.EastSouthAsia	location.rates.WestCentralAsia.Europe	location.indicators.Africa.Americas	location.indicators.Africa.EastSouthAsia	location.indicators.Africa.Europe	location.indicators.Africa.WestCentralAsia	location.indicators.Americas.EastSouthAsia	location.indicators.Americas.Europe	location.indicators.Americas.WestCentralAsia	location.indicators.EastSouthAsia.Europe	location.indicators.EastSouthAsia.WestCentralAsia	location.indicators.Europe.WestCentralAsia	location.indicators.Americas.Africa	location.indicators.EastSouthAsia.Africa	location.indicators.Europe.Africa	location.indicators.WestCentralAsia.Africa	location.indicators.EastSouthAsia.Americas	location.indicators.Europe.Americas	location.indicators.WestCentralAsia.Americas	location.indicators.Europe.EastSouthAsia	location.indicators.WestCentralAsia.EastSouthAsia	location.indicators.WestCentralAsia.Europe	location.nonZeroRates	location.branchRates	location.treeLikelihood
8100000	-429.5544268948977	-59.514373914673826	-370.0400529802239	2.062700898858991E-4	2.0627008988589917E-4	0.42805697906884826	0.45744007760073546	0.1978155770518345	1.5508727778614275	0.06812473883130926	0.29871631172733154	2.4899195968645143	1.0609512822422218	1.6573964805856158	0.937883868859663	0.2313676333525164	3.3030718087287947	0.24644030151646878	0.4470341166472764	0.3640394176485237	1.4455716466930715	1.6326755716837318	1.5773497228813937	1.5916985786962465	1.9076723437633216	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-370.0400529802239
8110000	-447.34152998513616	-49.644396688096045	-397.6971332970401	1.521369171542134E-4	1.5213691715421345E-4	0.16992284926595008	0.4690204639691612	0.6379646186911372	0.16842605958191287	1.0534051109912308	0.43473104035590765	0.3577060565554267	0.6274286627349306	0.8339484445415029	0.8486967864775204	2.021785707567918	1.7433608736799417	0.7490682383401361	0.8888349054835284	0.14995129701258694	1.1499318431687824	0.616651827579327	1.3289858311414378	1.2674550488733685	1.8482165395614982	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-397.6971332970401
8120000	-418.54164706872524	-37.93592873969653	-380.6057183290287	1.4599471181709665E-4	1.4599471181709657E-4	0.48288639158602226	0.38969873513850706	0.44539036770258333	0.7945687178227061	0.0691389441050945	0.26344430934453833	0.9690611349309813	0.28082157835353927	0.09118089240192072	0.41702420400597723	1.5537867985836298	0.03797506622437787	0.3698919826254743	0.4871750427806194	1.0905185069993006	0.4839181632208131	0.7954891854677925	1.2427578052104995	1.047020558213978	0.7055988940969121	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-380.6057183290287
8130000	-439.34512903877726	-59.23749331010058	-380.10763572867666	1.9483922961563711E-4	1.9483922961563668E-4	0.40000989102017814	1.1354638400245467	0.19214728174720616	0.8901239261085482	0.19558466731633056	0.8267115709099272	1.0107758174304728	0.29854997976808634	0.19171554869347612	1.8070700601611909	3.7812759977605404	1.5590138954000836	0.6115737380920572	0.6514413989815444	4.241607046385559	1.4130061603172936	0.025822903182716822	2.6666394024023576	0.5401272537805976	1.4115653649430575	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-380.10763572867666
8140000	-440.253599720439	-55.991887470862174	-384.2617122495768	2.0829303469170732E-4	2.0829303469170775E-4	0.8044631478591058	0.21087364807480635	0.6579071195567013	0.05990298649173811	0.6949236379631903	0.01353881568529055	0.2649914057464395	0.37274093254974977	0.6025243227010683	1.935600501035564	0.6295016227242248	0.535851650112394	0.4515741337295706	0.6790398137334864	0.4975795253417538	1.5927118778834808	0.904781064571037	2.442074114457579	0.9499942744029739	0.9469006661723518	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-384.2617122495768
8150000	-467.3722430049812	-104.00414665937726	-363.368096345604	3.279412541391583E-4	3.279412541391578E-4	0.9349495487309423	1.7058234289351746	0.27579690461422596	8.056239217988123	0.34614915780151523	1.4735215585909822	0.11095778872069179	0.9458811507562571	4.988747347681601	1.3977707007159816	0.15350071577083255	0.05285199549407122	0.21109062965281145	0.5572546957284787	3.904792934362624	1.2539730082387435	0.33503041229300073	1.2396087849330464	1.3438955787978761	1.3012117757354158	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-363.368096345604
8160000	-435.7034220517206	-55.32886922209711	-380.3745528296235	1.4074824385613798E-4	1.4074824385613768E-4	0.08590537731183051	3.0299999291323996	0.8744573196184273	0.32756589348323956	0.4632120111838329	1.3566447381131717	0.9573667374450502	1.0307363556041387	0.28604479298597285	1.5796520347499796	1.6680402063981659	0.7787817803326845	0.40210174456363446	1.4294472488165104	0.5423257211102673	3.0801738543341997	0.4197589494624665	1.3484454967687667	2.48751431406841	2.276360607101962	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	9.0	0.0	-380.3745528296235
8170000	-438.8990356598667	-50.03363264159026	-388.8654030182764	1.4207930567317013E-4	1.4207930567317008E-4	0.6944098458188777	0.5873287662327752	0.5008100794015748	0.10407532892492907	0.5877326834518602	0.3439690489998191	0.9684731970699673	0.7345185317720311	0.05592123768633632	0.7433810583125805	0.2736193568522431	0.5649691164095119	0.4165809104168162	0.8334863625760911	0.1552473940544105	1.2179219600435771	2.79899722284642	0.7740901716717198	1.697634164903215	2.134186047228139	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-388.8654030182764
8180000	-446.89287972192534	-74.47567725788628	-372.41720246403906	2.730028970910048E-4	2.7300289709100483E-4	0.5920824378295179	5.41012711729693	0.3679257982746917	0.5759665744938175	0.8532442084265165	0.5445856333970897	1.0802062312024157	0.753003824976965	0.3718347663338785	1.9914747078133657	0.8173789211620157	0.024052266546845884	0.09514721567778188	1.362310106027614	0.19344796196482353	2.589474828427102	0.3176956698151848	0.4009541705071295	3.7969035301825516	2.566701525451276	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	12.0	0.0	-372.41720246403906
8190000	-439.128365580933	-56.590210230061416	-382.5381553508716	1.639045876860242E-4	1.6390458768602412E-4	0.47114073504694526	0.34987379167530436	0.5770229548044853	1.0553065634525245	0.5326964562306474	0.031759079307231965	1.6191670519942063	0.1924797957215474	0.13257582189662312	0.2819546981430846	1.3759132993974361	1.6262639831824983	1.3253769266465674	0.46727494704529365	0.2263793150139638	1.0790074640904264	1.2167852845180145	0.9379633564780985	1.388674138536894	1.8152333474513034	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0	0.0	-382.5381553508716
8200000	-447.462160735555	-79.9087037318969	-367.55345700365814	2.7964178766586343E-4	2.796417876658629E-4	1.7861180625646047	1.7460068620043523	0.4221069371038562	2.540972248551756	0.06700489781341805	0.34071049094706246	4.672620128225109	0.4612462646550862	0.027454286880112932	1.0461498038082662	0.6298564088885799	0.5352809214291288	0.2701520176438614	0.744931898273968	0.36613307290986347	2.0645647850100173	0.013280383024300933	3.6361829468562634	2.243598498381753	1.3992962198394558	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	11.0	0.0	-367.55345700365814
